|dates|Maverick_Texas_UnitedStates.JHU_ConfirmedCases.data|Maverick_Texas_UnitedStates.JHU_ConfirmedCases.missing|Maverick_Texas_UnitedStates.NYT_ConfirmedCases.data|Maverick_Texas_UnitedStates.NYT_ConfirmedCases.missing|Maverick_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Maverick_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Maverick_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Maverick_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12660.0|0|12660.0|0|401.0|0|0.0|100
0|2021-10-18|12709.0|0|12709.0|0|401.0|0|0.0|100
0|2021-10-19|12723.0|0|12723.0|0|401.0|0|0.0|100
0|2021-10-20|12729.0|0|12729.0|0|401.0|0|0.0|100
0|2021-10-21|12733.0|0|12733.0|0|402.0|0|0.0|100
0|2021-10-22|12740.0|0|12740.0|0|403.0|0|0.0|100
0|2021-10-23|12740.0|0|12740.0|0|403.0|0|0.0|100
0|2021-10-24|12740.0|0|12740.0|0|403.0|0|0.0|100
0|2021-10-25|12748.0|0|12748.0|0|403.0|0|0.0|100
0|2021-10-26|12760.0|0|12760.0|0|404.0|0|0.0|100
0|2021-10-27|12760.0|0|12760.0|0|404.0|0|0.0|100
0|2021-10-28|12780.0|0|12780.0|0|405.0|0|0.0|100
0|2021-10-29|12790.0|0|12790.0|0|405.0|0|0.0|100
0|2021-10-30|12790.0|0|12790.0|0|405.0|0|0.0|100
0|2021-10-31|12790.0|0|12790.0|0|405.0|0|0.0|100
0|2021-11-01|12790.0|0|12790.0|0|405.0|0|0.0|100
0|2021-11-02|12790.0|0|12790.0|0|405.0|0|0.0|100
0|2021-11-03|12790.0|0|12790.0|0|406.0|0|0.0|100
0|2021-11-04|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-05|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-06|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-07|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-08|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-09|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-10|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-11|12790.0|0|12790.0|0|409.0|0|0.0|100
0|2021-11-12|12805.0|0|12805.0|0|409.0|0|0.0|100
0|2021-11-13|12805.0|0|12805.0|0|409.0|0|0.0|100
0|2021-11-14|12805.0|0|12805.0|0|409.0|0|0.0|100
0|2021-11-15|12805.0|0|12805.0|0|409.0|0|0.0|100
0|2021-11-16|12820.0|0|12820.0|0|409.0|0|0.0|100
0|2021-11-17|12849.0|0|12849.0|0|411.0|0|0.0|100
0|2021-11-18|12849.0|0|12849.0|0|412.0|0|0.0|100
0|2021-11-19|12890.0|0|12890.0|0|412.0|0|0.0|100
0|2021-11-20|12890.0|0|12890.0|0|412.0|0|0.0|100
0|2021-11-21|12890.0|0|12890.0|0|412.0|0|0.0|100
0|2021-11-22|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-23|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-24|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-25|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-26|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-27|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-28|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-29|12930.0|0|12930.0|0|412.0|0|0.0|100
0|2021-11-30|12958.0|0|12958.0|0|412.0|0|0.0|100
0|2021-12-01|12958.0|0|12958.0|0|412.0|0|0.0|100
0|2021-12-02|12961.0|0|12961.0|0|412.0|0|0.0|100
0|2021-12-03|12963.0|0|12963.0|0|412.0|0|0.0|100
0|2021-12-04|12969.0|0|12969.0|0|412.0|0|0.0|100
0|2021-12-05|12969.0|0|12969.0|0|412.0|0|0.0|100
0|2021-12-06|12969.0|0|12969.0|0|412.0|0|0.0|100
0|2021-12-07|12978.0|0|12978.0|0|412.0|0|0.0|100
0|2021-12-08|12981.0|0|12981.0|0|412.0|0|0.0|100
0|2021-12-09|12983.0|0|12983.0|0|412.0|0|0.0|100
0|2021-12-10|13026.0|0|13026.0|0|412.0|0|0.0|100
0|2021-12-11|13037.0|0|13037.0|0|412.0|0|0.0|100
0|2021-12-12|13042.0|0|13042.0|0|412.0|0|0.0|100
0|2021-12-13|13048.0|0|13048.0|0|412.0|0|0.0|100
0|2021-12-14|13048.0|0|13053.0|0|412.0|0|0.0|100
0|2021-12-15|13065.0|0|13065.0|0|412.0|0|0.0|100
0|2021-12-16|13065.0|0|13077.0|0|412.0|0|0.0|100
0|2021-12-17|13082.0|0|13082.0|0|412.0|0|0.0|100
0|2021-12-18|13092.0|0|13092.0|0|412.0|0|0.0|100
0|2021-12-19|13093.0|0|13093.0|0|413.0|0|0.0|100
0|2021-12-20|13097.0|0|13097.0|0|413.0|0|0.0|100
0|2021-12-21|13116.0|0|13116.0|0|413.0|0|0.0|100
0|2021-12-22|13134.0|0|13134.0|0|413.0|0|0.0|100
0|2021-12-23|13152.0|0|13152.0|0|413.0|0|0.0|100
0|2021-12-24|13152.0|0|13152.0|0|413.0|0|0.0|100
0|2021-12-25|13152.0|0|13152.0|0|413.0|0|0.0|100
0|2021-12-26|13152.0|0|13152.0|0|413.0|0|0.0|100
0|2021-12-27|13254.0|0|13254.0|0|413.0|0|0.0|100
0|2021-12-28|13263.0|0|13263.0|0|415.0|0|0.0|100
0|2021-12-29|13321.0|0|13321.0|0|415.0|0|0.0|100
0|2021-12-30|13346.0|0|13346.0|0|416.0|0|0.0|100
0|2021-12-31|13346.0|0|13346.0|0|416.0|0|0.0|100
0|2022-01-01|13346.0|0|13346.0|0|416.0|0|0.0|100
0|2022-01-02|13346.0|0|13346.0|0|416.0|0|0.0|100
0|2022-01-03|13812.0|0|13812.0|0|418.0|0|0.0|100
0|2022-01-04|14054.0|0|14054.0|0|418.0|0|0.0|100
0|2022-01-05|14508.0|0|14508.0|0|418.0|0|0.0|100
0|2022-01-06|14541.0|0|14541.0|0|418.0|0|0.0|100
0|2022-01-07|14748.0|0|14748.0|0|418.0|0|0.0|100
0|2022-01-08|14932.0|0|14932.0|0|418.0|0|0.0|100
0|2022-01-09|15067.0|0|15067.0|0|418.0|0|0.0|100
0|2022-01-10|15259.0|0|15259.0|0|418.0|0|0.0|100
0|2022-01-11|15544.0|0|15544.0|0|419.0|0|0.0|100
0|2022-01-12|15868.0|0|15868.0|0|419.0|0|0.0|100
0|2022-01-13|15868.0|0|16029.0|0|419.0|0|0.0|100
0|2022-01-14|16029.0|0|15322.0|0|419.0|0|0.0|100
0|2022-01-15|16029.0|0|15513.0|0|419.0|0|0.0|100
0|2022-01-16|15779.0|0|15779.0|0|420.0|0|0.0|100
0|2022-01-17|15914.0|0|0.0|100|420.0|0|0.0|100
