|dates|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Manitowoc_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Manitowoc_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Manitowoc_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11331.0|0|11331.0|0|105.0|0|0.0|100
0|2021-10-18|11395.0|0|11395.0|0|105.0|0|0.0|100
0|2021-10-19|11438.0|0|11438.0|0|106.0|0|0.0|100
0|2021-10-20|11491.0|0|11491.0|0|106.0|0|0.0|100
0|2021-10-21|11565.0|0|11565.0|0|106.0|0|0.0|100
0|2021-10-22|11620.0|0|11620.0|0|106.0|0|0.0|100
0|2021-10-23|11620.0|0|11620.0|0|106.0|0|0.0|100
0|2021-10-24|11620.0|0|11620.0|0|106.0|0|0.0|100
0|2021-10-25|11745.0|0|11745.0|0|106.0|0|0.0|100
0|2021-10-26|11780.0|0|11780.0|0|106.0|0|0.0|100
0|2021-10-27|11830.0|0|11830.0|0|106.0|0|0.0|100
0|2021-10-28|11908.0|0|11908.0|0|106.0|0|0.0|100
0|2021-10-29|11950.0|0|11950.0|0|106.0|0|0.0|100
0|2021-10-30|11950.0|0|11950.0|0|106.0|0|0.0|100
0|2021-10-31|11950.0|0|11950.0|0|106.0|0|0.0|100
0|2021-11-01|12005.0|0|12005.0|0|107.0|0|0.0|100
0|2021-11-02|12125.0|0|12125.0|0|107.0|0|0.0|100
0|2021-11-03|12192.0|0|12192.0|0|107.0|0|0.0|100
0|2021-11-04|12287.0|0|12287.0|0|107.0|0|0.0|100
0|2021-11-05|12323.0|0|12323.0|0|110.0|0|0.0|100
0|2021-11-06|12323.0|0|12323.0|0|110.0|0|0.0|100
0|2021-11-07|12323.0|0|12323.0|0|110.0|0|0.0|100
0|2021-11-08|12432.0|0|12432.0|0|110.0|0|0.0|100
0|2021-11-09|12494.0|0|12494.0|0|110.0|0|0.0|100
0|2021-11-10|12494.0|0|12597.0|0|110.0|0|0.0|100
0|2021-11-11|12684.0|0|12684.0|0|111.0|0|0.0|100
0|2021-11-12|12726.0|0|12726.0|0|111.0|0|0.0|100
0|2021-11-13|12726.0|0|12726.0|0|111.0|0|0.0|100
0|2021-11-14|12726.0|0|12726.0|0|111.0|0|0.0|100
0|2021-11-15|12864.0|0|12864.0|0|111.0|0|0.0|100
0|2021-11-16|12938.0|0|12938.0|0|112.0|0|0.0|100
0|2021-11-17|12990.0|0|12990.0|0|114.0|0|0.0|100
0|2021-11-18|13086.0|0|13086.0|0|114.0|0|0.0|100
0|2021-11-19|13138.0|0|13138.0|0|114.0|0|0.0|100
0|2021-11-20|13138.0|0|13138.0|0|114.0|0|0.0|100
0|2021-11-21|13138.0|0|13138.0|0|114.0|0|0.0|100
0|2021-11-22|13252.0|0|13252.0|0|114.0|0|0.0|100
0|2021-11-23|13349.0|0|13349.0|0|114.0|0|0.0|100
0|2021-11-24|13421.0|0|13421.0|0|114.0|0|0.0|100
0|2021-11-25|13506.0|0|13506.0|0|118.0|0|0.0|100
0|2021-11-26|13513.0|0|13513.0|0|118.0|0|0.0|100
0|2021-11-27|13513.0|0|13513.0|0|118.0|0|0.0|100
0|2021-11-28|13513.0|0|13513.0|0|118.0|0|0.0|100
0|2021-11-29|13537.0|0|13537.0|0|118.0|0|0.0|100
0|2021-11-30|13621.0|0|13621.0|0|120.0|0|0.0|100
0|2021-12-01|13673.0|0|13673.0|0|120.0|0|0.0|100
0|2021-12-02|13752.0|0|13752.0|0|122.0|0|0.0|100
0|2021-12-03|13849.0|0|13849.0|0|123.0|0|0.0|100
0|2021-12-04|13849.0|0|13849.0|0|123.0|0|0.0|100
0|2021-12-05|13849.0|0|13849.0|0|123.0|0|0.0|100
0|2021-12-06|13849.0|0|13849.0|0|123.0|0|0.0|100
0|2021-12-07|13849.0|0|13849.0|0|123.0|0|0.0|100
0|2021-12-08|14055.0|0|14055.0|0|127.0|0|0.0|100
0|2021-12-09|14120.0|0|14120.0|0|128.0|0|0.0|100
0|2021-12-10|14220.0|0|14220.0|0|128.0|0|0.0|100
0|2021-12-11|14220.0|0|14220.0|0|128.0|0|0.0|100
0|2021-12-12|14220.0|0|14220.0|0|128.0|0|0.0|100
0|2021-12-13|14312.0|0|14312.0|0|130.0|0|0.0|100
0|2021-12-14|14312.0|0|14399.0|0|130.0|0|0.0|100
0|2021-12-15|14454.0|0|14454.0|0|130.0|0|0.0|100
0|2021-12-16|14532.0|0|14532.0|0|130.0|0|0.0|100
0|2021-12-17|14622.0|0|14622.0|0|131.0|0|0.0|100
0|2021-12-18|14622.0|0|14622.0|0|131.0|0|0.0|100
0|2021-12-19|14622.0|0|14622.0|0|131.0|0|0.0|100
0|2021-12-20|14684.0|0|14684.0|0|132.0|0|0.0|100
0|2021-12-21|14819.0|0|14819.0|0|134.0|0|0.0|100
0|2021-12-22|14882.0|0|14882.0|0|134.0|0|0.0|100
0|2021-12-23|15002.0|0|15002.0|0|134.0|0|0.0|100
0|2021-12-24|15117.0|0|15117.0|0|135.0|0|0.0|100
0|2021-12-25|15117.0|0|15117.0|0|135.0|0|0.0|100
0|2021-12-26|15117.0|0|15117.0|0|135.0|0|0.0|100
0|2021-12-27|15168.0|0|15168.0|0|135.0|0|0.0|100
0|2021-12-28|15301.0|0|15301.0|0|135.0|0|0.0|100
0|2021-12-29|15389.0|0|15389.0|0|138.0|0|0.0|100
0|2021-12-30|15494.0|0|15494.0|0|139.0|0|0.0|100
0|2021-12-31|15617.0|0|15617.0|0|139.0|0|0.0|100
0|2022-01-01|15617.0|0|15617.0|0|139.0|0|0.0|100
0|2022-01-02|15617.0|0|15617.0|0|139.0|0|0.0|100
0|2022-01-03|15666.0|0|15666.0|0|139.0|0|0.0|100
0|2022-01-04|15666.0|0|15812.0|0|139.0|0|0.0|100
0|2022-01-05|15983.0|0|15983.0|0|144.0|0|0.0|100
0|2022-01-06|16156.0|0|16156.0|0|148.0|0|0.0|100
0|2022-01-07|16328.0|0|16328.0|0|148.0|0|0.0|100
0|2022-01-08|16328.0|0|16328.0|0|148.0|0|0.0|100
0|2022-01-09|16328.0|0|16328.0|0|148.0|0|0.0|100
0|2022-01-10|16560.0|0|16560.0|0|148.0|0|0.0|100
0|2022-01-11|16804.0|0|16804.0|0|151.0|0|0.0|100
0|2022-01-12|17113.0|0|17113.0|0|151.0|0|0.0|100
0|2022-01-13|17113.0|0|17285.0|0|151.0|0|0.0|100
0|2022-01-14|17565.0|0|17565.0|0|152.0|0|0.0|100
0|2022-01-15|17565.0|0|17565.0|0|152.0|0|0.0|100
0|2022-01-16|17565.0|0|17565.0|0|152.0|0|0.0|100
0|2022-01-17|17565.0|0|0.0|100|154.0|0|0.0|100
