|dates|Pike_Illinois_UnitedStates.JHU_ConfirmedCases.data|Pike_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Pike_Illinois_UnitedStates.NYT_ConfirmedCases.data|Pike_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Pike_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|2995.0|0|2995.0|0|58.0|0|0.0|100
0|2021-12-08|3008.0|0|3008.0|0|58.0|0|0.0|100
0|2021-12-09|3035.0|0|3035.0|0|58.0|0|0.0|100
0|2021-12-10|3060.0|0|3060.0|0|58.0|0|0.0|100
0|2021-12-11|3060.0|0|3060.0|0|58.0|0|0.0|100
0|2021-12-12|3060.0|0|3060.0|0|58.0|0|0.0|100
0|2021-12-13|3116.0|0|3116.0|0|58.0|0|0.0|100
0|2021-12-14|3116.0|0|3161.0|0|58.0|0|0.0|100
0|2021-12-15|3194.0|0|3194.0|0|58.0|0|0.0|100
0|2021-12-16|3256.0|0|3256.0|0|58.0|0|0.0|100
0|2021-12-17|3294.0|0|3294.0|0|58.0|0|0.0|100
0|2021-12-18|3294.0|0|3294.0|0|58.0|0|0.0|100
0|2021-12-19|3294.0|0|3294.0|0|58.0|0|0.0|100
0|2021-12-20|3357.0|0|3357.0|0|58.0|0|0.0|100
0|2021-12-21|3381.0|0|3381.0|0|58.0|0|0.0|100
0|2021-12-22|3405.0|0|3405.0|0|58.0|0|0.0|100
0|2021-12-23|3444.0|0|3444.0|0|58.0|0|0.0|100
0|2021-12-24|3444.0|0|3444.0|0|58.0|0|0.0|100
0|2021-12-25|3444.0|0|3444.0|0|58.0|0|0.0|100
0|2021-12-26|3444.0|0|3444.0|0|58.0|0|0.0|100
0|2021-12-27|3514.0|0|3514.0|0|58.0|0|0.0|100
0|2021-12-28|3554.0|0|3554.0|0|58.0|0|0.0|100
0|2021-12-29|3592.0|0|3592.0|0|58.0|0|0.0|100
0|2021-12-30|3630.0|0|3630.0|0|58.0|0|0.0|100
0|2021-12-31|3630.0|0|3630.0|0|58.0|0|0.0|100
0|2022-01-01|3630.0|0|3630.0|0|58.0|0|0.0|100
0|2022-01-02|3630.0|0|3630.0|0|58.0|0|0.0|100
0|2022-01-03|3674.0|0|3674.0|0|58.0|0|0.0|100
0|2022-01-04|3698.0|0|3698.0|0|58.0|0|0.0|100
0|2022-01-05|3735.0|0|3735.0|0|59.0|0|0.0|100
0|2022-01-06|3781.0|0|3781.0|0|59.0|0|0.0|100
0|2022-01-07|3828.0|0|3828.0|0|59.0|0|0.0|100
0|2022-01-08|3828.0|0|3828.0|0|59.0|0|0.0|100
0|2022-01-09|3828.0|0|3828.0|0|59.0|0|0.0|100
0|2022-01-10|3906.0|0|3906.0|0|59.0|0|0.0|100
0|2022-01-11|3965.0|0|3965.0|0|60.0|0|0.0|100
0|2022-01-12|4012.0|0|4012.0|0|60.0|0|0.0|100
0|2022-01-13|4012.0|0|4082.0|0|60.0|0|0.0|100
0|2022-01-14|4163.0|0|4163.0|0|61.0|0|0.0|100
0|2022-01-15|4163.0|0|4163.0|0|61.0|0|0.0|100
0|2022-01-16|4163.0|0|4163.0|0|61.0|0|0.0|100
0|2022-01-17|4163.0|0|0.0|100|61.0|0|0.0|100
