|dates|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedCases.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|DonaAna_NewMexico_UnitedStates.NYT_ConfirmedCases.data|DonaAna_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|DonaAna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|36605.0|0|36854.0|0|558.0|0|0.0|100
0|2021-12-02|36898.0|0|37147.0|0|560.0|0|0.0|100
0|2021-12-03|36898.0|0|37308.0|0|560.0|0|0.0|100
0|2021-12-04|37220.0|0|37469.0|0|560.0|0|0.0|100
0|2021-12-05|37220.0|0|37469.0|0|560.0|0|0.0|100
0|2021-12-06|37824.0|0|38073.0|0|561.0|0|0.0|100
0|2021-12-07|37921.0|0|38170.0|0|562.0|0|0.0|100
0|2021-12-08|38134.0|0|38383.0|0|565.0|0|0.0|100
0|2021-12-09|38350.0|0|38599.0|0|566.0|0|0.0|100
0|2021-12-10|38535.0|0|38692.0|0|567.0|0|0.0|100
0|2021-12-11|38535.0|0|38784.0|0|567.0|0|0.0|100
0|2021-12-12|38535.0|0|38784.0|0|567.0|0|0.0|100
0|2021-12-13|38780.0|0|39029.0|0|569.0|0|0.0|100
0|2021-12-14|38780.0|0|39122.0|0|569.0|0|0.0|100
0|2021-12-15|39046.0|0|39295.0|0|572.0|0|0.0|100
0|2021-12-16|39046.0|0|39388.0|0|572.0|0|0.0|100
0|2021-12-17|39372.0|0|39481.0|0|577.0|0|0.0|100
0|2021-12-18|39372.0|0|39621.0|0|577.0|0|0.0|100
0|2021-12-19|39372.0|0|39621.0|0|577.0|0|0.0|100
0|2021-12-20|39750.0|0|39999.0|0|581.0|0|0.0|100
0|2021-12-21|39812.0|0|40061.0|0|585.0|0|0.0|100
0|2021-12-22|39904.0|0|40153.0|0|590.0|0|0.0|100
0|2021-12-23|40025.0|0|40274.0|0|593.0|0|0.0|100
0|2021-12-24|40025.0|0|40274.0|0|593.0|0|0.0|100
0|2021-12-25|40025.0|0|40274.0|0|593.0|0|0.0|100
0|2021-12-26|40025.0|0|40274.0|0|593.0|0|0.0|100
0|2021-12-27|40299.0|0|40548.0|0|595.0|0|0.0|100
0|2021-12-28|40331.0|0|40580.0|0|598.0|0|0.0|100
0|2021-12-29|40536.0|0|40785.0|0|601.0|0|0.0|100
0|2021-12-30|40795.0|0|41044.0|0|603.0|0|0.0|100
0|2021-12-31|40795.0|0|41044.0|0|603.0|0|0.0|100
0|2022-01-01|40795.0|0|41044.0|0|603.0|0|0.0|100
0|2022-01-02|40795.0|0|41044.0|0|603.0|0|0.0|100
0|2022-01-03|41760.0|0|42010.0|0|604.0|0|0.0|100
0|2022-01-04|41922.0|0|42173.0|0|605.0|0|0.0|100
0|2022-01-05|42068.0|0|42319.0|0|609.0|0|0.0|100
0|2022-01-06|42315.0|0|42566.0|0|613.0|0|0.0|100
0|2022-01-07|43023.0|0|43274.0|0|614.0|0|0.0|100
0|2022-01-08|43023.0|0|43274.0|0|614.0|0|0.0|100
0|2022-01-09|43023.0|0|43274.0|0|614.0|0|0.0|100
0|2022-01-10|44055.0|0|44307.0|0|619.0|0|0.0|100
0|2022-01-11|44358.0|0|44610.0|0|621.0|0|0.0|100
0|2022-01-12|45371.0|0|45623.0|0|623.0|0|0.0|100
0|2022-01-13|45371.0|0|46617.0|0|623.0|0|0.0|100
0|2022-01-14|47001.0|0|47253.0|0|635.0|0|0.0|100
0|2022-01-15|47001.0|0|47253.0|0|635.0|0|0.0|100
0|2022-01-16|47001.0|0|47253.0|0|635.0|0|0.0|100
0|2022-01-17|47001.0|0|0.0|100|635.0|0|0.0|100
