|dates|McPherson_Kansas_UnitedStates.JHU_ConfirmedCases.data|McPherson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|McPherson_Kansas_UnitedStates.NYT_ConfirmedCases.data|McPherson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|McPherson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|McPherson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|McPherson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|McPherson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|4688.0|0|4738.0|0|98.0|0|0.0|100
0|2021-11-12|4719.0|0|4738.0|0|98.0|0|0.0|100
0|2021-11-13|4719.0|0|4738.0|0|98.0|0|0.0|100
0|2021-11-14|4719.0|0|4738.0|0|98.0|0|0.0|100
0|2021-11-15|4741.0|0|4741.0|0|98.0|0|0.0|100
0|2021-11-16|4741.0|0|4843.0|0|98.0|0|0.0|100
0|2021-11-17|4784.0|0|4843.0|0|98.0|0|0.0|100
0|2021-11-18|4784.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-19|4817.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-20|4817.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-21|4817.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-22|4832.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-23|4832.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-24|4832.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-25|4860.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-26|4860.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-27|4860.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-28|4860.0|0|4867.0|0|98.0|0|0.0|100
0|2021-11-29|4899.0|0|4915.0|0|98.0|0|0.0|100
0|2021-11-30|4899.0|0|5002.0|0|98.0|0|0.0|100
0|2021-12-01|4945.0|0|5002.0|0|98.0|0|0.0|100
0|2021-12-02|4945.0|0|5049.0|0|98.0|0|0.0|100
0|2021-12-03|4945.0|0|5049.0|0|98.0|0|0.0|100
0|2021-12-04|4989.0|0|5049.0|0|98.0|0|0.0|100
0|2021-12-05|4989.0|0|5049.0|0|98.0|0|0.0|100
0|2021-12-06|5012.0|0|5049.0|0|98.0|0|0.0|100
0|2021-12-07|5012.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-08|5063.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-09|5063.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-10|5103.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-11|5103.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-12|5103.0|0|5116.0|0|98.0|0|0.0|100
0|2021-12-13|5138.0|0|5138.0|0|98.0|0|0.0|100
0|2021-12-14|5138.0|0|5240.0|0|98.0|0|0.0|100
0|2021-12-15|5193.0|0|5240.0|0|98.0|0|0.0|100
0|2021-12-16|5193.0|0|5240.0|0|98.0|0|0.0|100
0|2021-12-17|5251.0|0|5298.0|0|98.0|0|0.0|100
0|2021-12-18|5251.0|0|5298.0|0|98.0|0|0.0|100
0|2021-12-19|5251.0|0|5298.0|0|98.0|0|0.0|100
0|2021-12-20|5286.0|0|5298.0|0|98.0|0|0.0|100
0|2021-12-21|5286.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-22|5353.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-23|5353.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-24|5353.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-25|5353.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-26|5353.0|0|5393.0|0|98.0|0|0.0|100
0|2021-12-27|5430.0|0|5437.0|0|98.0|0|0.0|100
0|2021-12-28|5430.0|0|5437.0|0|98.0|0|0.0|100
0|2021-12-29|5464.0|0|5511.0|0|98.0|0|0.0|100
0|2021-12-30|5464.0|0|5566.0|0|98.0|0|0.0|100
0|2021-12-31|5464.0|0|5566.0|0|98.0|0|0.0|100
0|2022-01-01|5464.0|0|5566.0|0|98.0|0|0.0|100
0|2022-01-02|5464.0|0|5566.0|0|98.0|0|0.0|100
0|2022-01-03|5582.0|0|5582.0|0|98.0|0|0.0|100
0|2022-01-04|5582.0|0|5582.0|0|98.0|0|0.0|100
0|2022-01-05|5710.0|0|5735.0|0|98.0|0|0.0|100
0|2022-01-06|5710.0|0|5735.0|0|98.0|0|0.0|100
0|2022-01-07|5809.0|0|5849.0|0|108.0|0|0.0|100
0|2022-01-08|5809.0|0|5849.0|0|108.0|0|0.0|100
0|2022-01-09|5809.0|0|5849.0|0|108.0|0|0.0|100
0|2022-01-10|5912.0|0|5912.0|0|110.0|0|0.0|100
0|2022-01-11|5912.0|0|6120.0|0|110.0|0|0.0|100
0|2022-01-12|5912.0|0|6120.0|0|110.0|0|0.0|100
0|2022-01-13|5912.0|0|6269.0|0|110.0|0|0.0|100
0|2022-01-14|6231.0|0|6269.0|0|111.0|0|0.0|100
0|2022-01-15|6231.0|0|6269.0|0|111.0|0|0.0|100
0|2022-01-16|6231.0|0|6269.0|0|111.0|0|0.0|100
0|2022-01-17|6231.0|0|0.0|100|111.0|0|0.0|100
