|dates|Queens_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Queens_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Queens_NewYork_UnitedStates.Male_Total_Population.data|Queens_NewYork_UnitedStates.Male_Total_Population.missing|Queens_NewYork_UnitedStates.Female_Total_Population.data|Queens_NewYork_UnitedStates.Female_Total_Population.missing|Queens_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Queens_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-06|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-07|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-08|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-09|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-10|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-11|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-12|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-13|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-14|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-15|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-16|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-17|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-18|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-19|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-20|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-21|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-22|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-23|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-24|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-25|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-26|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-27|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-28|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-29|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-30|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2021-12-31|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-01|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-02|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-03|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-04|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-05|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-06|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-07|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-08|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-09|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-10|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-11|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-12|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-13|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-14|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-15|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-16|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
0|2022-01-17|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
