|dates|Nash_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Nash_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Nash_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Nash_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Nash_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Nash_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Nash_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Nash_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-18|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-19|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-20|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-21|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-22|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-23|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-24|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-25|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-26|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-27|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-28|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-29|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-30|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-10-31|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-01|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-02|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-03|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-04|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-05|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-06|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-07|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-08|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-09|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-10|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-11|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-12|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-13|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-14|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-15|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-16|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-17|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-18|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-19|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-20|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-21|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-22|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-23|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-24|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-25|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-26|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-27|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-28|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-29|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-11-30|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-12-01|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-12-02|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
0|2021-12-03|39693.0|0|2513.0|0|5.954129744586078|0|42206.0|0
