|dates|Carter_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Carter_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Carter_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Carter_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Carter_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Carter_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Carter_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Carter_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4475.0|0|4475.0|0|57.0|0|0.0|100
0|2021-10-18|4497.0|0|4497.0|0|58.0|0|0.0|100
0|2021-10-19|4503.0|0|4503.0|0|58.0|0|0.0|100
0|2021-10-20|4507.0|0|4507.0|0|58.0|0|0.0|100
0|2021-10-21|4514.0|0|4514.0|0|59.0|0|0.0|100
0|2021-10-22|4520.0|0|4520.0|0|59.0|0|0.0|100
0|2021-10-23|4520.0|0|4520.0|0|59.0|0|0.0|100
0|2021-10-24|4520.0|0|4520.0|0|59.0|0|0.0|100
0|2021-10-25|4534.0|0|4534.0|0|59.0|0|0.0|100
0|2021-10-26|4538.0|0|4538.0|0|59.0|0|0.0|100
0|2021-10-27|4548.0|0|4548.0|0|59.0|0|0.0|100
0|2021-10-28|4560.0|0|4560.0|0|59.0|0|0.0|100
0|2021-10-29|4571.0|0|4571.0|0|60.0|0|0.0|100
0|2021-10-30|4571.0|0|4571.0|0|60.0|0|0.0|100
0|2021-10-31|4571.0|0|4571.0|0|60.0|0|0.0|100
0|2021-11-01|4582.0|0|4582.0|0|60.0|0|0.0|100
0|2021-11-02|4588.0|0|4588.0|0|60.0|0|0.0|100
0|2021-11-03|4595.0|0|4595.0|0|60.0|0|0.0|100
0|2021-11-04|4601.0|0|4601.0|0|60.0|0|0.0|100
0|2021-11-05|4603.0|0|4603.0|0|60.0|0|0.0|100
0|2021-11-06|4603.0|0|4603.0|0|60.0|0|0.0|100
0|2021-11-07|4603.0|0|4603.0|0|60.0|0|0.0|100
0|2021-11-08|4616.0|0|4616.0|0|60.0|0|0.0|100
0|2021-11-09|4622.0|0|4622.0|0|61.0|0|0.0|100
0|2021-11-10|4622.0|0|4634.0|0|61.0|0|0.0|100
0|2021-11-11|4634.0|0|4634.0|0|61.0|0|0.0|100
0|2021-11-12|4652.0|0|4652.0|0|61.0|0|0.0|100
0|2021-11-13|4652.0|0|4652.0|0|61.0|0|0.0|100
0|2021-11-14|4652.0|0|4652.0|0|61.0|0|0.0|100
0|2021-11-15|4676.0|0|4676.0|0|62.0|0|0.0|100
0|2021-11-16|4685.0|0|4685.0|0|64.0|0|0.0|100
0|2021-11-17|4706.0|0|4706.0|0|65.0|0|0.0|100
0|2021-11-18|4723.0|0|4723.0|0|66.0|0|0.0|100
0|2021-11-19|4728.0|0|4728.0|0|67.0|0|0.0|100
0|2021-11-20|4728.0|0|4728.0|0|67.0|0|0.0|100
0|2021-11-21|4728.0|0|4728.0|0|67.0|0|0.0|100
0|2021-11-22|4772.0|0|4772.0|0|67.0|0|0.0|100
0|2021-11-23|4786.0|0|4786.0|0|67.0|0|0.0|100
0|2021-11-24|4799.0|0|4799.0|0|67.0|0|0.0|100
0|2021-11-25|4799.0|0|4799.0|0|67.0|0|0.0|100
0|2021-11-26|4799.0|0|4799.0|0|67.0|0|0.0|100
0|2021-11-27|4799.0|0|4799.0|0|67.0|0|0.0|100
0|2021-11-28|4799.0|0|4799.0|0|67.0|0|0.0|100
0|2021-11-29|4848.0|0|4848.0|0|68.0|0|0.0|100
0|2021-11-30|4860.0|0|4860.0|0|68.0|0|0.0|100
0|2021-12-01|4893.0|0|4893.0|0|70.0|0|0.0|100
0|2021-12-02|4893.0|0|4920.0|0|70.0|0|0.0|100
0|2021-12-03|4946.0|0|4946.0|0|70.0|0|0.0|100
0|2021-12-04|4946.0|0|4946.0|0|70.0|0|0.0|100
0|2021-12-05|4946.0|0|4946.0|0|70.0|0|0.0|100
0|2021-12-06|4982.0|0|4982.0|0|71.0|0|0.0|100
0|2021-12-07|4988.0|0|4988.0|0|71.0|0|0.0|100
0|2021-12-08|5007.0|0|5007.0|0|72.0|0|0.0|100
0|2021-12-09|5025.0|0|5025.0|0|72.0|0|0.0|100
0|2021-12-10|5042.0|0|5042.0|0|73.0|0|0.0|100
0|2021-12-11|5042.0|0|5042.0|0|73.0|0|0.0|100
0|2021-12-12|5042.0|0|5042.0|0|73.0|0|0.0|100
0|2021-12-13|5119.0|0|5119.0|0|73.0|0|0.0|100
0|2021-12-14|5119.0|0|5129.0|0|73.0|0|0.0|100
0|2021-12-15|5160.0|0|5160.0|0|73.0|0|0.0|100
0|2021-12-16|5181.0|0|5181.0|0|73.0|0|0.0|100
0|2021-12-17|5205.0|0|5205.0|0|73.0|0|0.0|100
0|2021-12-18|5205.0|0|5205.0|0|73.0|0|0.0|100
0|2021-12-19|5205.0|0|5205.0|0|73.0|0|0.0|100
0|2021-12-20|5274.0|0|5274.0|0|74.0|0|0.0|100
0|2021-12-21|5289.0|0|5289.0|0|74.0|0|0.0|100
0|2021-12-22|5320.0|0|5320.0|0|74.0|0|0.0|100
0|2021-12-23|5320.0|0|5320.0|0|74.0|0|0.0|100
0|2021-12-24|5320.0|0|5320.0|0|74.0|0|0.0|100
0|2021-12-25|5320.0|0|5320.0|0|74.0|0|0.0|100
0|2021-12-26|5320.0|0|5320.0|0|74.0|0|0.0|100
0|2021-12-27|5402.0|0|5402.0|0|76.0|0|0.0|100
0|2021-12-28|5433.0|0|5433.0|0|76.0|0|0.0|100
0|2021-12-29|5484.0|0|5484.0|0|76.0|0|0.0|100
0|2021-12-30|5484.0|0|5484.0|0|76.0|0|0.0|100
0|2021-12-31|5484.0|0|5484.0|0|76.0|0|0.0|100
0|2022-01-01|5484.0|0|5484.0|0|76.0|0|0.0|100
0|2022-01-02|5484.0|0|5484.0|0|76.0|0|0.0|100
0|2022-01-03|5627.0|0|5627.0|0|79.0|0|0.0|100
0|2022-01-04|5649.0|0|5649.0|0|79.0|0|0.0|100
0|2022-01-05|5705.0|0|5705.0|0|79.0|0|0.0|100
0|2022-01-06|5743.0|0|5743.0|0|82.0|0|0.0|100
0|2022-01-07|5806.0|0|5806.0|0|82.0|0|0.0|100
0|2022-01-08|5806.0|0|5806.0|0|82.0|0|0.0|100
0|2022-01-09|5806.0|0|5806.0|0|82.0|0|0.0|100
0|2022-01-10|5888.0|0|5888.0|0|86.0|0|0.0|100
0|2022-01-11|5921.0|0|5921.0|0|86.0|0|0.0|100
0|2022-01-12|5976.0|0|5976.0|0|86.0|0|0.0|100
0|2022-01-13|5976.0|0|6013.0|0|86.0|0|0.0|100
0|2022-01-14|6083.0|0|6083.0|0|86.0|0|0.0|100
0|2022-01-15|6083.0|0|6083.0|0|86.0|0|0.0|100
0|2022-01-16|6083.0|0|6083.0|0|86.0|0|0.0|100
0|2022-01-17|6083.0|0|0.0|100|86.0|0|0.0|100
