|dates|Real_Texas_UnitedStates.JHU_ConfirmedCases.data|Real_Texas_UnitedStates.JHU_ConfirmedCases.missing|Real_Texas_UnitedStates.NYT_ConfirmedCases.data|Real_Texas_UnitedStates.NYT_ConfirmedCases.missing|Real_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Real_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Real_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Real_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|576.0|0|576.0|0|20.0|0|0.0|100
0|2021-12-04|576.0|0|576.0|0|20.0|0|0.0|100
0|2021-12-05|576.0|0|576.0|0|20.0|0|0.0|100
0|2021-12-06|578.0|0|578.0|0|20.0|0|0.0|100
0|2021-12-07|578.0|0|578.0|0|20.0|0|0.0|100
0|2021-12-08|579.0|0|579.0|0|21.0|0|0.0|100
0|2021-12-09|580.0|0|580.0|0|21.0|0|0.0|100
0|2021-12-10|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-11|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-12|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-13|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-14|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-15|584.0|0|584.0|0|21.0|0|0.0|100
0|2021-12-16|585.0|0|585.0|0|21.0|0|0.0|100
0|2021-12-17|585.0|0|585.0|0|21.0|0|0.0|100
0|2021-12-18|586.0|0|586.0|0|21.0|0|0.0|100
0|2021-12-19|586.0|0|586.0|0|21.0|0|0.0|100
0|2021-12-20|586.0|0|586.0|0|21.0|0|0.0|100
0|2021-12-21|587.0|0|587.0|0|21.0|0|0.0|100
0|2021-12-22|589.0|0|589.0|0|21.0|0|0.0|100
0|2021-12-23|589.0|0|589.0|0|21.0|0|0.0|100
0|2021-12-24|589.0|0|589.0|0|21.0|0|0.0|100
0|2021-12-25|589.0|0|589.0|0|21.0|0|0.0|100
0|2021-12-26|589.0|0|589.0|0|21.0|0|0.0|100
0|2021-12-27|590.0|0|590.0|0|21.0|0|0.0|100
0|2021-12-28|593.0|0|593.0|0|21.0|0|0.0|100
0|2021-12-29|593.0|0|593.0|0|21.0|0|0.0|100
0|2021-12-30|593.0|0|593.0|0|21.0|0|0.0|100
0|2021-12-31|593.0|0|593.0|0|21.0|0|0.0|100
0|2022-01-01|593.0|0|593.0|0|21.0|0|0.0|100
0|2022-01-02|593.0|0|593.0|0|21.0|0|0.0|100
0|2022-01-03|596.0|0|596.0|0|21.0|0|0.0|100
0|2022-01-04|601.0|0|601.0|0|21.0|0|0.0|100
0|2022-01-05|602.0|0|602.0|0|21.0|0|0.0|100
0|2022-01-06|604.0|0|604.0|0|21.0|0|0.0|100
0|2022-01-07|607.0|0|607.0|0|21.0|0|0.0|100
0|2022-01-08|607.0|0|607.0|0|21.0|0|0.0|100
0|2022-01-09|613.0|0|613.0|0|21.0|0|0.0|100
0|2022-01-10|615.0|0|615.0|0|21.0|0|0.0|100
0|2022-01-11|615.0|0|615.0|0|21.0|0|0.0|100
0|2022-01-12|620.0|0|620.0|0|21.0|0|0.0|100
0|2022-01-13|620.0|0|624.0|0|21.0|0|0.0|100
0|2022-01-14|624.0|0|647.0|0|21.0|0|0.0|100
0|2022-01-15|655.0|0|655.0|0|21.0|0|0.0|100
0|2022-01-16|662.0|0|662.0|0|21.0|0|0.0|100
0|2022-01-17|673.0|0|0.0|100|21.0|0|0.0|100
