|dates|Burlington_NewJersey_UnitedStates.BLS_EmployedPopulation.data|Burlington_NewJersey_UnitedStates.BLS_EmployedPopulation.missing|Burlington_NewJersey_UnitedStates.BLS_UnemployedPopulation.data|Burlington_NewJersey_UnitedStates.BLS_UnemployedPopulation.missing|Burlington_NewJersey_UnitedStates.BLS_UnemploymentRate.data|Burlington_NewJersey_UnitedStates.BLS_UnemploymentRate.missing|Burlington_NewJersey_UnitedStates.BLS_LaborForcePopulation.data|Burlington_NewJersey_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-19|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-20|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-21|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-22|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-23|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-24|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-25|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-26|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-27|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-28|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-29|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-11-30|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-01|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-02|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-03|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-04|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-05|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-06|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-07|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-08|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-09|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-10|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-11|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-12|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-13|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-14|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-15|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-16|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-17|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-18|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-19|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-20|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-21|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-22|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-23|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-24|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-25|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-26|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-27|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-28|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-29|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-30|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2021-12-31|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-01|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-02|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-03|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-04|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-05|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-06|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-07|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-08|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-09|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-10|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-11|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-12|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-13|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-14|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-15|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-16|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
0|2022-01-17|215372.0|0|12914.0|0|5.656939102704502|0|228286.0|0
