|dates|JimWells_Texas_UnitedStates.JHU_ConfirmedCases.data|JimWells_Texas_UnitedStates.JHU_ConfirmedCases.missing|JimWells_Texas_UnitedStates.NYT_ConfirmedCases.data|JimWells_Texas_UnitedStates.NYT_ConfirmedCases.missing|JimWells_Texas_UnitedStates.JHU_ConfirmedDeaths.data|JimWells_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|JimWells_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|JimWells_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|7361.0|0|7361.0|0|183.0|0|0.0|100
0|2021-12-23|7367.0|0|7367.0|0|183.0|0|0.0|100
0|2021-12-24|7367.0|0|7367.0|0|183.0|0|0.0|100
0|2021-12-25|7367.0|0|7367.0|0|183.0|0|0.0|100
0|2021-12-26|7367.0|0|7367.0|0|183.0|0|0.0|100
0|2021-12-27|7399.0|0|7399.0|0|183.0|0|0.0|100
0|2021-12-28|7409.0|0|7409.0|0|183.0|0|0.0|100
0|2021-12-29|7425.0|0|7425.0|0|183.0|0|0.0|100
0|2021-12-30|7436.0|0|7436.0|0|183.0|0|0.0|100
0|2021-12-31|7436.0|0|7436.0|0|183.0|0|0.0|100
0|2022-01-01|7436.0|0|7436.0|0|183.0|0|0.0|100
0|2022-01-02|7436.0|0|7436.0|0|183.0|0|0.0|100
0|2022-01-03|7595.0|0|7595.0|0|183.0|0|0.0|100
0|2022-01-04|7649.0|0|7649.0|0|183.0|0|0.0|100
0|2022-01-05|7675.0|0|7675.0|0|184.0|0|0.0|100
0|2022-01-06|7714.0|0|7714.0|0|184.0|0|0.0|100
0|2022-01-07|7767.0|0|7767.0|0|184.0|0|0.0|100
0|2022-01-08|7834.0|0|7834.0|0|184.0|0|0.0|100
0|2022-01-09|7887.0|0|7887.0|0|184.0|0|0.0|100
0|2022-01-10|7964.0|0|7964.0|0|184.0|0|0.0|100
0|2022-01-11|8002.0|0|8002.0|0|184.0|0|0.0|100
0|2022-01-12|8060.0|0|8060.0|0|184.0|0|0.0|100
0|2022-01-13|8060.0|0|8191.0|0|184.0|0|0.0|100
0|2022-01-14|8191.0|0|8661.0|0|184.0|0|0.0|100
0|2022-01-15|8759.0|0|8759.0|0|185.0|0|0.0|100
0|2022-01-16|8935.0|0|8935.0|0|185.0|0|0.0|100
0|2022-01-17|8980.0|0|0.0|100|185.0|0|0.0|100
