|dates|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Scioto_Ohio_UnitedStates.NYT_ConfirmedCases.data|Scioto_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Scioto_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|12095.0|0|12095.0|0|180.0|0|0.0|100
0|2021-11-25|12095.0|0|12095.0|0|180.0|0|0.0|100
0|2021-11-26|12134.0|0|12134.0|0|182.0|0|0.0|100
0|2021-11-27|12166.0|0|12166.0|0|182.0|0|0.0|100
0|2021-11-28|12166.0|0|12192.0|0|182.0|0|0.0|100
0|2021-11-29|12235.0|0|12235.0|0|182.0|0|0.0|100
0|2021-11-30|12288.0|0|12288.0|0|184.0|0|0.0|100
0|2021-12-01|12354.0|0|12354.0|0|184.0|0|0.0|100
0|2021-12-02|12416.0|0|12416.0|0|184.0|0|0.0|100
0|2021-12-03|12475.0|0|12475.0|0|188.0|0|0.0|100
0|2021-12-04|12517.0|0|12517.0|0|188.0|0|0.0|100
0|2021-12-05|12556.0|0|12556.0|0|188.0|0|0.0|100
0|2021-12-06|12586.0|0|12586.0|0|188.0|0|0.0|100
0|2021-12-07|12618.0|0|12618.0|0|188.0|0|0.0|100
0|2021-12-08|12670.0|0|12670.0|0|188.0|0|0.0|100
0|2021-12-09|12727.0|0|12727.0|0|188.0|0|0.0|100
0|2021-12-10|12771.0|0|12771.0|0|189.0|0|0.0|100
0|2021-12-11|12833.0|0|12833.0|0|189.0|0|0.0|100
0|2021-12-12|12852.0|0|12852.0|0|189.0|0|0.0|100
0|2021-12-13|12887.0|0|12887.0|0|189.0|0|0.0|100
0|2021-12-14|12887.0|0|12958.0|0|189.0|0|0.0|100
0|2021-12-15|13033.0|0|13033.0|0|190.0|0|0.0|100
0|2021-12-16|13084.0|0|13084.0|0|190.0|0|0.0|100
0|2021-12-17|13154.0|0|13154.0|0|192.0|0|0.0|100
0|2021-12-18|13210.0|0|13210.0|0|192.0|0|0.0|100
0|2021-12-19|13247.0|0|13247.0|0|192.0|0|0.0|100
0|2021-12-20|13280.0|0|13280.0|0|192.0|0|0.0|100
0|2021-12-21|13320.0|0|13320.0|0|192.0|0|0.0|100
0|2021-12-22|13381.0|0|13381.0|0|192.0|0|0.0|100
0|2021-12-23|13446.0|0|13446.0|0|192.0|0|0.0|100
0|2021-12-24|13471.0|0|13471.0|0|194.0|0|0.0|100
0|2021-12-25|13471.0|0|13471.0|0|194.0|0|0.0|100
0|2021-12-26|13549.0|0|13549.0|0|194.0|0|0.0|100
0|2021-12-27|13590.0|0|13590.0|0|194.0|0|0.0|100
0|2021-12-28|13642.0|0|13642.0|0|194.0|0|0.0|100
0|2021-12-29|13741.0|0|13741.0|0|194.0|0|0.0|100
0|2021-12-30|13827.0|0|13827.0|0|194.0|0|0.0|100
0|2021-12-31|13913.0|0|13913.0|0|197.0|0|0.0|100
0|2022-01-01|13913.0|0|13913.0|0|197.0|0|0.0|100
0|2022-01-02|14038.0|0|14038.0|0|197.0|0|0.0|100
0|2022-01-03|14110.0|0|14110.0|0|197.0|0|0.0|100
0|2022-01-04|14226.0|0|14226.0|0|197.0|0|0.0|100
0|2022-01-05|14379.0|0|14379.0|0|197.0|0|0.0|100
0|2022-01-06|14505.0|0|14505.0|0|197.0|0|0.0|100
0|2022-01-07|14645.0|0|14645.0|0|198.0|0|0.0|100
0|2022-01-08|14735.0|0|14735.0|0|198.0|0|0.0|100
0|2022-01-09|14819.0|0|14819.0|0|198.0|0|0.0|100
0|2022-01-10|14906.0|0|14906.0|0|198.0|0|0.0|100
0|2022-01-11|15000.0|0|15000.0|0|198.0|0|0.0|100
0|2022-01-12|15145.0|0|15145.0|0|198.0|0|0.0|100
0|2022-01-13|15145.0|0|15355.0|0|198.0|0|0.0|100
0|2022-01-14|15633.0|0|15633.0|0|203.0|0|0.0|100
0|2022-01-15|16089.0|0|16089.0|0|203.0|0|0.0|100
0|2022-01-16|16333.0|0|16333.0|0|203.0|0|0.0|100
0|2022-01-17|16553.0|0|0.0|100|203.0|0|0.0|100
