|dates|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.NYT_ConfirmedCases.data|Brazoria_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|59077.0|0|59077.0|0|804.0|0|0.0|100
0|2021-10-18|59077.0|0|59077.0|0|804.0|0|0.0|100
0|2021-10-19|59168.0|0|59168.0|0|808.0|0|0.0|100
0|2021-10-20|59168.0|0|59168.0|0|809.0|0|0.0|100
0|2021-10-21|59168.0|0|59168.0|0|814.0|0|0.0|100
0|2021-10-22|59168.0|0|59168.0|0|814.0|0|0.0|100
0|2021-10-23|59168.0|0|59168.0|0|815.0|0|0.0|100
0|2021-10-24|59168.0|0|59168.0|0|815.0|0|0.0|100
0|2021-10-25|59168.0|0|59168.0|0|815.0|0|0.0|100
0|2021-10-26|59168.0|0|59168.0|0|817.0|0|0.0|100
0|2021-10-27|59168.0|0|59168.0|0|821.0|0|0.0|100
0|2021-10-28|59673.0|0|59673.0|0|821.0|0|0.0|100
0|2021-10-29|59705.0|0|59705.0|0|824.0|0|0.0|100
0|2021-10-30|59756.0|0|59756.0|0|824.0|0|0.0|100
0|2021-10-31|59756.0|0|59756.0|0|825.0|0|0.0|100
0|2021-11-01|59756.0|0|59756.0|0|826.0|0|0.0|100
0|2021-11-02|59836.0|0|59836.0|0|828.0|0|0.0|100
0|2021-11-03|59916.0|0|59916.0|0|833.0|0|0.0|100
0|2021-11-04|59947.0|0|59947.0|0|835.0|0|0.0|100
0|2021-11-05|59975.0|0|59975.0|0|835.0|0|0.0|100
0|2021-11-06|59975.0|0|59975.0|0|836.0|0|0.0|100
0|2021-11-07|59975.0|0|59975.0|0|836.0|0|0.0|100
0|2021-11-08|59975.0|0|59975.0|0|836.0|0|0.0|100
0|2021-11-09|60069.0|0|60069.0|0|836.0|0|0.0|100
0|2021-11-10|60069.0|0|60069.0|0|836.0|0|0.0|100
0|2021-11-11|60283.0|0|60283.0|0|841.0|0|0.0|100
0|2021-11-12|60283.0|0|60283.0|0|842.0|0|0.0|100
0|2021-11-13|60314.0|0|60314.0|0|842.0|0|0.0|100
0|2021-11-14|60314.0|0|60314.0|0|843.0|0|0.0|100
0|2021-11-15|60314.0|0|60314.0|0|843.0|0|0.0|100
0|2021-11-16|60314.0|0|60314.0|0|845.0|0|0.0|100
0|2021-11-17|60498.0|0|60498.0|0|845.0|0|0.0|100
0|2021-11-18|60525.0|0|60525.0|0|846.0|0|0.0|100
0|2021-11-19|60525.0|0|60525.0|0|848.0|0|0.0|100
0|2021-11-20|60623.0|0|60623.0|0|850.0|0|0.0|100
0|2021-11-21|60623.0|0|60623.0|0|850.0|0|0.0|100
0|2021-11-22|60623.0|0|60623.0|0|850.0|0|0.0|100
0|2021-11-23|60675.0|0|60675.0|0|850.0|0|0.0|100
0|2021-11-24|60754.0|0|60754.0|0|851.0|0|0.0|100
0|2021-11-25|60754.0|0|60754.0|0|851.0|0|0.0|100
0|2021-11-26|60754.0|0|60754.0|0|851.0|0|0.0|100
0|2021-11-27|60754.0|0|60754.0|0|851.0|0|0.0|100
0|2021-11-28|60754.0|0|60754.0|0|851.0|0|0.0|100
0|2021-11-29|60811.0|0|60811.0|0|851.0|0|0.0|100
0|2021-11-30|60840.0|0|60840.0|0|854.0|0|0.0|100
0|2021-12-01|60881.0|0|60881.0|0|855.0|0|0.0|100
0|2021-12-02|60904.0|0|60904.0|0|855.0|0|0.0|100
0|2021-12-03|60946.0|0|60946.0|0|855.0|0|0.0|100
0|2021-12-04|60946.0|0|60969.0|0|855.0|0|0.0|100
0|2021-12-05|60990.0|0|60990.0|0|855.0|0|0.0|100
0|2021-12-06|61022.0|0|61022.0|0|855.0|0|0.0|100
0|2021-12-07|61050.0|0|61050.0|0|856.0|0|0.0|100
0|2021-12-08|61071.0|0|61071.0|0|857.0|0|0.0|100
0|2021-12-09|61099.0|0|61099.0|0|858.0|0|0.0|100
0|2021-12-10|61377.0|0|61377.0|0|859.0|0|0.0|100
0|2021-12-11|61440.0|0|61440.0|0|860.0|0|0.0|100
0|2021-12-12|61491.0|0|61491.0|0|860.0|0|0.0|100
0|2021-12-13|61572.0|0|61572.0|0|860.0|0|0.0|100
0|2021-12-14|61572.0|0|61656.0|0|860.0|0|0.0|100
0|2021-12-15|61781.0|0|61781.0|0|862.0|0|0.0|100
0|2021-12-16|61928.0|0|61928.0|0|862.0|0|0.0|100
0|2021-12-17|61928.0|0|62063.0|0|863.0|0|0.0|100
0|2021-12-18|62296.0|0|62296.0|0|864.0|0|0.0|100
0|2021-12-19|62506.0|0|62506.0|0|864.0|0|0.0|100
0|2021-12-20|62784.0|0|62784.0|0|864.0|0|0.0|100
0|2021-12-21|63034.0|0|63034.0|0|864.0|0|0.0|100
0|2021-12-22|63367.0|0|63367.0|0|864.0|0|0.0|100
0|2021-12-23|63732.0|0|63732.0|0|864.0|0|0.0|100
0|2021-12-24|63732.0|0|63732.0|0|864.0|0|0.0|100
0|2021-12-25|63732.0|0|63732.0|0|864.0|0|0.0|100
0|2021-12-26|63732.0|0|63732.0|0|864.0|0|0.0|100
0|2021-12-27|65461.0|0|65461.0|0|867.0|0|0.0|100
0|2021-12-28|65461.0|0|65767.0|0|867.0|0|0.0|100
0|2021-12-29|66279.0|0|66279.0|0|867.0|0|0.0|100
0|2021-12-30|66632.0|0|66632.0|0|869.0|0|0.0|100
0|2021-12-31|66632.0|0|66632.0|0|869.0|0|0.0|100
0|2022-01-01|66632.0|0|66632.0|0|869.0|0|0.0|100
0|2022-01-02|66632.0|0|66632.0|0|869.0|0|0.0|100
0|2022-01-03|70498.0|0|70498.0|0|873.0|0|0.0|100
