|dates|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.NYT_ConfirmedCases.data|Brazoria_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|71557.0|0|71557.0|0|876.0|0|0.0|100
0|2022-01-05|72536.0|0|72536.0|0|876.0|0|0.0|100
0|2022-01-06|72536.0|0|73137.0|0|877.0|0|0.0|100
0|2022-01-07|74024.0|0|74024.0|0|877.0|0|0.0|100
0|2022-01-08|74632.0|0|74632.0|0|878.0|0|0.0|100
0|2022-01-09|75208.0|0|75208.0|0|878.0|0|0.0|100
0|2022-01-10|75794.0|0|75794.0|0|878.0|0|0.0|100
0|2022-01-11|76502.0|0|76502.0|0|878.0|0|0.0|100
0|2022-01-12|77408.0|0|77408.0|0|878.0|0|0.0|100
0|2022-01-13|77408.0|0|78402.0|0|878.0|0|0.0|100
0|2022-01-14|78402.0|0|80488.0|0|879.0|0|0.0|100
0|2022-01-15|81248.0|0|81248.0|0|881.0|0|0.0|100
0|2022-01-16|81914.0|0|81914.0|0|882.0|0|0.0|100
0|2022-01-17|82610.0|0|0.0|100|882.0|0|0.0|100
