|dates|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Colorado_UnitedStates.NYT_ConfirmedCases.data|Morgan_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|3970.0|0|3970.0|0|108.0|0|0.0|100
0|2021-11-30|3986.0|0|3986.0|0|109.0|0|0.0|100
0|2021-12-01|3986.0|0|3993.0|0|109.0|0|0.0|100
0|2021-12-02|4013.0|0|4013.0|0|115.0|0|0.0|100
0|2021-12-03|4026.0|0|4020.0|0|115.0|0|0.0|100
0|2021-12-04|4026.0|0|4026.0|0|115.0|0|0.0|100
0|2021-12-05|4026.0|0|4026.0|0|115.0|0|0.0|100
0|2021-12-06|4038.0|0|4038.0|0|117.0|0|0.0|100
0|2021-12-07|4064.0|0|4064.0|0|118.0|0|0.0|100
0|2021-12-08|4078.0|0|4078.0|0|119.0|0|0.0|100
0|2021-12-09|4094.0|0|4094.0|0|119.0|0|0.0|100
0|2021-12-10|4103.0|0|4103.0|0|119.0|0|0.0|100
0|2021-12-11|4103.0|0|4103.0|0|119.0|0|0.0|100
0|2021-12-12|4103.0|0|4103.0|0|119.0|0|0.0|100
0|2021-12-13|4120.0|0|4120.0|0|119.0|0|0.0|100
0|2021-12-14|4120.0|0|4126.0|0|119.0|0|0.0|100
0|2021-12-15|4134.0|0|4134.0|0|121.0|0|0.0|100
0|2021-12-16|4142.0|0|4142.0|0|121.0|0|0.0|100
0|2021-12-17|4152.0|0|4152.0|0|121.0|0|0.0|100
0|2021-12-18|4152.0|0|4152.0|0|121.0|0|0.0|100
0|2021-12-19|4152.0|0|4152.0|0|121.0|0|0.0|100
0|2021-12-20|4167.0|0|4167.0|0|122.0|0|0.0|100
0|2021-12-21|4170.0|0|4170.0|0|123.0|0|0.0|100
0|2021-12-22|4172.0|0|4172.0|0|123.0|0|0.0|100
0|2021-12-23|4177.0|0|4177.0|0|123.0|0|0.0|100
0|2021-12-24|4183.0|0|4183.0|0|125.0|0|0.0|100
0|2021-12-25|4183.0|0|4183.0|0|125.0|0|0.0|100
0|2021-12-26|4183.0|0|4183.0|0|125.0|0|0.0|100
0|2021-12-27|4201.0|0|4201.0|0|125.0|0|0.0|100
0|2021-12-28|4208.0|0|4208.0|0|125.0|0|0.0|100
0|2021-12-29|4221.0|0|4221.0|0|125.0|0|0.0|100
0|2021-12-30|4242.0|0|4242.0|0|125.0|0|0.0|100
0|2021-12-31|4253.0|0|4253.0|0|125.0|0|0.0|100
0|2022-01-01|4253.0|0|4253.0|0|125.0|0|0.0|100
0|2022-01-02|4253.0|0|4253.0|0|125.0|0|0.0|100
0|2022-01-03|4302.0|0|4302.0|0|125.0|0|0.0|100
0|2022-01-04|4318.0|0|4318.0|0|125.0|0|0.0|100
0|2022-01-05|4333.0|0|4333.0|0|126.0|0|0.0|100
0|2022-01-06|4345.0|0|4345.0|0|126.0|0|0.0|100
0|2022-01-07|4360.0|0|4360.0|0|127.0|0|0.0|100
0|2022-01-08|4360.0|0|4360.0|0|127.0|0|0.0|100
0|2022-01-09|4360.0|0|4360.0|0|127.0|0|0.0|100
0|2022-01-10|4472.0|0|4472.0|0|127.0|0|0.0|100
0|2022-01-11|4506.0|0|4506.0|0|127.0|0|0.0|100
0|2022-01-12|4539.0|0|4539.0|0|127.0|0|0.0|100
0|2022-01-13|4539.0|0|4632.0|0|127.0|0|0.0|100
0|2022-01-14|4675.0|0|4654.0|0|128.0|0|0.0|100
0|2022-01-15|4675.0|0|4675.0|0|128.0|0|0.0|100
0|2022-01-16|4675.0|0|4675.0|0|128.0|0|0.0|100
0|2022-01-17|4813.0|0|0.0|100|128.0|0|0.0|100
