|dates|Comanche_Texas_UnitedStates.JHU_ConfirmedCases.data|Comanche_Texas_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Texas_UnitedStates.NYT_ConfirmedCases.data|Comanche_Texas_UnitedStates.NYT_ConfirmedCases.missing|Comanche_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2135.0|0|2135.0|0|63.0|0|0.0|100
0|2021-10-18|2135.0|0|2135.0|0|64.0|0|0.0|100
0|2021-10-19|2145.0|0|2145.0|0|64.0|0|0.0|100
0|2021-10-20|2160.0|0|2160.0|0|64.0|0|0.0|100
0|2021-10-21|2161.0|0|2161.0|0|64.0|0|0.0|100
0|2021-10-22|2163.0|0|2163.0|0|64.0|0|0.0|100
0|2021-10-23|2182.0|0|2182.0|0|64.0|0|0.0|100
0|2021-10-24|2182.0|0|2182.0|0|64.0|0|0.0|100
0|2021-10-25|2182.0|0|2182.0|0|64.0|0|0.0|100
0|2021-10-26|2187.0|0|2187.0|0|64.0|0|0.0|100
0|2021-10-27|2189.0|0|2189.0|0|64.0|0|0.0|100
0|2021-10-28|2190.0|0|2190.0|0|64.0|0|0.0|100
0|2021-10-29|2190.0|0|2190.0|0|64.0|0|0.0|100
0|2021-10-30|2218.0|0|2218.0|0|64.0|0|0.0|100
0|2021-10-31|2218.0|0|2218.0|0|64.0|0|0.0|100
0|2021-11-01|2218.0|0|2218.0|0|64.0|0|0.0|100
0|2021-11-02|2234.0|0|2234.0|0|64.0|0|0.0|100
0|2021-11-03|2235.0|0|2235.0|0|64.0|0|0.0|100
0|2021-11-04|2281.0|0|2281.0|0|64.0|0|0.0|100
0|2021-11-05|2292.0|0|2292.0|0|64.0|0|0.0|100
0|2021-11-06|2300.0|0|2300.0|0|64.0|0|0.0|100
0|2021-11-07|2300.0|0|2300.0|0|65.0|0|0.0|100
0|2021-11-08|2300.0|0|2300.0|0|65.0|0|0.0|100
0|2021-11-09|2319.0|0|2319.0|0|65.0|0|0.0|100
0|2021-11-10|2319.0|0|2319.0|0|65.0|0|0.0|100
0|2021-11-11|2329.0|0|2329.0|0|65.0|0|0.0|100
0|2021-11-12|2329.0|0|2329.0|0|66.0|0|0.0|100
0|2021-11-13|2330.0|0|2330.0|0|66.0|0|0.0|100
0|2021-11-14|2330.0|0|2330.0|0|66.0|0|0.0|100
0|2021-11-15|2330.0|0|2330.0|0|66.0|0|0.0|100
0|2021-11-16|2332.0|0|2332.0|0|66.0|0|0.0|100
0|2021-11-17|2332.0|0|2332.0|0|66.0|0|0.0|100
0|2021-11-18|2332.0|0|2332.0|0|66.0|0|0.0|100
0|2021-11-19|2332.0|0|2332.0|0|66.0|0|0.0|100
0|2021-11-20|2333.0|0|2333.0|0|66.0|0|0.0|100
0|2021-11-21|2333.0|0|2333.0|0|66.0|0|0.0|100
0|2021-11-22|2333.0|0|2333.0|0|66.0|0|0.0|100
0|2021-11-23|2336.0|0|2336.0|0|66.0|0|0.0|100
0|2021-11-24|2360.0|0|2360.0|0|66.0|0|0.0|100
0|2021-11-25|2360.0|0|2360.0|0|66.0|0|0.0|100
0|2021-11-26|2360.0|0|2360.0|0|66.0|0|0.0|100
0|2021-11-27|2360.0|0|2360.0|0|66.0|0|0.0|100
0|2021-11-28|2360.0|0|2360.0|0|66.0|0|0.0|100
0|2021-11-29|2368.0|0|2368.0|0|66.0|0|0.0|100
0|2021-11-30|2374.0|0|2374.0|0|66.0|0|0.0|100
0|2021-12-01|2375.0|0|2375.0|0|66.0|0|0.0|100
0|2021-12-02|2376.0|0|2376.0|0|66.0|0|0.0|100
0|2021-12-03|2378.0|0|2378.0|0|66.0|0|0.0|100
0|2021-12-04|2380.0|0|2380.0|0|66.0|0|0.0|100
0|2021-12-05|2380.0|0|2380.0|0|66.0|0|0.0|100
0|2021-12-06|2381.0|0|2381.0|0|66.0|0|0.0|100
0|2021-12-07|2381.0|0|2381.0|0|66.0|0|0.0|100
0|2021-12-08|2382.0|0|2382.0|0|66.0|0|0.0|100
0|2021-12-09|2382.0|0|2382.0|0|66.0|0|0.0|100
0|2021-12-10|2388.0|0|2388.0|0|66.0|0|0.0|100
