|dates|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Goodhue_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Goodhue_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|7023.0|0|7023.0|0|91.0|0|0.0|100
0|2021-11-12|7094.0|0|7094.0|0|91.0|0|0.0|100
0|2021-11-13|7094.0|0|7094.0|0|91.0|0|0.0|100
0|2021-11-14|7094.0|0|7094.0|0|91.0|0|0.0|100
0|2021-11-15|7174.0|0|7174.0|0|91.0|0|0.0|100
0|2021-11-16|7359.0|0|7359.0|0|93.0|0|0.0|100
0|2021-11-17|7398.0|0|7398.0|0|93.0|0|0.0|100
0|2021-11-18|7448.0|0|7448.0|0|93.0|0|0.0|100
0|2021-11-19|7535.0|0|7535.0|0|93.0|0|0.0|100
0|2021-11-20|7535.0|0|7535.0|0|93.0|0|0.0|100
0|2021-11-21|7535.0|0|7535.0|0|93.0|0|0.0|100
0|2021-11-22|7599.0|0|7599.0|0|93.0|0|0.0|100
0|2021-11-23|7774.0|0|7774.0|0|95.0|0|0.0|100
0|2021-11-24|7814.0|0|7814.0|0|95.0|0|0.0|100
0|2021-11-25|7814.0|0|7814.0|0|95.0|0|0.0|100
0|2021-11-26|7865.0|0|7865.0|0|96.0|0|0.0|100
0|2021-11-27|7865.0|0|7865.0|0|96.0|0|0.0|100
0|2021-11-28|7865.0|0|7865.0|0|96.0|0|0.0|100
0|2021-11-29|7917.0|0|7917.0|0|97.0|0|0.0|100
0|2021-11-30|8055.0|0|8055.0|0|97.0|0|0.0|100
0|2021-12-01|8117.0|0|8117.0|0|98.0|0|0.0|100
0|2021-12-02|8168.0|0|8168.0|0|99.0|0|0.0|100
0|2021-12-03|8226.0|0|8226.0|0|99.0|0|0.0|100
0|2021-12-04|8226.0|0|8226.0|0|99.0|0|0.0|100
0|2021-12-05|8226.0|0|8226.0|0|99.0|0|0.0|100
0|2021-12-06|8295.0|0|8295.0|0|99.0|0|0.0|100
0|2021-12-07|8443.0|0|8443.0|0|99.0|0|0.0|100
0|2021-12-08|8477.0|0|8477.0|0|101.0|0|0.0|100
0|2021-12-09|8519.0|0|8519.0|0|101.0|0|0.0|100
0|2021-12-10|8571.0|0|8571.0|0|101.0|0|0.0|100
0|2021-12-11|8571.0|0|8571.0|0|101.0|0|0.0|100
0|2021-12-12|8571.0|0|8571.0|0|101.0|0|0.0|100
0|2021-12-13|8633.0|0|8633.0|0|101.0|0|0.0|100
0|2021-12-14|8633.0|0|8718.0|0|101.0|0|0.0|100
0|2021-12-15|8745.0|0|8745.0|0|105.0|0|0.0|100
0|2021-12-16|8800.0|0|8800.0|0|106.0|0|0.0|100
0|2021-12-17|8843.0|0|8843.0|0|106.0|0|0.0|100
0|2021-12-18|8843.0|0|8843.0|0|106.0|0|0.0|100
0|2021-12-19|8843.0|0|8843.0|0|106.0|0|0.0|100
0|2021-12-20|8889.0|0|8889.0|0|106.0|0|0.0|100
0|2021-12-21|8983.0|0|8983.0|0|106.0|0|0.0|100
0|2021-12-22|9001.0|0|9001.0|0|106.0|0|0.0|100
0|2021-12-23|9042.0|0|9042.0|0|106.0|0|0.0|100
0|2021-12-24|9042.0|0|9042.0|0|106.0|0|0.0|100
0|2021-12-25|9042.0|0|9042.0|0|106.0|0|0.0|100
0|2021-12-26|9042.0|0|9042.0|0|106.0|0|0.0|100
0|2021-12-27|9066.0|0|9066.0|0|106.0|0|0.0|100
0|2021-12-28|9172.0|0|9172.0|0|107.0|0|0.0|100
0|2021-12-29|9194.0|0|9194.0|0|107.0|0|0.0|100
0|2021-12-30|9243.0|0|9243.0|0|109.0|0|0.0|100
0|2021-12-31|9243.0|0|9243.0|0|109.0|0|0.0|100
0|2022-01-01|9243.0|0|9243.0|0|109.0|0|0.0|100
0|2022-01-02|9243.0|0|9243.0|0|109.0|0|0.0|100
0|2022-01-03|9303.0|0|9303.0|0|109.0|0|0.0|100
0|2022-01-04|9411.0|0|9411.0|0|110.0|0|0.0|100
0|2022-01-05|9443.0|0|9443.0|0|110.0|0|0.0|100
0|2022-01-06|9488.0|0|9488.0|0|111.0|0|0.0|100
0|2022-01-07|9543.0|0|9543.0|0|111.0|0|0.0|100
0|2022-01-08|9543.0|0|9543.0|0|111.0|0|0.0|100
0|2022-01-09|9543.0|0|9543.0|0|111.0|0|0.0|100
0|2022-01-10|9618.0|0|9618.0|0|112.0|0|0.0|100
0|2022-01-11|9808.0|0|9808.0|0|112.0|0|0.0|100
0|2022-01-12|9916.0|0|9916.0|0|112.0|0|0.0|100
0|2022-01-13|9916.0|0|10004.0|0|112.0|0|0.0|100
0|2022-01-14|10125.0|0|10125.0|0|112.0|0|0.0|100
0|2022-01-15|10125.0|0|10125.0|0|112.0|0|0.0|100
0|2022-01-16|10125.0|0|10125.0|0|112.0|0|0.0|100
0|2022-01-17|10125.0|0|0.0|100|112.0|0|0.0|100
