|dates|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.data|Bexar_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bexar_Texas_UnitedStates.NYT_ConfirmedCases.data|Bexar_Texas_UnitedStates.NYT_ConfirmedCases.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bexar_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bexar_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|317916.0|0|316907.0|0|4981.0|0|0.0|100
0|2021-10-18|318126.0|0|318138.0|0|4976.0|0|0.0|100
0|2021-10-19|318387.0|0|318399.0|0|4988.0|0|0.0|100
0|2021-10-20|318735.0|0|318747.0|0|5010.0|0|0.0|100
0|2021-10-21|318949.0|0|318961.0|0|5026.0|0|0.0|100
0|2021-10-22|319158.0|0|319170.0|0|5042.0|0|0.0|100
0|2021-10-23|319158.0|0|319170.0|0|5064.0|0|0.0|100
0|2021-10-24|319158.0|0|319170.0|0|5070.0|0|0.0|100
0|2021-10-25|320459.0|0|320471.0|0|5072.0|0|0.0|100
0|2021-10-26|320614.0|0|320471.0|0|5082.0|0|0.0|100
0|2021-10-27|320838.0|0|320626.0|0|5095.0|0|0.0|100
0|2021-10-28|321013.0|0|321025.0|0|5107.0|0|0.0|100
0|2021-10-29|321186.0|0|321198.0|0|5125.0|0|0.0|100
0|2021-10-30|321186.0|0|321198.0|0|5129.0|0|0.0|100
0|2021-10-31|321186.0|0|321198.0|0|5131.0|0|0.0|100
0|2021-11-01|321872.0|0|321884.0|0|5131.0|0|0.0|100
0|2021-11-02|322027.0|0|321884.0|0|5133.0|0|0.0|100
0|2021-11-03|322145.0|0|322157.0|0|5139.0|0|0.0|100
0|2021-11-04|322315.0|0|322327.0|0|5146.0|0|0.0|100
0|2021-11-05|322454.0|0|322466.0|0|5151.0|0|0.0|100
0|2021-11-06|322454.0|0|322466.0|0|5162.0|0|0.0|100
0|2021-11-07|322454.0|0|322466.0|0|5164.0|0|0.0|100
0|2021-11-08|323238.0|0|322466.0|0|5165.0|0|0.0|100
0|2021-11-09|323422.0|0|323434.0|0|5175.0|0|0.0|100
0|2021-11-10|323637.0|0|323649.0|0|5175.0|0|0.0|100
0|2021-11-11|323637.0|0|323649.0|0|5196.0|0|0.0|100
0|2021-11-12|324010.0|0|324022.0|0|5218.0|0|0.0|100
0|2021-11-13|324010.0|0|324022.0|0|5221.0|0|0.0|100
0|2021-11-14|324010.0|0|324022.0|0|5222.0|0|0.0|100
0|2021-11-15|324826.0|0|324838.0|0|5222.0|0|0.0|100
0|2021-11-16|325094.0|0|325106.0|0|5228.0|0|0.0|100
0|2021-11-17|325320.0|0|325332.0|0|5233.0|0|0.0|100
0|2021-11-18|325477.0|0|325489.0|0|5244.0|0|0.0|100
0|2021-11-19|325490.0|0|325502.0|0|5248.0|0|0.0|100
0|2021-11-20|325490.0|0|325502.0|0|5253.0|0|0.0|100
0|2021-11-21|325490.0|0|325502.0|0|5254.0|0|0.0|100
0|2021-11-22|326135.0|0|326147.0|0|5254.0|0|0.0|100
0|2021-11-23|326423.0|0|326435.0|0|5257.0|0|0.0|100
0|2021-11-24|326558.0|0|326570.0|0|5263.0|0|0.0|100
0|2021-11-25|326558.0|0|326570.0|0|5263.0|0|0.0|100
0|2021-11-26|326558.0|0|326570.0|0|5263.0|0|0.0|100
0|2021-11-27|326558.0|0|326570.0|0|5263.0|0|0.0|100
0|2021-11-28|326558.0|0|326570.0|0|5263.0|0|0.0|100
0|2021-11-29|327394.0|0|327406.0|0|5269.0|0|0.0|100
0|2021-11-30|327592.0|0|327604.0|0|5273.0|0|0.0|100
0|2021-12-01|327782.0|0|327794.0|0|5274.0|0|0.0|100
0|2021-12-02|328032.0|0|328044.0|0|5277.0|0|0.0|100
0|2021-12-03|328274.0|0|328286.0|0|5279.0|0|0.0|100
0|2021-12-04|328274.0|0|328286.0|0|5282.0|0|0.0|100
0|2021-12-05|328274.0|0|328286.0|0|5282.0|0|0.0|100
0|2021-12-06|329124.0|0|329136.0|0|5282.0|0|0.0|100
0|2021-12-07|329478.0|0|329490.0|0|5286.0|0|0.0|100
0|2021-12-08|329711.0|0|329723.0|0|5288.0|0|0.0|100
0|2021-12-09|329978.0|0|329990.0|0|5293.0|0|0.0|100
0|2021-12-10|330287.0|0|330299.0|0|5299.0|0|0.0|100
0|2021-12-11|330618.0|0|330630.0|0|5299.0|0|0.0|100
0|2021-12-12|330779.0|0|330791.0|0|5299.0|0|0.0|100
0|2021-12-13|331059.0|0|331071.0|0|5299.0|0|0.0|100
0|2021-12-14|331059.0|0|331322.0|0|5299.0|0|0.0|100
0|2021-12-15|331553.0|0|331565.0|0|5303.0|0|0.0|100
0|2021-12-16|331834.0|0|331846.0|0|5306.0|0|0.0|100
0|2021-12-17|332118.0|0|332130.0|0|5308.0|0|0.0|100
0|2021-12-18|332433.0|0|332445.0|0|5312.0|0|0.0|100
0|2021-12-19|332799.0|0|332811.0|0|5312.0|0|0.0|100
0|2021-12-20|333248.0|0|333260.0|0|5314.0|0|0.0|100
0|2021-12-21|333795.0|0|333807.0|0|5316.0|0|0.0|100
0|2021-12-22|334204.0|0|334216.0|0|5318.0|0|0.0|100
0|2021-12-23|334622.0|0|334634.0|0|5324.0|0|0.0|100
0|2021-12-24|334622.0|0|334634.0|0|5324.0|0|0.0|100
0|2021-12-25|334622.0|0|334634.0|0|5324.0|0|0.0|100
0|2021-12-26|334622.0|0|334634.0|0|5324.0|0|0.0|100
0|2021-12-27|337645.0|0|337657.0|0|5334.0|0|0.0|100
0|2021-12-28|337645.0|0|338678.0|0|5337.0|0|0.0|100
0|2021-12-29|339143.0|0|339155.0|0|5339.0|0|0.0|100
0|2021-12-30|339887.0|0|339899.0|0|5339.0|0|0.0|100
0|2021-12-31|339887.0|0|339899.0|0|5341.0|0|0.0|100
0|2022-01-01|339887.0|0|339899.0|0|5341.0|0|0.0|100
0|2022-01-02|339887.0|0|339899.0|0|5341.0|0|0.0|100
0|2022-01-03|353333.0|0|353345.0|0|5348.0|0|0.0|100
0|2022-01-04|358217.0|0|358229.0|0|5348.0|0|0.0|100
0|2022-01-05|361426.0|0|361438.0|0|5356.0|0|0.0|100
0|2022-01-06|364040.0|0|364052.0|0|5363.0|0|0.0|100
0|2022-01-07|368885.0|0|368897.0|0|5370.0|0|0.0|100
0|2022-01-08|373781.0|0|373793.0|0|5381.0|0|0.0|100
0|2022-01-09|377644.0|0|377656.0|0|5381.0|0|0.0|100
0|2022-01-10|382071.0|0|382083.0|0|5381.0|0|0.0|100
0|2022-01-11|387048.0|0|387060.0|0|5389.0|0|0.0|100
0|2022-01-12|395881.0|0|395893.0|0|5392.0|0|0.0|100
0|2022-01-13|395881.0|0|402353.0|0|5392.0|0|0.0|100
0|2022-01-14|402341.0|0|411317.0|0|5396.0|0|0.0|100
0|2022-01-15|419505.0|0|419517.0|0|5408.0|0|0.0|100
0|2022-01-16|423965.0|0|423977.0|0|5409.0|0|0.0|100
0|2022-01-17|433417.0|0|0.0|100|5409.0|0|0.0|100
