|dates|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.data|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hendry_Florida_UnitedStates.NYT_ConfirmedCases.data|Hendry_Florida_UnitedStates.NYT_ConfirmedCases.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7933.0|0|7916.0|0|87.0|0|0.0|100
0|2021-10-18|7933.0|0|7916.0|0|87.0|0|0.0|100
0|2021-10-19|7933.0|0|7916.0|0|87.0|0|0.0|100
0|2021-10-20|7933.0|0|7916.0|0|87.0|0|0.0|100
0|2021-10-21|7933.0|0|7916.0|0|87.0|0|0.0|100
0|2021-10-22|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-23|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-24|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-25|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-26|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-27|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-28|7964.0|0|7947.0|0|87.0|0|0.0|100
0|2021-10-29|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-10-30|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-10-31|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-11-01|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-11-02|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-11-03|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-11-04|7994.0|0|7977.0|0|87.0|0|0.0|100
0|2021-11-05|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-06|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-07|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-08|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-09|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-10|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-11|8002.0|0|7985.0|0|87.0|0|0.0|100
0|2021-11-12|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-13|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-14|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-15|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-16|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-17|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-18|8013.0|0|7996.0|0|87.0|0|0.0|100
0|2021-11-19|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-20|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-21|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-22|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-23|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-24|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-25|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-26|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-27|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-28|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-29|8028.0|0|8011.0|0|87.0|0|0.0|100
0|2021-11-30|8040.0|0|8023.0|0|87.0|0|0.0|100
0|2021-12-01|8040.0|0|8023.0|0|87.0|0|0.0|100
0|2021-12-02|8040.0|0|8023.0|0|87.0|0|0.0|100
0|2021-12-03|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-04|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-05|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-06|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-07|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-08|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-09|8044.0|0|8027.0|0|87.0|0|0.0|100
0|2021-12-10|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-11|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-12|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-13|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-14|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-15|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-16|8059.0|0|8042.0|0|87.0|0|0.0|100
0|2021-12-17|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-18|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-19|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-20|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-21|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-22|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-23|8075.0|0|8058.0|0|87.0|0|0.0|100
0|2021-12-24|8075.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-25|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-26|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-27|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-28|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-29|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-30|8139.0|0|8122.0|0|87.0|0|0.0|100
0|2021-12-31|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-01|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-02|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-03|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-04|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-05|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-06|8469.0|0|8452.0|0|87.0|0|0.0|100
0|2022-01-07|9154.0|0|9137.0|0|87.0|0|0.0|100
0|2022-01-08|9154.0|0|9137.0|0|87.0|0|0.0|100
0|2022-01-09|9154.0|0|9137.0|0|87.0|0|0.0|100
0|2022-01-10|9154.0|0|9137.0|0|87.0|0|0.0|100
0|2022-01-11|9154.0|0|9137.0|0|87.0|0|0.0|100
0|2022-01-12|9154.0|0|9137.0|0|145.0|0|0.0|100
0|2022-01-13|9154.0|0|9137.0|0|145.0|0|0.0|100
0|2022-01-14|9154.0|0|9980.0|0|145.0|0|0.0|100
0|2022-01-15|9997.0|0|9980.0|0|145.0|0|0.0|100
0|2022-01-16|9997.0|0|9980.0|0|145.0|0|0.0|100
0|2022-01-17|9997.0|0|0.0|100|145.0|0|0.0|100
