|dates|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|1410.0|0|1436.0|0|26.0|0|0.0|100
0|2021-12-15|1439.0|0|1439.0|0|26.0|0|0.0|100
0|2021-12-16|1440.0|0|1440.0|0|26.0|0|0.0|100
0|2021-12-17|1445.0|0|1445.0|0|26.0|0|0.0|100
0|2021-12-18|1445.0|0|1445.0|0|26.0|0|0.0|100
0|2021-12-19|1445.0|0|1445.0|0|26.0|0|0.0|100
0|2021-12-20|1447.0|0|1447.0|0|26.0|0|0.0|100
0|2021-12-21|1456.0|0|1456.0|0|26.0|0|0.0|100
0|2021-12-22|1458.0|0|1458.0|0|26.0|0|0.0|100
0|2021-12-23|1459.0|0|1459.0|0|26.0|0|0.0|100
0|2021-12-24|1459.0|0|1459.0|0|26.0|0|0.0|100
0|2021-12-25|1459.0|0|1459.0|0|26.0|0|0.0|100
0|2021-12-26|1459.0|0|1459.0|0|26.0|0|0.0|100
0|2021-12-27|1463.0|0|1463.0|0|26.0|0|0.0|100
0|2021-12-28|1473.0|0|1473.0|0|26.0|0|0.0|100
0|2021-12-29|1474.0|0|1474.0|0|26.0|0|0.0|100
0|2021-12-30|1475.0|0|1475.0|0|26.0|0|0.0|100
0|2021-12-31|1475.0|0|1475.0|0|26.0|0|0.0|100
0|2022-01-01|1475.0|0|1475.0|0|26.0|0|0.0|100
0|2022-01-02|1475.0|0|1475.0|0|26.0|0|0.0|100
0|2022-01-03|1477.0|0|1477.0|0|26.0|0|0.0|100
0|2022-01-04|1488.0|0|1488.0|0|26.0|0|0.0|100
0|2022-01-05|1494.0|0|1494.0|0|26.0|0|0.0|100
0|2022-01-06|1494.0|0|1494.0|0|26.0|0|0.0|100
0|2022-01-07|1496.0|0|1496.0|0|26.0|0|0.0|100
0|2022-01-08|1496.0|0|1496.0|0|26.0|0|0.0|100
0|2022-01-09|1496.0|0|1496.0|0|26.0|0|0.0|100
0|2022-01-10|1511.0|0|1511.0|0|26.0|0|0.0|100
0|2022-01-11|1538.0|0|1538.0|0|26.0|0|0.0|100
0|2022-01-12|1541.0|0|1541.0|0|26.0|0|0.0|100
0|2022-01-13|1541.0|0|1555.0|0|26.0|0|0.0|100
0|2022-01-14|1570.0|0|1570.0|0|26.0|0|0.0|100
0|2022-01-15|1570.0|0|1570.0|0|26.0|0|0.0|100
0|2022-01-16|1570.0|0|1570.0|0|26.0|0|0.0|100
0|2022-01-17|1570.0|0|0.0|100|26.0|0|0.0|100
