|dates|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Lake_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1062.0|0|1062.0|0|21.0|0|0.0|100
0|2021-10-18|1065.0|0|1065.0|0|21.0|0|0.0|100
0|2021-10-19|1081.0|0|1081.0|0|21.0|0|0.0|100
0|2021-10-20|1083.0|0|1083.0|0|21.0|0|0.0|100
0|2021-10-21|1091.0|0|1091.0|0|21.0|0|0.0|100
0|2021-10-22|1095.0|0|1095.0|0|21.0|0|0.0|100
0|2021-10-23|1095.0|0|1095.0|0|21.0|0|0.0|100
0|2021-10-24|1095.0|0|1095.0|0|21.0|0|0.0|100
0|2021-10-25|1100.0|0|1100.0|0|21.0|0|0.0|100
0|2021-10-26|1109.0|0|1109.0|0|21.0|0|0.0|100
0|2021-10-27|1113.0|0|1113.0|0|21.0|0|0.0|100
0|2021-10-28|1114.0|0|1114.0|0|22.0|0|0.0|100
0|2021-10-29|1125.0|0|1125.0|0|22.0|0|0.0|100
0|2021-10-30|1125.0|0|1125.0|0|22.0|0|0.0|100
0|2021-10-31|1125.0|0|1125.0|0|22.0|0|0.0|100
0|2021-11-01|1138.0|0|1138.0|0|22.0|0|0.0|100
0|2021-11-02|1149.0|0|1149.0|0|23.0|0|0.0|100
0|2021-11-03|1153.0|0|1153.0|0|23.0|0|0.0|100
0|2021-11-04|1153.0|0|1153.0|0|23.0|0|0.0|100
0|2021-11-05|1157.0|0|1157.0|0|24.0|0|0.0|100
0|2021-11-06|1157.0|0|1157.0|0|24.0|0|0.0|100
0|2021-11-07|1157.0|0|1157.0|0|24.0|0|0.0|100
0|2021-11-08|1164.0|0|1164.0|0|24.0|0|0.0|100
0|2021-11-09|1180.0|0|1180.0|0|24.0|0|0.0|100
0|2021-11-10|1180.0|0|1188.0|0|24.0|0|0.0|100
0|2021-11-11|1193.0|0|1193.0|0|24.0|0|0.0|100
0|2021-11-12|1203.0|0|1203.0|0|24.0|0|0.0|100
0|2021-11-13|1203.0|0|1203.0|0|24.0|0|0.0|100
0|2021-11-14|1203.0|0|1203.0|0|24.0|0|0.0|100
0|2021-11-15|1211.0|0|1211.0|0|24.0|0|0.0|100
0|2021-11-16|1243.0|0|1243.0|0|24.0|0|0.0|100
0|2021-11-17|1243.0|0|1243.0|0|24.0|0|0.0|100
0|2021-11-18|1249.0|0|1249.0|0|24.0|0|0.0|100
0|2021-11-19|1259.0|0|1259.0|0|24.0|0|0.0|100
0|2021-11-20|1259.0|0|1259.0|0|24.0|0|0.0|100
0|2021-11-21|1259.0|0|1259.0|0|24.0|0|0.0|100
0|2021-11-22|1270.0|0|1270.0|0|24.0|0|0.0|100
0|2021-11-23|1287.0|0|1287.0|0|24.0|0|0.0|100
0|2021-11-24|1292.0|0|1292.0|0|24.0|0|0.0|100
0|2021-11-25|1292.0|0|1292.0|0|24.0|0|0.0|100
0|2021-11-26|1298.0|0|1298.0|0|24.0|0|0.0|100
0|2021-11-27|1298.0|0|1298.0|0|24.0|0|0.0|100
0|2021-11-28|1298.0|0|1298.0|0|24.0|0|0.0|100
0|2021-11-29|1300.0|0|1300.0|0|24.0|0|0.0|100
0|2021-11-30|1322.0|0|1322.0|0|24.0|0|0.0|100
0|2021-12-01|1329.0|0|1329.0|0|24.0|0|0.0|100
0|2021-12-02|1329.0|0|1336.0|0|24.0|0|0.0|100
0|2021-12-03|1341.0|0|1341.0|0|24.0|0|0.0|100
0|2021-12-04|1341.0|0|1341.0|0|24.0|0|0.0|100
0|2021-12-05|1341.0|0|1341.0|0|24.0|0|0.0|100
0|2021-12-06|1345.0|0|1345.0|0|24.0|0|0.0|100
0|2021-12-07|1355.0|0|1355.0|0|24.0|0|0.0|100
0|2021-12-08|1357.0|0|1357.0|0|25.0|0|0.0|100
0|2021-12-09|1364.0|0|1364.0|0|25.0|0|0.0|100
0|2021-12-10|1398.0|0|1398.0|0|26.0|0|0.0|100
0|2021-12-11|1398.0|0|1398.0|0|26.0|0|0.0|100
0|2021-12-12|1398.0|0|1398.0|0|26.0|0|0.0|100
0|2021-12-13|1410.0|0|1410.0|0|26.0|0|0.0|100
