|dates|SantaRosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaRosa_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaRosa_Florida_UnitedStates.Male_Total_Population.data|SantaRosa_Florida_UnitedStates.Male_Total_Population.missing|SantaRosa_Florida_UnitedStates.Female_Total_Population.data|SantaRosa_Florida_UnitedStates.Female_Total_Population.missing|SantaRosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|SantaRosa_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-12|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-13|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-14|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-15|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-16|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-17|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-18|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-19|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-20|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-21|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-22|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-23|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-24|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-25|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-26|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-27|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-28|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-29|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-11-30|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-01|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-02|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-03|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-04|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-05|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-06|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-07|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-08|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-09|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-10|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-11|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-12|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-13|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-14|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-15|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-16|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-17|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-18|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-19|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-20|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-21|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-22|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-23|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-24|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-25|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-26|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-27|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-28|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-29|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-30|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2021-12-31|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-01|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-02|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-03|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-04|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-05|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-06|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-07|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-08|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-09|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-10|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-11|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-12|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-13|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-14|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-15|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-16|28645.0|0|91404.0|0|87945.0|0|39352.0|0
0|2022-01-17|28645.0|0|91404.0|0|87945.0|0|39352.0|0
