|dates|Hart_Georgia_UnitedStates.BLS_EmployedPopulation.data|Hart_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Hart_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Hart_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Hart_Georgia_UnitedStates.BLS_UnemploymentRate.data|Hart_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Hart_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Hart_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-18|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-19|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-20|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-21|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-22|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-23|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-24|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-25|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-26|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-27|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-28|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-29|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-30|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-10-31|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-01|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-02|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-03|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-04|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-05|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-06|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-07|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-08|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-09|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-10|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-11|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-12|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-13|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-14|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-15|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-16|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-17|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-18|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-19|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-20|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-21|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-22|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-23|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-24|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
0|2021-11-25|11150.0|0|443.0|0|3.8212714569136548|0|11593.0|0
