|dates|Bulloch_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bulloch_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bulloch_Georgia_UnitedStates.NYT_ConfirmedCases.data|Bulloch_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Bulloch_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bulloch_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bulloch_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bulloch_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11119.0|0|11138.0|0|185.0|0|0.0|100
0|2021-10-18|11126.0|0|11147.0|0|188.0|0|0.0|100
0|2021-10-19|11126.0|0|11147.0|0|189.0|0|0.0|100
0|2021-10-20|11129.0|0|11150.0|0|190.0|0|0.0|100
0|2021-10-21|11132.0|0|11153.0|0|191.0|0|0.0|100
0|2021-10-22|11130.0|0|11151.0|0|193.0|0|0.0|100
0|2021-10-23|11130.0|0|11151.0|0|193.0|0|0.0|100
0|2021-10-24|11130.0|0|11151.0|0|193.0|0|0.0|100
0|2021-10-25|11132.0|0|11151.0|0|192.0|0|0.0|100
0|2021-10-26|11134.0|0|11153.0|0|197.0|0|0.0|100
0|2021-10-27|11138.0|0|11157.0|0|197.0|0|0.0|100
0|2021-10-28|11140.0|0|11159.0|0|198.0|0|0.0|100
0|2021-10-29|11147.0|0|11166.0|0|200.0|0|0.0|100
0|2021-10-30|11147.0|0|11166.0|0|200.0|0|0.0|100
0|2021-10-31|11147.0|0|11166.0|0|200.0|0|0.0|100
0|2021-11-01|11158.0|0|11182.0|0|201.0|0|0.0|100
0|2021-11-02|11166.0|0|11190.0|0|201.0|0|0.0|100
0|2021-11-03|11164.0|0|11188.0|0|202.0|0|0.0|100
0|2021-11-04|11167.0|0|11191.0|0|203.0|0|0.0|100
0|2021-11-05|11171.0|0|11195.0|0|204.0|0|0.0|100
0|2021-11-06|11171.0|0|11195.0|0|204.0|0|0.0|100
0|2021-11-07|11171.0|0|11195.0|0|204.0|0|0.0|100
0|2021-11-08|11171.0|0|11196.0|0|204.0|0|0.0|100
0|2021-11-09|11179.0|0|11204.0|0|205.0|0|0.0|100
0|2021-11-10|11179.0|0|11205.0|0|205.0|0|0.0|100
0|2021-11-11|11180.0|0|11205.0|0|205.0|0|0.0|100
0|2021-11-12|11184.0|0|11209.0|0|206.0|0|0.0|100
0|2021-11-13|11184.0|0|11209.0|0|206.0|0|0.0|100
0|2021-11-14|11184.0|0|11209.0|0|206.0|0|0.0|100
0|2021-11-15|11183.0|0|11209.0|0|206.0|0|0.0|100
0|2021-11-16|11191.0|0|11217.0|0|208.0|0|0.0|100
0|2021-11-17|11200.0|0|11226.0|0|208.0|0|0.0|100
0|2021-11-18|11205.0|0|11231.0|0|208.0|0|0.0|100
0|2021-11-19|11210.0|0|11236.0|0|210.0|0|0.0|100
0|2021-11-20|11210.0|0|11236.0|0|210.0|0|0.0|100
0|2021-11-21|11210.0|0|11236.0|0|210.0|0|0.0|100
0|2021-11-22|11218.0|0|11246.0|0|210.0|0|0.0|100
0|2021-11-23|11223.0|0|11251.0|0|213.0|0|0.0|100
0|2021-11-24|11227.0|0|11255.0|0|215.0|0|0.0|100
0|2021-11-25|11227.0|0|11255.0|0|215.0|0|0.0|100
0|2021-11-26|11227.0|0|11255.0|0|215.0|0|0.0|100
0|2021-11-27|11227.0|0|11255.0|0|215.0|0|0.0|100
0|2021-11-28|11227.0|0|11255.0|0|215.0|0|0.0|100
0|2021-11-29|11234.0|0|11262.0|0|217.0|0|0.0|100
0|2021-11-30|11236.0|0|11265.0|0|217.0|0|0.0|100
0|2021-12-01|11253.0|0|11282.0|0|220.0|0|0.0|100
0|2021-12-02|11253.0|0|11289.0|0|220.0|0|0.0|100
0|2021-12-03|11266.0|0|11295.0|0|222.0|0|0.0|100
0|2021-12-04|11266.0|0|11295.0|0|222.0|0|0.0|100
0|2021-12-05|11266.0|0|11295.0|0|222.0|0|0.0|100
0|2021-12-06|11274.0|0|11305.0|0|222.0|0|0.0|100
0|2021-12-07|11282.0|0|11313.0|0|222.0|0|0.0|100
0|2021-12-08|11284.0|0|11315.0|0|223.0|0|0.0|100
0|2021-12-09|11287.0|0|11318.0|0|223.0|0|0.0|100
0|2021-12-10|11291.0|0|11322.0|0|223.0|0|0.0|100
0|2021-12-11|11291.0|0|11322.0|0|223.0|0|0.0|100
0|2021-12-12|11291.0|0|11322.0|0|223.0|0|0.0|100
0|2021-12-13|11298.0|0|11331.0|0|223.0|0|0.0|100
