|dates|Perkins_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Perkins_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Perkins_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Perkins_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Perkins_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|330.0|0|330.0|0|11.0|0|0.0|100
0|2021-10-18|331.0|0|331.0|0|11.0|0|0.0|100
0|2021-10-19|331.0|0|331.0|0|11.0|0|0.0|100
0|2021-10-20|354.0|0|354.0|0|11.0|0|0.0|100
0|2021-10-21|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-22|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-23|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-24|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-25|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-26|355.0|0|355.0|0|11.0|0|0.0|100
0|2021-10-27|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-28|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-29|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-30|359.0|0|359.0|0|11.0|0|0.0|100
0|2021-10-31|359.0|0|362.0|0|11.0|0|0.0|100
0|2021-11-01|359.0|0|362.0|0|11.0|0|0.0|100
0|2021-11-02|359.0|0|362.0|0|11.0|0|0.0|100
0|2021-11-03|367.0|0|367.0|0|11.0|0|0.0|100
0|2021-11-04|367.0|0|367.0|0|11.0|0|0.0|100
0|2021-11-05|367.0|0|367.0|0|11.0|0|0.0|100
0|2021-11-06|367.0|0|367.0|0|11.0|0|0.0|100
0|2021-11-07|367.0|0|367.0|0|11.0|0|0.0|100
0|2021-11-08|370.0|0|370.0|0|11.0|0|0.0|100
0|2021-11-09|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-11-10|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-11-11|371.0|0|371.0|0|11.0|0|0.0|100
0|2021-11-12|373.0|0|373.0|0|11.0|0|0.0|100
0|2021-11-13|373.0|0|373.0|0|11.0|0|0.0|100
0|2021-11-14|373.0|0|373.0|0|11.0|0|0.0|100
0|2021-11-15|374.0|0|374.0|0|11.0|0|0.0|100
0|2021-11-16|374.0|0|374.0|0|11.0|0|0.0|100
0|2021-11-17|387.0|0|387.0|0|11.0|0|0.0|100
0|2021-11-18|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-11-19|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-11-20|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-11-21|389.0|0|389.0|0|11.0|0|0.0|100
0|2021-11-22|392.0|0|392.0|0|11.0|0|0.0|100
0|2021-11-23|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-24|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-25|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-26|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-27|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-28|395.0|0|395.0|0|11.0|0|0.0|100
0|2021-11-29|399.0|0|399.0|0|11.0|0|0.0|100
0|2021-11-30|402.0|0|402.0|0|11.0|0|0.0|100
0|2021-12-01|403.0|0|403.0|0|11.0|0|0.0|100
0|2021-12-02|403.0|0|405.0|0|11.0|0|0.0|100
0|2021-12-03|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-04|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-05|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-06|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-07|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-08|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-09|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-10|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-11|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-12|417.0|0|417.0|0|11.0|0|0.0|100
