|dates|Perkins_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Perkins_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Perkins_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Perkins_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Perkins_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Perkins_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|419.0|0|419.0|0|11.0|0|0.0|100
0|2021-12-14|419.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-15|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-16|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-17|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-18|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-19|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-20|417.0|0|417.0|0|11.0|0|0.0|100
0|2021-12-21|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-22|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-23|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-24|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-25|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-26|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-27|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-28|419.0|0|419.0|0|11.0|0|0.0|100
0|2021-12-29|419.0|0|419.0|0|11.0|0|0.0|100
0|2021-12-30|421.0|0|421.0|0|11.0|0|0.0|100
0|2021-12-31|421.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-01|421.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-02|421.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-03|421.0|0|421.0|0|11.0|0|0.0|100
0|2022-01-04|422.0|0|422.0|0|11.0|0|0.0|100
0|2022-01-05|424.0|0|424.0|0|11.0|0|0.0|100
0|2022-01-06|427.0|0|427.0|0|11.0|0|0.0|100
0|2022-01-07|430.0|0|430.0|0|11.0|0|0.0|100
0|2022-01-08|430.0|0|430.0|0|11.0|0|0.0|100
0|2022-01-09|430.0|0|430.0|0|11.0|0|0.0|100
0|2022-01-10|435.0|0|435.0|0|11.0|0|0.0|100
0|2022-01-11|436.0|0|436.0|0|11.0|0|0.0|100
0|2022-01-12|438.0|0|438.0|0|11.0|0|0.0|100
0|2022-01-13|438.0|0|444.0|0|11.0|0|0.0|100
0|2022-01-14|447.0|0|447.0|0|11.0|0|0.0|100
0|2022-01-15|447.0|0|447.0|0|11.0|0|0.0|100
0|2022-01-16|447.0|0|447.0|0|11.0|0|0.0|100
0|2022-01-17|454.0|0|0.0|100|11.0|0|0.0|100
