|dates|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Dakota_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|5055.0|0|5055.0|0|65.0|0|0.0|100
0|2021-12-17|5057.0|0|5057.0|0|65.0|0|0.0|100
0|2021-12-18|5057.0|0|5057.0|0|65.0|0|0.0|100
0|2021-12-19|5057.0|0|5057.0|0|65.0|0|0.0|100
0|2021-12-20|5079.0|0|5079.0|0|65.0|0|0.0|100
0|2021-12-21|5088.0|0|5088.0|0|65.0|0|0.0|100
0|2021-12-22|5095.0|0|5095.0|0|65.0|0|0.0|100
0|2021-12-23|5099.0|0|5099.0|0|65.0|0|0.0|100
0|2021-12-24|5099.0|0|5099.0|0|65.0|0|0.0|100
0|2021-12-25|5099.0|0|5099.0|0|65.0|0|0.0|100
0|2021-12-26|5099.0|0|5099.0|0|65.0|0|0.0|100
0|2021-12-27|5099.0|0|5099.0|0|65.0|0|0.0|100
0|2021-12-28|5123.0|0|5123.0|0|65.0|0|0.0|100
0|2021-12-29|5128.0|0|5128.0|0|65.0|0|0.0|100
0|2021-12-30|5137.0|0|5137.0|0|65.0|0|0.0|100
0|2021-12-31|5137.0|0|5137.0|0|65.0|0|0.0|100
0|2022-01-01|5137.0|0|5137.0|0|65.0|0|0.0|100
0|2022-01-02|5137.0|0|5137.0|0|65.0|0|0.0|100
0|2022-01-03|5190.0|0|5190.0|0|65.0|0|0.0|100
0|2022-01-04|5198.0|0|5198.0|0|65.0|0|0.0|100
0|2022-01-05|5206.0|0|5206.0|0|65.0|0|0.0|100
0|2022-01-06|5241.0|0|5241.0|0|65.0|0|0.0|100
0|2022-01-07|5271.0|0|5271.0|0|65.0|0|0.0|100
0|2022-01-08|5271.0|0|5271.0|0|65.0|0|0.0|100
0|2022-01-09|5271.0|0|5271.0|0|65.0|0|0.0|100
0|2022-01-10|5399.0|0|5399.0|0|65.0|0|0.0|100
0|2022-01-11|5437.0|0|5437.0|0|65.0|0|0.0|100
0|2022-01-12|5490.0|0|5490.0|0|65.0|0|0.0|100
0|2022-01-13|5490.0|0|5584.0|0|65.0|0|0.0|100
0|2022-01-14|5672.0|0|5672.0|0|65.0|0|0.0|100
0|2022-01-15|5672.0|0|5672.0|0|65.0|0|0.0|100
0|2022-01-16|5672.0|0|5672.0|0|65.0|0|0.0|100
0|2022-01-17|5878.0|0|0.0|100|65.0|0|0.0|100
