|dates|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|ElPaso_Texas_UnitedStates.NYT_ConfirmedDeaths.data|ElPaso_Texas_UnitedStates.NYT_ConfirmedDeaths.missing|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|ElPaso_Texas_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2843.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2843.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2847.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2853.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2859.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2861.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2863.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2863.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2863.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2863.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2865.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2867.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2871.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2876.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2876.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2876.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2878.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2881.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2884.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2887.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2888.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2889.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2889.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2889.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2889.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2893.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2900.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2903.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2904.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2904.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2905.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2911.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2914.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2920.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2927.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2929.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2929.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2931.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2935.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2935.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2935.0|0|0.0|100|0.0|100
