|dates|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Alabama_UnitedStates.NYT_ConfirmedCases.data|Cherokee_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|3302.0|0|3302.0|0|65.0|0|0.0|100
0|2021-12-26|3302.0|0|3302.0|0|65.0|0|0.0|100
0|2021-12-27|3303.0|0|3303.0|0|65.0|0|0.0|100
0|2021-12-28|3311.0|0|3311.0|0|65.0|0|0.0|100
0|2021-12-29|3318.0|0|3318.0|0|65.0|0|0.0|100
0|2021-12-30|3364.0|0|3364.0|0|65.0|0|0.0|100
0|2021-12-31|3385.0|0|3385.0|0|65.0|0|0.0|100
0|2022-01-01|3385.0|0|3385.0|0|65.0|0|0.0|100
0|2022-01-02|3418.0|0|3418.0|0|65.0|0|0.0|100
0|2022-01-03|3429.0|0|3429.0|0|65.0|0|0.0|100
0|2022-01-04|3448.0|0|3448.0|0|66.0|0|0.0|100
0|2022-01-05|3487.0|0|3487.0|0|66.0|0|0.0|100
0|2022-01-06|3511.0|0|3511.0|0|66.0|0|0.0|100
0|2022-01-07|3550.0|0|3550.0|0|66.0|0|0.0|100
0|2022-01-08|3569.0|0|3569.0|0|66.0|0|0.0|100
0|2022-01-09|3629.0|0|3629.0|0|66.0|0|0.0|100
0|2022-01-10|3648.0|0|3648.0|0|66.0|0|0.0|100
0|2022-01-11|3682.0|0|3682.0|0|66.0|0|0.0|100
0|2022-01-12|3719.0|0|3719.0|0|66.0|0|0.0|100
0|2022-01-13|3719.0|0|3719.0|0|66.0|0|0.0|100
0|2022-01-14|3719.0|0|3719.0|0|66.0|0|0.0|100
0|2022-01-15|3719.0|0|3719.0|0|66.0|0|0.0|100
0|2022-01-16|3997.0|0|3997.0|0|67.0|0|0.0|100
0|2022-01-17|4058.0|0|0.0|100|67.0|0|0.0|100
