|dates|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.data|Schenectady_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Schenectady_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|19569.0|0|19693.0|0|245.0|0|0.0|100
0|2021-12-04|19780.0|0|19780.0|0|248.0|0|0.0|100
0|2021-12-05|19905.0|0|19905.0|0|249.0|0|0.0|100
0|2021-12-06|19967.0|0|19967.0|0|249.0|0|0.0|100
0|2021-12-07|20033.0|0|20033.0|0|252.0|0|0.0|100
0|2021-12-08|20125.0|0|20125.0|0|253.0|0|0.0|100
0|2021-12-09|20230.0|0|20230.0|0|254.0|0|0.0|100
0|2021-12-10|20354.0|0|20354.0|0|255.0|0|0.0|100
0|2021-12-11|20453.0|0|20453.0|0|256.0|0|0.0|100
0|2021-12-12|20533.0|0|20533.0|0|256.0|0|0.0|100
0|2021-12-13|20577.0|0|20577.0|0|256.0|0|0.0|100
0|2021-12-14|20577.0|0|20632.0|0|256.0|0|0.0|100
0|2021-12-15|20725.0|0|20725.0|0|256.0|0|0.0|100
0|2021-12-16|20814.0|0|20814.0|0|258.0|0|0.0|100
0|2021-12-17|20914.0|0|20914.0|0|259.0|0|0.0|100
0|2021-12-18|21015.0|0|21015.0|0|259.0|0|0.0|100
0|2021-12-19|21078.0|0|21078.0|0|259.0|0|0.0|100
0|2021-12-20|21142.0|0|21142.0|0|259.0|0|0.0|100
0|2021-12-21|21221.0|0|21221.0|0|259.0|0|0.0|100
0|2021-12-22|21305.0|0|21305.0|0|260.0|0|0.0|100
0|2021-12-23|21411.0|0|21411.0|0|261.0|0|0.0|100
0|2021-12-24|21520.0|0|21520.0|0|261.0|0|0.0|100
0|2021-12-25|21520.0|0|21520.0|0|261.0|0|0.0|100
0|2021-12-26|21589.0|0|21589.0|0|262.0|0|0.0|100
0|2021-12-27|21611.0|0|21611.0|0|263.0|0|0.0|100
0|2021-12-28|21635.0|0|21635.0|0|263.0|0|0.0|100
0|2021-12-29|21969.0|0|21969.0|0|263.0|0|0.0|100
0|2021-12-30|22221.0|0|22221.0|0|266.0|0|0.0|100
0|2021-12-31|22599.0|0|22599.0|0|266.0|0|0.0|100
0|2022-01-01|22599.0|0|22875.0|0|266.0|0|0.0|100
0|2022-01-02|22599.0|0|23195.0|0|267.0|0|0.0|100
0|2022-01-03|23418.0|0|23418.0|0|268.0|0|0.0|100
0|2022-01-04|23552.0|0|23552.0|0|269.0|0|0.0|100
0|2022-01-05|24044.0|0|24044.0|0|270.0|0|0.0|100
0|2022-01-06|24442.0|0|24442.0|0|271.0|0|0.0|100
0|2022-01-07|24963.0|0|24963.0|0|271.0|0|0.0|100
0|2022-01-08|25456.0|0|25456.0|0|272.0|0|0.0|100
0|2022-01-09|25976.0|0|25976.0|0|274.0|0|0.0|100
0|2022-01-10|26312.0|0|26312.0|0|274.0|0|0.0|100
0|2022-01-11|26574.0|0|26574.0|0|275.0|0|0.0|100
0|2022-01-12|26871.0|0|26871.0|0|277.0|0|0.0|100
0|2022-01-13|26871.0|0|27282.0|0|277.0|0|0.0|100
0|2022-01-14|27689.0|0|27689.0|0|277.0|0|0.0|100
0|2022-01-15|28087.0|0|28087.0|0|277.0|0|0.0|100
0|2022-01-16|28468.0|0|28468.0|0|277.0|0|0.0|100
0|2022-01-17|28634.0|0|0.0|100|277.0|0|0.0|100
