|dates|Trego_Kansas_UnitedStates.JHU_ConfirmedCases.data|Trego_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Trego_Kansas_UnitedStates.NYT_ConfirmedCases.data|Trego_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Trego_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Trego_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Trego_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Trego_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-26|550.0|0|550.0|0|8.0|0|0.0|100
0|2021-12-27|555.0|0|555.0|0|8.0|0|0.0|100
0|2021-12-28|555.0|0|555.0|0|8.0|0|0.0|100
0|2021-12-29|560.0|0|560.0|0|8.0|0|0.0|100
0|2021-12-30|560.0|0|560.0|0|8.0|0|0.0|100
0|2021-12-31|560.0|0|560.0|0|8.0|0|0.0|100
0|2022-01-01|560.0|0|560.0|0|8.0|0|0.0|100
0|2022-01-02|560.0|0|560.0|0|8.0|0|0.0|100
0|2022-01-03|570.0|0|570.0|0|8.0|0|0.0|100
0|2022-01-04|570.0|0|570.0|0|8.0|0|0.0|100
0|2022-01-05|584.0|0|584.0|0|8.0|0|0.0|100
0|2022-01-06|584.0|0|584.0|0|8.0|0|0.0|100
0|2022-01-07|595.0|0|595.0|0|9.0|0|0.0|100
0|2022-01-08|595.0|0|595.0|0|9.0|0|0.0|100
0|2022-01-09|595.0|0|595.0|0|9.0|0|0.0|100
0|2022-01-10|602.0|0|602.0|0|9.0|0|0.0|100
0|2022-01-11|602.0|0|602.0|0|9.0|0|0.0|100
0|2022-01-12|602.0|0|609.0|0|9.0|0|0.0|100
0|2022-01-13|602.0|0|616.0|0|9.0|0|0.0|100
0|2022-01-14|637.0|0|637.0|0|9.0|0|0.0|100
0|2022-01-15|637.0|0|637.0|0|9.0|0|0.0|100
0|2022-01-16|637.0|0|637.0|0|9.0|0|0.0|100
0|2022-01-17|637.0|0|0.0|100|9.0|0|0.0|100
