|dates|Hamilton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Ohio_UnitedStates.Male_Total_Population.data|Hamilton_Ohio_UnitedStates.Male_Total_Population.missing|Hamilton_Ohio_UnitedStates.Female_Total_Population.data|Hamilton_Ohio_UnitedStates.Female_Total_Population.missing|Hamilton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-18|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-19|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-20|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-21|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-22|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-23|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-24|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-25|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-26|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-27|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-28|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-29|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-30|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-10-31|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-01|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-02|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-03|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-04|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-05|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-06|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-07|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-08|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-09|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-10|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-11|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-12|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-13|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-14|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-15|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-16|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-17|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-18|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-19|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-20|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-21|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-22|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-23|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-24|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-25|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-26|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-27|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-28|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-29|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-11-30|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-01|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-02|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-03|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-04|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-05|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-06|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-07|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-08|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-09|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-10|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-11|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-12|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-13|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-14|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-15|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-16|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-17|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-18|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-19|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-20|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-21|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-22|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-23|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-24|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-25|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-26|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-27|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-28|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-29|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-30|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2021-12-31|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-01|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-02|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-03|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-04|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-05|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-06|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-07|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-08|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-09|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-10|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-11|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-12|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-13|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-14|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-15|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-16|125251.0|0|394506.0|0|422178.0|0|187547.0|0
0|2022-01-17|125251.0|0|394506.0|0|422178.0|0|187547.0|0
