|dates|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.missing|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.missing|OutofAZ_Arizona_UnitedStates.AverageWindDirection.data|OutofAZ_Arizona_UnitedStates.AverageWindDirection.missing|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.data|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-18|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-19|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-20|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-21|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-22|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-23|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-24|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-25|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-26|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-27|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-28|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-29|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-30|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-10-31|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-01|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-02|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-03|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-04|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-05|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-06|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-07|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-08|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-09|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-10|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-11|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-12|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-13|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-14|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-15|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-16|0.0|100|0.0|100|194.0|0|13.0|0
0|2021-11-17|0.0|100|0.0|100|207.125|0|8.625|0
0|2021-11-18|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-19|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-20|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-21|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-22|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-23|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-24|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-25|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-26|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-27|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-28|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-29|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-11-30|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-01|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-02|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-03|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-04|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-05|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-06|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-07|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-08|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-09|0.0|100|0.0|100|209.0|0|8.0|0
