|dates|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitationTotal.missing|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.data|OutofAZ_Arizona_UnitedStates.AveragePrecipitation.missing|OutofAZ_Arizona_UnitedStates.AverageWindDirection.data|OutofAZ_Arizona_UnitedStates.AverageWindDirection.missing|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.data|OutofAZ_Arizona_UnitedStates.AverageWindSpeed.missing
0|2021-12-10|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-11|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-12|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-13|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-14|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-15|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-16|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-17|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-18|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-19|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-20|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-21|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-22|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-23|0.0|100|0.0|100|209.0|0|8.0|0
0|2021-12-24|0.0|100|0.0|100|179.29166666666666|0|10.875|0
0|2021-12-25|0.0|100|0.0|100|178.0|0|11.0|0
0|2021-12-26|0.0|100|0.0|100|178.0|0|11.0|0
0|2021-12-27|0.0|100|0.0|100|174.16666666666666|0|9.083333333333334|0
0|2021-12-28|0.0|100|0.0|100|174.0|0|9.0|0
0|2021-12-29|0.0|100|0.0|100|174.0|0|9.0|0
0|2021-12-30|0.0|100|0.0|100|174.0|0|9.0|0
0|2021-12-31|0.0|100|0.0|100|174.0|0|9.0|0
0|2022-01-01|0.0|100|0.0|100|174.0|0|9.0|0
0|2022-01-02|0.0|100|0.0|100|174.0|0|9.0|0
0|2022-01-03|0.0|100|0.0|100|168.25|0|7.083333333333333|0
0|2022-01-04|0.0|100|0.0|100|168.0|0|7.0|0
0|2022-01-05|0.0|100|0.0|100|168.0|0|7.0|0
0|2022-01-06|0.0|100|0.0|100|119.125|0|6.041666666666667|0
0|2022-01-07|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-08|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-09|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-10|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-11|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-12|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-13|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-14|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-15|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-16|0.0|100|0.0|100|117.0|0|6.0|0
0|2022-01-17|0.0|100|0.0|100|117.0|0|6.0|0
