|dates|Custer_Colorado_UnitedStates.JHU_ConfirmedCases.data|Custer_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Custer_Colorado_UnitedStates.NYT_ConfirmedCases.data|Custer_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Custer_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|343.0|0|343.0|0|6.0|0|0.0|100
0|2021-10-18|348.0|0|348.0|0|6.0|0|0.0|100
0|2021-10-19|351.0|0|351.0|0|7.0|0|0.0|100
0|2021-10-20|351.0|0|351.0|0|7.0|0|0.0|100
0|2021-10-21|355.0|0|355.0|0|7.0|0|0.0|100
0|2021-10-22|358.0|0|358.0|0|7.0|0|0.0|100
0|2021-10-23|358.0|0|358.0|0|7.0|0|0.0|100
0|2021-10-24|358.0|0|358.0|0|7.0|0|0.0|100
0|2021-10-25|366.0|0|366.0|0|7.0|0|0.0|100
0|2021-10-26|372.0|0|372.0|0|7.0|0|0.0|100
0|2021-10-27|375.0|0|375.0|0|7.0|0|0.0|100
0|2021-10-28|379.0|0|379.0|0|7.0|0|0.0|100
0|2021-10-29|381.0|0|381.0|0|7.0|0|0.0|100
0|2021-10-30|381.0|0|381.0|0|7.0|0|0.0|100
0|2021-10-31|381.0|0|381.0|0|7.0|0|0.0|100
0|2021-11-01|404.0|0|404.0|0|7.0|0|0.0|100
0|2021-11-02|405.0|0|405.0|0|7.0|0|0.0|100
0|2021-11-03|408.0|0|408.0|0|7.0|0|0.0|100
0|2021-11-04|409.0|0|409.0|0|7.0|0|0.0|100
0|2021-11-05|409.0|0|409.0|0|7.0|0|0.0|100
0|2021-11-06|409.0|0|409.0|0|7.0|0|0.0|100
0|2021-11-07|409.0|0|409.0|0|7.0|0|0.0|100
0|2021-11-08|418.0|0|418.0|0|9.0|0|0.0|100
0|2021-11-09|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-11-10|420.0|0|426.0|0|9.0|0|0.0|100
0|2021-11-11|429.0|0|429.0|0|9.0|0|0.0|100
0|2021-11-12|433.0|0|433.0|0|9.0|0|0.0|100
0|2021-11-13|433.0|0|433.0|0|9.0|0|0.0|100
0|2021-11-14|433.0|0|433.0|0|9.0|0|0.0|100
0|2021-11-15|445.0|0|445.0|0|10.0|0|0.0|100
0|2021-11-16|451.0|0|451.0|0|10.0|0|0.0|100
0|2021-11-17|450.0|0|450.0|0|10.0|0|0.0|100
0|2021-11-18|452.0|0|452.0|0|10.0|0|0.0|100
0|2021-11-19|453.0|0|453.0|0|10.0|0|0.0|100
0|2021-11-20|453.0|0|453.0|0|10.0|0|0.0|100
0|2021-11-21|453.0|0|453.0|0|10.0|0|0.0|100
0|2021-11-22|455.0|0|455.0|0|11.0|0|0.0|100
0|2021-11-23|456.0|0|456.0|0|11.0|0|0.0|100
0|2021-11-24|457.0|0|457.0|0|11.0|0|0.0|100
0|2021-11-25|457.0|0|457.0|0|11.0|0|0.0|100
0|2021-11-26|459.0|0|457.0|0|11.0|0|0.0|100
0|2021-11-27|459.0|0|457.0|0|11.0|0|0.0|100
0|2021-11-28|459.0|0|459.0|0|11.0|0|0.0|100
0|2021-11-29|462.0|0|462.0|0|11.0|0|0.0|100
0|2021-11-30|466.0|0|466.0|0|11.0|0|0.0|100
0|2021-12-01|466.0|0|467.0|0|11.0|0|0.0|100
0|2021-12-02|467.0|0|467.0|0|12.0|0|0.0|100
0|2021-12-03|467.0|0|467.0|0|12.0|0|0.0|100
