|dates|Custer_Colorado_UnitedStates.JHU_ConfirmedCases.data|Custer_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Custer_Colorado_UnitedStates.NYT_ConfirmedCases.data|Custer_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Custer_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Custer_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|467.0|0|467.0|0|12.0|0|0.0|100
0|2021-12-05|467.0|0|467.0|0|12.0|0|0.0|100
0|2021-12-06|471.0|0|471.0|0|13.0|0|0.0|100
0|2021-12-07|472.0|0|472.0|0|12.0|0|0.0|100
0|2021-12-08|474.0|0|474.0|0|12.0|0|0.0|100
0|2021-12-09|475.0|0|475.0|0|12.0|0|0.0|100
0|2021-12-10|477.0|0|477.0|0|13.0|0|0.0|100
0|2021-12-11|477.0|0|477.0|0|13.0|0|0.0|100
0|2021-12-12|477.0|0|477.0|0|13.0|0|0.0|100
0|2021-12-13|480.0|0|480.0|0|13.0|0|0.0|100
0|2021-12-14|480.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-15|482.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-16|482.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-17|482.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-18|482.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-19|482.0|0|482.0|0|13.0|0|0.0|100
0|2021-12-20|484.0|0|484.0|0|14.0|0|0.0|100
0|2021-12-21|486.0|0|486.0|0|14.0|0|0.0|100
0|2021-12-22|487.0|0|487.0|0|14.0|0|0.0|100
0|2021-12-23|488.0|0|488.0|0|14.0|0|0.0|100
0|2021-12-24|488.0|0|488.0|0|15.0|0|0.0|100
0|2021-12-25|488.0|0|488.0|0|15.0|0|0.0|100
0|2021-12-26|488.0|0|488.0|0|15.0|0|0.0|100
0|2021-12-27|490.0|0|490.0|0|15.0|0|0.0|100
0|2021-12-28|491.0|0|491.0|0|15.0|0|0.0|100
0|2021-12-29|491.0|0|491.0|0|14.0|0|0.0|100
0|2021-12-30|491.0|0|491.0|0|14.0|0|0.0|100
0|2021-12-31|491.0|0|491.0|0|14.0|0|0.0|100
0|2022-01-01|491.0|0|491.0|0|14.0|0|0.0|100
0|2022-01-02|491.0|0|491.0|0|14.0|0|0.0|100
0|2022-01-03|501.0|0|501.0|0|14.0|0|0.0|100
0|2022-01-04|503.0|0|503.0|0|14.0|0|0.0|100
0|2022-01-05|505.0|0|505.0|0|14.0|0|0.0|100
0|2022-01-06|506.0|0|506.0|0|14.0|0|0.0|100
0|2022-01-07|507.0|0|507.0|0|16.0|0|0.0|100
0|2022-01-08|507.0|0|507.0|0|16.0|0|0.0|100
0|2022-01-09|507.0|0|507.0|0|16.0|0|0.0|100
0|2022-01-10|517.0|0|517.0|0|16.0|0|0.0|100
0|2022-01-11|520.0|0|520.0|0|16.0|0|0.0|100
0|2022-01-12|523.0|0|523.0|0|16.0|0|0.0|100
0|2022-01-13|523.0|0|525.0|0|16.0|0|0.0|100
0|2022-01-14|525.0|0|525.0|0|16.0|0|0.0|100
0|2022-01-15|525.0|0|525.0|0|16.0|0|0.0|100
0|2022-01-16|525.0|0|525.0|0|16.0|0|0.0|100
0|2022-01-17|538.0|0|0.0|100|16.0|0|0.0|100
