|dates|Grant_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Grant_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Grant_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Grant_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Grant_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|3917.0|0|3917.0|0|79.0|0|0.0|100
0|2021-12-07|3919.0|0|3919.0|0|79.0|0|0.0|100
0|2021-12-08|3921.0|0|3921.0|0|78.0|0|0.0|100
0|2021-12-09|3922.0|0|3922.0|0|78.0|0|0.0|100
0|2021-12-10|3923.0|0|3923.0|0|78.0|0|0.0|100
0|2021-12-11|3923.0|0|3923.0|0|78.0|0|0.0|100
0|2021-12-12|3923.0|0|3923.0|0|78.0|0|0.0|100
0|2021-12-13|3927.0|0|3927.0|0|78.0|0|0.0|100
0|2021-12-14|3927.0|0|3930.0|0|78.0|0|0.0|100
0|2021-12-15|3935.0|0|3935.0|0|79.0|0|0.0|100
0|2021-12-16|3941.0|0|3941.0|0|79.0|0|0.0|100
0|2021-12-17|3944.0|0|3944.0|0|79.0|0|0.0|100
0|2021-12-18|3944.0|0|3944.0|0|79.0|0|0.0|100
0|2021-12-19|3944.0|0|3944.0|0|79.0|0|0.0|100
0|2021-12-20|3953.0|0|3953.0|0|79.0|0|0.0|100
0|2021-12-21|3961.0|0|3961.0|0|79.0|0|0.0|100
0|2021-12-22|3971.0|0|3971.0|0|79.0|0|0.0|100
0|2021-12-23|3973.0|0|3973.0|0|79.0|0|0.0|100
0|2021-12-24|3973.0|0|3973.0|0|79.0|0|0.0|100
0|2021-12-25|3973.0|0|3973.0|0|79.0|0|0.0|100
0|2021-12-26|3973.0|0|3973.0|0|79.0|0|0.0|100
0|2021-12-27|3986.0|0|3986.0|0|79.0|0|0.0|100
0|2021-12-28|3990.0|0|3990.0|0|79.0|0|0.0|100
0|2021-12-29|4009.0|0|4009.0|0|79.0|0|0.0|100
0|2021-12-30|4031.0|0|4031.0|0|79.0|0|0.0|100
0|2021-12-31|4031.0|0|4031.0|0|79.0|0|0.0|100
0|2022-01-01|4031.0|0|4031.0|0|79.0|0|0.0|100
0|2022-01-02|4031.0|0|4031.0|0|79.0|0|0.0|100
0|2022-01-03|4088.0|0|4088.0|0|79.0|0|0.0|100
0|2022-01-04|4128.0|0|4128.0|0|79.0|0|0.0|100
0|2022-01-05|4151.0|0|4151.0|0|80.0|0|0.0|100
0|2022-01-06|4182.0|0|4182.0|0|80.0|0|0.0|100
0|2022-01-07|4204.0|0|4204.0|0|80.0|0|0.0|100
0|2022-01-08|4204.0|0|4204.0|0|80.0|0|0.0|100
0|2022-01-09|4204.0|0|4204.0|0|80.0|0|0.0|100
0|2022-01-10|4249.0|0|4249.0|0|80.0|0|0.0|100
0|2022-01-11|4307.0|0|4307.0|0|80.0|0|0.0|100
0|2022-01-12|4307.0|0|4307.0|0|80.0|0|0.0|100
0|2022-01-13|4307.0|0|4307.0|0|80.0|0|0.0|100
0|2022-01-14|4482.0|0|4482.0|0|80.0|0|0.0|100
0|2022-01-15|4482.0|0|4482.0|0|80.0|0|0.0|100
0|2022-01-16|4482.0|0|4482.0|0|80.0|0|0.0|100
0|2022-01-17|4482.0|0|0.0|100|80.0|0|0.0|100
