|dates|Manassas_Virginia_UnitedStates.JHU_ConfirmedCases.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Manassas_Virginia_UnitedStates.NYT_ConfirmedCases.data|Manassas_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Manassas_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Manassas_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Manassas_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|5310.0|0|5310.0|0|54.0|0|0.0|100
0|2021-12-05|5310.0|0|5310.0|0|54.0|0|0.0|100
0|2021-12-06|5338.0|0|5338.0|0|54.0|0|0.0|100
0|2021-12-07|5347.0|0|5347.0|0|54.0|0|0.0|100
0|2021-12-08|5366.0|0|5366.0|0|54.0|0|0.0|100
0|2021-12-09|5382.0|0|5382.0|0|54.0|0|0.0|100
0|2021-12-10|5399.0|0|5399.0|0|54.0|0|0.0|100
0|2021-12-11|5399.0|0|5399.0|0|54.0|0|0.0|100
0|2021-12-12|5399.0|0|5399.0|0|54.0|0|0.0|100
0|2021-12-13|5449.0|0|5449.0|0|54.0|0|0.0|100
0|2021-12-14|5449.0|0|5463.0|0|54.0|0|0.0|100
0|2021-12-15|5482.0|0|5482.0|0|54.0|0|0.0|100
0|2021-12-16|5501.0|0|5501.0|0|54.0|0|0.0|100
0|2021-12-17|5537.0|0|5537.0|0|54.0|0|0.0|100
0|2021-12-18|5537.0|0|5537.0|0|54.0|0|0.0|100
0|2021-12-19|5537.0|0|5537.0|0|54.0|0|0.0|100
0|2021-12-20|5622.0|0|5622.0|0|54.0|0|0.0|100
0|2021-12-21|5650.0|0|5650.0|0|54.0|0|0.0|100
0|2021-12-22|5710.0|0|5710.0|0|54.0|0|0.0|100
0|2021-12-23|5757.0|0|5757.0|0|54.0|0|0.0|100
0|2021-12-24|5821.0|0|5821.0|0|54.0|0|0.0|100
0|2021-12-25|5821.0|0|5821.0|0|54.0|0|0.0|100
0|2021-12-26|5821.0|0|5821.0|0|54.0|0|0.0|100
0|2021-12-27|5977.0|0|5977.0|0|54.0|0|0.0|100
0|2021-12-28|6035.0|0|6035.0|0|57.0|0|0.0|100
0|2021-12-29|6120.0|0|6120.0|0|57.0|0|0.0|100
0|2021-12-30|6218.0|0|6218.0|0|57.0|0|0.0|100
0|2021-12-31|6346.0|0|6346.0|0|57.0|0|0.0|100
0|2022-01-01|6346.0|0|6346.0|0|57.0|0|0.0|100
0|2022-01-02|6346.0|0|6346.0|0|57.0|0|0.0|100
0|2022-01-03|6622.0|0|6622.0|0|57.0|0|0.0|100
0|2022-01-04|6622.0|0|6708.0|0|57.0|0|0.0|100
0|2022-01-05|6766.0|0|6766.0|0|57.0|0|0.0|100
0|2022-01-06|6834.0|0|6834.0|0|57.0|0|0.0|100
0|2022-01-07|6971.0|0|6971.0|0|57.0|0|0.0|100
0|2022-01-08|6971.0|0|6971.0|0|57.0|0|0.0|100
0|2022-01-09|6971.0|0|6971.0|0|57.0|0|0.0|100
0|2022-01-10|7261.0|0|7261.0|0|57.0|0|0.0|100
0|2022-01-11|7369.0|0|7369.0|0|57.0|0|0.0|100
0|2022-01-12|7496.0|0|7496.0|0|57.0|0|0.0|100
0|2022-01-13|7496.0|0|7610.0|0|57.0|0|0.0|100
0|2022-01-14|7709.0|0|7709.0|0|57.0|0|0.0|100
0|2022-01-15|7709.0|0|7709.0|0|57.0|0|0.0|100
0|2022-01-16|7709.0|0|7709.0|0|57.0|0|0.0|100
0|2022-01-17|7940.0|0|0.0|100|57.0|0|0.0|100
