|dates|Colorado_Texas_UnitedStates.JHU_ConfirmedCases.data|Colorado_Texas_UnitedStates.JHU_ConfirmedCases.missing|Colorado_Texas_UnitedStates.NYT_ConfirmedCases.data|Colorado_Texas_UnitedStates.NYT_ConfirmedCases.missing|Colorado_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Colorado_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Colorado_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Colorado_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|2628.0|0|2628.0|0|55.0|0|0.0|100
0|2021-12-10|2641.0|0|2641.0|0|55.0|0|0.0|100
0|2021-12-11|2644.0|0|2644.0|0|55.0|0|0.0|100
0|2021-12-12|2644.0|0|2644.0|0|55.0|0|0.0|100
0|2021-12-13|2645.0|0|2645.0|0|55.0|0|0.0|100
0|2021-12-14|2645.0|0|2649.0|0|55.0|0|0.0|100
0|2021-12-15|2654.0|0|2654.0|0|55.0|0|0.0|100
0|2021-12-16|2659.0|0|2659.0|0|55.0|0|0.0|100
0|2021-12-17|2661.0|0|2661.0|0|55.0|0|0.0|100
0|2021-12-18|2665.0|0|2665.0|0|55.0|0|0.0|100
0|2021-12-19|2666.0|0|2666.0|0|55.0|0|0.0|100
0|2021-12-20|2667.0|0|2667.0|0|55.0|0|0.0|100
0|2021-12-21|2670.0|0|2670.0|0|55.0|0|0.0|100
0|2021-12-22|2679.0|0|2679.0|0|55.0|0|0.0|100
0|2021-12-23|2689.0|0|2689.0|0|56.0|0|0.0|100
0|2021-12-24|2689.0|0|2689.0|0|56.0|0|0.0|100
0|2021-12-25|2689.0|0|2689.0|0|56.0|0|0.0|100
0|2021-12-26|2689.0|0|2689.0|0|56.0|0|0.0|100
0|2021-12-27|2697.0|0|2697.0|0|56.0|0|0.0|100
0|2021-12-28|2700.0|0|2700.0|0|56.0|0|0.0|100
0|2021-12-29|2708.0|0|2708.0|0|56.0|0|0.0|100
0|2021-12-30|2724.0|0|2724.0|0|56.0|0|0.0|100
0|2021-12-31|2724.0|0|2724.0|0|56.0|0|0.0|100
0|2022-01-01|2724.0|0|2724.0|0|56.0|0|0.0|100
0|2022-01-02|2724.0|0|2724.0|0|56.0|0|0.0|100
0|2022-01-03|2789.0|0|2789.0|0|56.0|0|0.0|100
0|2022-01-04|2840.0|0|2840.0|0|56.0|0|0.0|100
0|2022-01-05|2864.0|0|2864.0|0|56.0|0|0.0|100
0|2022-01-06|2886.0|0|2886.0|0|56.0|0|0.0|100
0|2022-01-07|2908.0|0|2908.0|0|56.0|0|0.0|100
0|2022-01-08|2930.0|0|2930.0|0|56.0|0|0.0|100
0|2022-01-09|2956.0|0|2956.0|0|56.0|0|0.0|100
0|2022-01-10|2975.0|0|2975.0|0|56.0|0|0.0|100
0|2022-01-11|2988.0|0|2988.0|0|56.0|0|0.0|100
0|2022-01-12|3009.0|0|3009.0|0|56.0|0|0.0|100
0|2022-01-13|3009.0|0|3057.0|0|56.0|0|0.0|100
0|2022-01-14|3057.0|0|3103.0|0|56.0|0|0.0|100
0|2022-01-15|3128.0|0|3128.0|0|56.0|0|0.0|100
0|2022-01-16|3138.0|0|3138.0|0|57.0|0|0.0|100
0|2022-01-17|3151.0|0|0.0|100|57.0|0|0.0|100
