|dates|Wichita_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wichita_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wichita_Kansas_UnitedStates.NYT_ConfirmedCases.data|Wichita_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Wichita_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wichita_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wichita_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wichita_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-21|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-22|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-23|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-24|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-25|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-26|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-27|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-28|312.0|0|312.0|0|8.0|0|0.0|100
0|2021-11-29|313.0|0|313.0|0|8.0|0|0.0|100
0|2021-11-30|313.0|0|313.0|0|8.0|0|0.0|100
0|2021-12-01|316.0|0|316.0|0|8.0|0|0.0|100
0|2021-12-02|316.0|0|316.0|0|8.0|0|0.0|100
0|2021-12-03|316.0|0|319.0|0|8.0|0|0.0|100
0|2021-12-04|319.0|0|319.0|0|8.0|0|0.0|100
0|2021-12-05|319.0|0|319.0|0|8.0|0|0.0|100
0|2021-12-06|320.0|0|320.0|0|8.0|0|0.0|100
0|2021-12-07|320.0|0|320.0|0|8.0|0|0.0|100
0|2021-12-08|329.0|0|329.0|0|8.0|0|0.0|100
0|2021-12-09|329.0|0|329.0|0|8.0|0|0.0|100
0|2021-12-10|334.0|0|334.0|0|8.0|0|0.0|100
0|2021-12-11|334.0|0|334.0|0|8.0|0|0.0|100
0|2021-12-12|334.0|0|334.0|0|8.0|0|0.0|100
0|2021-12-13|338.0|0|338.0|0|8.0|0|0.0|100
0|2021-12-14|338.0|0|338.0|0|8.0|0|0.0|100
0|2021-12-15|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-12-16|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-12-17|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-12-18|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-12-19|343.0|0|343.0|0|8.0|0|0.0|100
0|2021-12-20|344.0|0|344.0|0|8.0|0|0.0|100
0|2021-12-21|344.0|0|344.0|0|8.0|0|0.0|100
0|2021-12-22|345.0|0|345.0|0|8.0|0|0.0|100
0|2021-12-23|345.0|0|345.0|0|8.0|0|0.0|100
0|2021-12-24|345.0|0|345.0|0|8.0|0|0.0|100
0|2021-12-25|345.0|0|345.0|0|8.0|0|0.0|100
0|2021-12-26|345.0|0|345.0|0|8.0|0|0.0|100
0|2021-12-27|349.0|0|349.0|0|8.0|0|0.0|100
0|2021-12-28|349.0|0|349.0|0|8.0|0|0.0|100
0|2021-12-29|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-12-30|350.0|0|350.0|0|8.0|0|0.0|100
0|2021-12-31|350.0|0|350.0|0|8.0|0|0.0|100
0|2022-01-01|350.0|0|350.0|0|8.0|0|0.0|100
0|2022-01-02|350.0|0|350.0|0|8.0|0|0.0|100
0|2022-01-03|354.0|0|354.0|0|8.0|0|0.0|100
0|2022-01-04|354.0|0|354.0|0|8.0|0|0.0|100
0|2022-01-05|360.0|0|360.0|0|8.0|0|0.0|100
0|2022-01-06|360.0|0|360.0|0|8.0|0|0.0|100
0|2022-01-07|363.0|0|363.0|0|8.0|0|0.0|100
0|2022-01-08|363.0|0|363.0|0|8.0|0|0.0|100
0|2022-01-09|363.0|0|363.0|0|8.0|0|0.0|100
0|2022-01-10|366.0|0|366.0|0|8.0|0|0.0|100
0|2022-01-11|366.0|0|366.0|0|8.0|0|0.0|100
0|2022-01-12|366.0|0|375.0|0|8.0|0|0.0|100
0|2022-01-13|366.0|0|384.0|0|8.0|0|0.0|100
0|2022-01-14|400.0|0|400.0|0|8.0|0|0.0|100
0|2022-01-15|400.0|0|400.0|0|8.0|0|0.0|100
0|2022-01-16|400.0|0|400.0|0|8.0|0|0.0|100
0|2022-01-17|400.0|0|0.0|100|8.0|0|0.0|100
