|dates|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Medina_Ohio_UnitedStates.Male_Total_Population.data|Medina_Ohio_UnitedStates.Male_Total_Population.missing|Medina_Ohio_UnitedStates.Female_Total_Population.data|Medina_Ohio_UnitedStates.Female_Total_Population.missing|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-31|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-01|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-02|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-03|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-04|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-05|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-06|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-07|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-08|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-09|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-10|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-11|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-12|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-13|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-14|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-15|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-16|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2022-01-17|31990.0|0|88684.0|0|90462.0|0|39987.0|0
