|dates|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Medina_Ohio_UnitedStates.Male_Total_Population.data|Medina_Ohio_UnitedStates.Male_Total_Population.missing|Medina_Ohio_UnitedStates.Female_Total_Population.data|Medina_Ohio_UnitedStates.Female_Total_Population.missing|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Medina_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-18|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-19|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-20|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-21|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-22|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-23|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-24|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-25|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-26|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-27|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-28|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-29|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-30|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-10-31|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-01|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-02|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-03|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-04|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-05|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-06|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-07|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-08|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-09|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-10|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-11|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-12|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-13|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-14|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-15|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-16|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-17|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-18|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-19|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-20|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-21|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-22|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-23|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-24|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-25|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-26|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-27|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-28|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-29|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-11-30|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-01|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-02|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-03|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-04|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-05|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-06|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-07|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-08|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-09|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-10|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-11|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-12|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-13|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-14|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-15|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-16|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-17|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-18|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-19|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-20|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-21|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-22|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-23|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-24|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-25|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-26|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-27|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-28|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-29|31990.0|0|88684.0|0|90462.0|0|39987.0|0
0|2021-12-30|31990.0|0|88684.0|0|90462.0|0|39987.0|0
