|dates|Rincon_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Rincon_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Rincon_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Rincon_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Rincon_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Rincon_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Rincon_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Rincon_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-02|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-03|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-04|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-05|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-06|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-07|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-08|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-09|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-10|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-11|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-12|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-13|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-14|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-15|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-16|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-17|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-18|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-19|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-20|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-21|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-22|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-23|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-24|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-25|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-26|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-27|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-28|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
0|2020-01-29|3861.0|0|849.0|0|18.02547770700637|0|4710.0|0
