|dates|Solano_California_UnitedStates.JHU_ConfirmedCases.data|Solano_California_UnitedStates.JHU_ConfirmedCases.missing|Solano_California_UnitedStates.NYT_ConfirmedCases.data|Solano_California_UnitedStates.NYT_ConfirmedCases.missing|Solano_California_UnitedStates.JHU_ConfirmedDeaths.data|Solano_California_UnitedStates.JHU_ConfirmedDeaths.missing|Solano_California_UnitedStates.JHU_ConfirmedRecoveries.data|Solano_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|47671.0|0|47676.0|0|357.0|0|0.0|100
0|2021-12-01|47671.0|0|47698.0|0|357.0|0|0.0|100
0|2021-12-02|47784.0|0|47789.0|0|360.0|0|0.0|100
0|2021-12-03|47828.0|0|47833.0|0|360.0|0|0.0|100
0|2021-12-04|47828.0|0|47833.0|0|360.0|0|0.0|100
0|2021-12-05|47828.0|0|47833.0|0|360.0|0|0.0|100
0|2021-12-06|48014.0|0|48019.0|0|360.0|0|0.0|100
0|2021-12-07|48014.0|0|48052.0|0|360.0|0|0.0|100
0|2021-12-08|48111.0|0|48116.0|0|365.0|0|0.0|100
0|2021-12-09|48157.0|0|48162.0|0|365.0|0|0.0|100
0|2021-12-10|48211.0|0|48216.0|0|365.0|0|0.0|100
0|2021-12-11|48211.0|0|48216.0|0|365.0|0|0.0|100
0|2021-12-12|48211.0|0|48216.0|0|365.0|0|0.0|100
0|2021-12-13|48341.0|0|48346.0|0|365.0|0|0.0|100
0|2021-12-14|48341.0|0|48370.0|0|365.0|0|0.0|100
0|2021-12-15|48385.0|0|48390.0|0|367.0|0|0.0|100
0|2021-12-16|48423.0|0|48428.0|0|367.0|0|0.0|100
0|2021-12-17|48499.0|0|48504.0|0|369.0|0|0.0|100
0|2021-12-18|48499.0|0|48504.0|0|369.0|0|0.0|100
0|2021-12-19|48499.0|0|48504.0|0|369.0|0|0.0|100
0|2021-12-20|48666.0|0|48671.0|0|370.0|0|0.0|100
0|2021-12-21|48719.0|0|48724.0|0|370.0|0|0.0|100
0|2021-12-22|48799.0|0|48804.0|0|372.0|0|0.0|100
0|2021-12-23|48892.0|0|48897.0|0|375.0|0|0.0|100
0|2021-12-24|49007.0|0|49012.0|0|377.0|0|0.0|100
0|2021-12-25|49007.0|0|49012.0|0|377.0|0|0.0|100
0|2021-12-26|49007.0|0|49012.0|0|377.0|0|0.0|100
0|2021-12-27|49007.0|0|49012.0|0|377.0|0|0.0|100
0|2021-12-28|49533.0|0|49538.0|0|378.0|0|0.0|100
0|2021-12-29|49679.0|0|49684.0|0|378.0|0|0.0|100
0|2021-12-30|50005.0|0|50010.0|0|379.0|0|0.0|100
0|2021-12-31|50400.0|0|50405.0|0|379.0|0|0.0|100
0|2022-01-01|50400.0|0|50405.0|0|379.0|0|0.0|100
0|2022-01-02|50400.0|0|50405.0|0|379.0|0|0.0|100
0|2022-01-03|50607.0|0|50405.0|0|379.0|0|0.0|100
0|2022-01-04|52473.0|0|52478.0|0|380.0|0|0.0|100
0|2022-01-05|52743.0|0|52748.0|0|383.0|0|0.0|100
0|2022-01-06|53216.0|0|53221.0|0|380.0|0|0.0|100
0|2022-01-07|54163.0|0|54168.0|0|383.0|0|0.0|100
0|2022-01-08|54163.0|0|54168.0|0|383.0|0|0.0|100
0|2022-01-09|54163.0|0|54168.0|0|383.0|0|0.0|100
0|2022-01-10|56696.0|0|56701.0|0|384.0|0|0.0|100
0|2022-01-11|57374.0|0|57379.0|0|385.0|0|0.0|100
0|2022-01-12|59431.0|0|58065.0|0|388.0|0|0.0|100
0|2022-01-13|59431.0|0|59459.0|0|388.0|0|0.0|100
0|2022-01-14|60463.0|0|60468.0|0|389.0|0|0.0|100
0|2022-01-15|60463.0|0|60468.0|0|389.0|0|0.0|100
0|2022-01-16|60463.0|0|60468.0|0|389.0|0|0.0|100
0|2022-01-17|63287.0|0|0.0|100|391.0|0|0.0|100
