|dates|Henry_Illinois_UnitedStates.JHU_ConfirmedCases.data|Henry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Henry_Illinois_UnitedStates.NYT_ConfirmedCases.data|Henry_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Henry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|6991.0|0|6991.0|0|81.0|0|0.0|100
0|2021-11-18|7014.0|0|7014.0|0|82.0|0|0.0|100
0|2021-11-19|7045.0|0|7045.0|0|82.0|0|0.0|100
0|2021-11-20|7045.0|0|7045.0|0|82.0|0|0.0|100
0|2021-11-21|7045.0|0|7045.0|0|82.0|0|0.0|100
0|2021-11-22|7093.0|0|7093.0|0|82.0|0|0.0|100
0|2021-11-23|7139.0|0|7139.0|0|82.0|0|0.0|100
0|2021-11-24|7164.0|0|7164.0|0|82.0|0|0.0|100
0|2021-11-25|7164.0|0|7164.0|0|82.0|0|0.0|100
0|2021-11-26|7164.0|0|7164.0|0|82.0|0|0.0|100
0|2021-11-27|7164.0|0|7164.0|0|82.0|0|0.0|100
0|2021-11-28|7164.0|0|7164.0|0|82.0|0|0.0|100
0|2021-11-29|7251.0|0|7251.0|0|82.0|0|0.0|100
0|2021-11-30|7304.0|0|7304.0|0|82.0|0|0.0|100
0|2021-12-01|7348.0|0|7348.0|0|82.0|0|0.0|100
0|2021-12-02|7348.0|0|7407.0|0|82.0|0|0.0|100
0|2021-12-03|7438.0|0|7438.0|0|82.0|0|0.0|100
0|2021-12-04|7438.0|0|7438.0|0|82.0|0|0.0|100
0|2021-12-05|7438.0|0|7438.0|0|82.0|0|0.0|100
0|2021-12-06|7508.0|0|7508.0|0|83.0|0|0.0|100
0|2021-12-07|7567.0|0|7567.0|0|84.0|0|0.0|100
0|2021-12-08|7606.0|0|7606.0|0|84.0|0|0.0|100
0|2021-12-09|7648.0|0|7648.0|0|84.0|0|0.0|100
0|2021-12-10|7691.0|0|7691.0|0|85.0|0|0.0|100
0|2021-12-11|7691.0|0|7691.0|0|85.0|0|0.0|100
0|2021-12-12|7691.0|0|7691.0|0|85.0|0|0.0|100
0|2021-12-13|7789.0|0|7789.0|0|85.0|0|0.0|100
0|2021-12-14|7789.0|0|7845.0|0|85.0|0|0.0|100
0|2021-12-15|7885.0|0|7885.0|0|86.0|0|0.0|100
0|2021-12-16|7936.0|0|7936.0|0|86.0|0|0.0|100
0|2021-12-17|7983.0|0|7983.0|0|87.0|0|0.0|100
0|2021-12-18|7983.0|0|7983.0|0|87.0|0|0.0|100
0|2021-12-19|7983.0|0|7983.0|0|87.0|0|0.0|100
0|2021-12-20|8085.0|0|8085.0|0|93.0|0|0.0|100
0|2021-12-21|8142.0|0|8142.0|0|93.0|0|0.0|100
0|2021-12-22|8184.0|0|8184.0|0|94.0|0|0.0|100
0|2021-12-23|8227.0|0|8227.0|0|94.0|0|0.0|100
0|2021-12-24|8227.0|0|8227.0|0|94.0|0|0.0|100
0|2021-12-25|8227.0|0|8227.0|0|94.0|0|0.0|100
0|2021-12-26|8227.0|0|8227.0|0|94.0|0|0.0|100
0|2021-12-27|8347.0|0|8347.0|0|95.0|0|0.0|100
0|2021-12-28|8419.0|0|8419.0|0|95.0|0|0.0|100
0|2021-12-29|8503.0|0|8503.0|0|95.0|0|0.0|100
0|2021-12-30|8612.0|0|8612.0|0|95.0|0|0.0|100
0|2021-12-31|8612.0|0|8612.0|0|95.0|0|0.0|100
0|2022-01-01|8612.0|0|8612.0|0|95.0|0|0.0|100
0|2022-01-02|8612.0|0|8612.0|0|95.0|0|0.0|100
0|2022-01-03|8893.0|0|8893.0|0|95.0|0|0.0|100
0|2022-01-04|9024.0|0|9024.0|0|95.0|0|0.0|100
0|2022-01-05|9145.0|0|9145.0|0|95.0|0|0.0|100
0|2022-01-06|9291.0|0|9291.0|0|97.0|0|0.0|100
0|2022-01-07|9450.0|0|9450.0|0|98.0|0|0.0|100
0|2022-01-08|9450.0|0|9450.0|0|98.0|0|0.0|100
0|2022-01-09|9450.0|0|9450.0|0|98.0|0|0.0|100
0|2022-01-10|9676.0|0|9676.0|0|99.0|0|0.0|100
0|2022-01-11|9812.0|0|9812.0|0|99.0|0|0.0|100
0|2022-01-12|10007.0|0|10007.0|0|99.0|0|0.0|100
0|2022-01-13|10007.0|0|10209.0|0|99.0|0|0.0|100
0|2022-01-14|10375.0|0|10375.0|0|99.0|0|0.0|100
0|2022-01-15|10375.0|0|10375.0|0|99.0|0|0.0|100
0|2022-01-16|10375.0|0|10375.0|0|99.0|0|0.0|100
0|2022-01-17|10375.0|0|0.0|100|99.0|0|0.0|100
