|dates|Comerio_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Comerio_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Comerio_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Comerio_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Comerio_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Comerio_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Comerio_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Comerio_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-02|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-03|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-04|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-05|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-06|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-07|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-08|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-09|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-10|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-11|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-12|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-13|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-14|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-15|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-16|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-17|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-18|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-19|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-20|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-21|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-22|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-23|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-24|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-25|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-26|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-27|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-28|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-29|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-30|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-01-31|4183.0|0|528.5|0|11.217234426403481|0|4711.5|0
0|2020-02-01|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-02|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-03|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-04|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-05|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-06|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-07|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-08|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
0|2020-02-09|4288.0|0|438.5|0|9.27747804929652|0|4726.5|0
