|dates|Lee_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Lee_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Lee_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Lee_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Lee_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Lee_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Lee_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Lee_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-18|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-19|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-20|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-21|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-22|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-23|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-24|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-25|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-26|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-27|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-28|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-29|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-30|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-10-31|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-01|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-02|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-03|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-04|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-05|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-06|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-07|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-08|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-09|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-10|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-11|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-12|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-13|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-14|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-15|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-16|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-17|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-18|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-19|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-20|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-21|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-22|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-23|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-24|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-25|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-26|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-27|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-28|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-29|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-11-30|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-01|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-02|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-03|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-04|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-05|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-06|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-07|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-08|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-09|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-10|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-11|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-12|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-13|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
0|2021-12-14|24311.0|0|1259.0|0|4.923738756355104|0|25570.0|0
