|dates|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Indiana_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Indiana_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Indiana_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|10108.0|0|10108.0|0|253.0|0|0.0|100
0|2021-11-19|10171.0|0|10171.0|0|256.0|0|0.0|100
0|2021-11-20|10239.0|0|10239.0|0|257.0|0|0.0|100
0|2021-11-21|10303.0|0|10303.0|0|257.0|0|0.0|100
0|2021-11-22|10383.0|0|10383.0|0|257.0|0|0.0|100
0|2021-11-23|10437.0|0|10437.0|0|258.0|0|0.0|100
0|2021-11-24|10527.0|0|10527.0|0|261.0|0|0.0|100
0|2021-11-25|10580.0|0|10580.0|0|263.0|0|0.0|100
0|2021-11-26|10653.0|0|10653.0|0|263.0|0|0.0|100
0|2021-11-27|10707.0|0|10707.0|0|263.0|0|0.0|100
0|2021-11-28|10750.0|0|10750.0|0|263.0|0|0.0|100
0|2021-11-29|10810.0|0|10810.0|0|263.0|0|0.0|100
0|2021-11-30|10867.0|0|10867.0|0|265.0|0|0.0|100
0|2021-12-01|10952.0|0|10952.0|0|268.0|0|0.0|100
0|2021-12-02|11024.0|0|11024.0|0|269.0|0|0.0|100
0|2021-12-03|11120.0|0|11120.0|0|269.0|0|0.0|100
0|2021-12-04|11120.0|0|11186.0|0|269.0|0|0.0|100
0|2021-12-05|11196.0|0|11196.0|0|270.0|0|0.0|100
0|2021-12-06|11212.0|0|11212.0|0|270.0|0|0.0|100
0|2021-12-07|11268.0|0|11268.0|0|271.0|0|0.0|100
0|2021-12-08|11318.0|0|11318.0|0|273.0|0|0.0|100
0|2021-12-09|11407.0|0|11407.0|0|275.0|0|0.0|100
0|2021-12-10|11527.0|0|11527.0|0|276.0|0|0.0|100
0|2021-12-11|11602.0|0|11602.0|0|277.0|0|0.0|100
0|2021-12-12|11659.0|0|11659.0|0|277.0|0|0.0|100
0|2021-12-13|11681.0|0|11681.0|0|277.0|0|0.0|100
0|2021-12-14|11681.0|0|11743.0|0|277.0|0|0.0|100
0|2021-12-15|11785.0|0|11785.0|0|283.0|0|0.0|100
0|2021-12-16|11818.0|0|11818.0|0|284.0|0|0.0|100
0|2021-12-17|11863.0|0|11863.0|0|285.0|0|0.0|100
0|2021-12-18|11901.0|0|11901.0|0|286.0|0|0.0|100
0|2021-12-19|11936.0|0|11936.0|0|286.0|0|0.0|100
0|2021-12-20|11955.0|0|11955.0|0|286.0|0|0.0|100
0|2021-12-21|12017.0|0|12017.0|0|287.0|0|0.0|100
0|2021-12-22|12043.0|0|12043.0|0|288.0|0|0.0|100
0|2021-12-23|12082.0|0|12082.0|0|289.0|0|0.0|100
0|2021-12-24|12151.0|0|12151.0|0|292.0|0|0.0|100
0|2021-12-25|12190.0|0|12190.0|0|292.0|0|0.0|100
0|2021-12-26|12218.0|0|12218.0|0|292.0|0|0.0|100
0|2021-12-27|12233.0|0|12233.0|0|292.0|0|0.0|100
0|2021-12-28|12276.0|0|12276.0|0|293.0|0|0.0|100
0|2021-12-29|12368.0|0|12368.0|0|297.0|0|0.0|100
0|2021-12-30|12441.0|0|12441.0|0|297.0|0|0.0|100
0|2021-12-31|12529.0|0|12529.0|0|297.0|0|0.0|100
0|2022-01-01|12592.0|0|12592.0|0|298.0|0|0.0|100
0|2022-01-02|12654.0|0|12654.0|0|298.0|0|0.0|100
0|2022-01-03|12697.0|0|12697.0|0|298.0|0|0.0|100
0|2022-01-04|12811.0|0|12811.0|0|302.0|0|0.0|100
0|2022-01-05|12948.0|0|12948.0|0|303.0|0|0.0|100
0|2022-01-06|13050.0|0|13050.0|0|304.0|0|0.0|100
0|2022-01-07|13192.0|0|13192.0|0|304.0|0|0.0|100
0|2022-01-08|13346.0|0|13346.0|0|306.0|0|0.0|100
0|2022-01-09|13429.0|0|13429.0|0|306.0|0|0.0|100
0|2022-01-10|13528.0|0|13528.0|0|306.0|0|0.0|100
0|2022-01-11|13583.0|0|13583.0|0|311.0|0|0.0|100
0|2022-01-12|13728.0|0|13728.0|0|312.0|0|0.0|100
0|2022-01-13|13728.0|0|13908.0|0|312.0|0|0.0|100
0|2022-01-14|14045.0|0|14045.0|0|313.0|0|0.0|100
0|2022-01-15|14255.0|0|14255.0|0|316.0|0|0.0|100
0|2022-01-16|14487.0|0|14487.0|0|316.0|0|0.0|100
0|2022-01-17|14589.0|0|0.0|100|316.0|0|0.0|100
