|dates|Cass_Texas_UnitedStates.JHU_ConfirmedCases.data|Cass_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cass_Texas_UnitedStates.NYT_ConfirmedCases.data|Cass_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cass_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4439.0|0|4439.0|0|142.0|0|0.0|100
0|2021-10-18|4439.0|0|4439.0|0|142.0|0|0.0|100
0|2021-10-19|4452.0|0|4452.0|0|143.0|0|0.0|100
0|2021-10-20|4453.0|0|4453.0|0|143.0|0|0.0|100
0|2021-10-21|4456.0|0|4456.0|0|143.0|0|0.0|100
0|2021-10-22|4462.0|0|4462.0|0|143.0|0|0.0|100
0|2021-10-23|4462.0|0|4462.0|0|143.0|0|0.0|100
0|2021-10-24|4464.0|0|4464.0|0|144.0|0|0.0|100
0|2021-10-25|4464.0|0|4464.0|0|144.0|0|0.0|100
0|2021-10-26|4467.0|0|4467.0|0|144.0|0|0.0|100
0|2021-10-27|4469.0|0|4469.0|0|144.0|0|0.0|100
0|2021-10-28|4482.0|0|4482.0|0|145.0|0|0.0|100
0|2021-10-29|4486.0|0|4486.0|0|147.0|0|0.0|100
0|2021-10-30|4487.0|0|4487.0|0|147.0|0|0.0|100
0|2021-10-31|4487.0|0|4487.0|0|147.0|0|0.0|100
0|2021-11-01|4487.0|0|4487.0|0|147.0|0|0.0|100
0|2021-11-02|4490.0|0|4490.0|0|147.0|0|0.0|100
0|2021-11-03|4490.0|0|4490.0|0|147.0|0|0.0|100
0|2021-11-04|4490.0|0|4490.0|0|149.0|0|0.0|100
0|2021-11-05|4492.0|0|4492.0|0|149.0|0|0.0|100
0|2021-11-06|4496.0|0|4496.0|0|149.0|0|0.0|100
0|2021-11-07|4496.0|0|4496.0|0|149.0|0|0.0|100
0|2021-11-08|4496.0|0|4496.0|0|149.0|0|0.0|100
0|2021-11-09|4504.0|0|4504.0|0|149.0|0|0.0|100
0|2021-11-10|4504.0|0|4504.0|0|149.0|0|0.0|100
0|2021-11-11|4508.0|0|4508.0|0|151.0|0|0.0|100
0|2021-11-12|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-13|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-14|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-15|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-16|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-17|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-18|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-19|4509.0|0|4509.0|0|152.0|0|0.0|100
0|2021-11-20|4513.0|0|4513.0|0|154.0|0|0.0|100
0|2021-11-21|4513.0|0|4513.0|0|154.0|0|0.0|100
0|2021-11-22|4513.0|0|4513.0|0|154.0|0|0.0|100
0|2021-11-23|4515.0|0|4515.0|0|154.0|0|0.0|100
0|2021-11-24|4520.0|0|4520.0|0|155.0|0|0.0|100
0|2021-11-25|4520.0|0|4520.0|0|155.0|0|0.0|100
0|2021-11-26|4520.0|0|4520.0|0|155.0|0|0.0|100
0|2021-11-27|4520.0|0|4520.0|0|155.0|0|0.0|100
0|2021-11-28|4520.0|0|4520.0|0|155.0|0|0.0|100
0|2021-11-29|4525.0|0|4525.0|0|155.0|0|0.0|100
0|2021-11-30|4531.0|0|4531.0|0|155.0|0|0.0|100
0|2021-12-01|4532.0|0|4532.0|0|155.0|0|0.0|100
0|2021-12-02|4535.0|0|4535.0|0|155.0|0|0.0|100
0|2021-12-03|4536.0|0|4536.0|0|155.0|0|0.0|100
0|2021-12-04|4536.0|0|4536.0|0|155.0|0|0.0|100
0|2021-12-05|4536.0|0|4536.0|0|157.0|0|0.0|100
0|2021-12-06|4536.0|0|4536.0|0|157.0|0|0.0|100
0|2021-12-07|4539.0|0|4539.0|0|157.0|0|0.0|100
0|2021-12-08|4548.0|0|4548.0|0|157.0|0|0.0|100
