|dates|Cass_Texas_UnitedStates.JHU_ConfirmedCases.data|Cass_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cass_Texas_UnitedStates.NYT_ConfirmedCases.data|Cass_Texas_UnitedStates.NYT_ConfirmedCases.missing|Cass_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|4552.0|0|4552.0|0|157.0|0|0.0|100
0|2021-12-10|4574.0|0|4574.0|0|158.0|0|0.0|100
0|2021-12-11|4588.0|0|4588.0|0|158.0|0|0.0|100
0|2021-12-12|4589.0|0|4589.0|0|158.0|0|0.0|100
0|2021-12-13|4590.0|0|4590.0|0|158.0|0|0.0|100
0|2021-12-14|4590.0|0|4599.0|0|158.0|0|0.0|100
0|2021-12-15|4614.0|0|4614.0|0|159.0|0|0.0|100
0|2021-12-16|4632.0|0|4632.0|0|159.0|0|0.0|100
0|2021-12-17|4646.0|0|4646.0|0|159.0|0|0.0|100
0|2021-12-18|4655.0|0|4655.0|0|159.0|0|0.0|100
0|2021-12-19|4658.0|0|4658.0|0|159.0|0|0.0|100
0|2021-12-20|4665.0|0|4665.0|0|159.0|0|0.0|100
0|2021-12-21|4667.0|0|4667.0|0|159.0|0|0.0|100
0|2021-12-22|4680.0|0|4680.0|0|160.0|0|0.0|100
0|2021-12-23|4706.0|0|4706.0|0|161.0|0|0.0|100
0|2021-12-24|4706.0|0|4706.0|0|161.0|0|0.0|100
0|2021-12-25|4706.0|0|4706.0|0|161.0|0|0.0|100
0|2021-12-26|4706.0|0|4706.0|0|161.0|0|0.0|100
0|2021-12-27|4721.0|0|4721.0|0|162.0|0|0.0|100
0|2021-12-28|4747.0|0|4747.0|0|162.0|0|0.0|100
0|2021-12-29|4756.0|0|4756.0|0|162.0|0|0.0|100
0|2021-12-30|4790.0|0|4790.0|0|162.0|0|0.0|100
0|2021-12-31|4790.0|0|4790.0|0|162.0|0|0.0|100
0|2022-01-01|4790.0|0|4790.0|0|162.0|0|0.0|100
0|2022-01-02|4790.0|0|4790.0|0|162.0|0|0.0|100
0|2022-01-03|4846.0|0|4846.0|0|163.0|0|0.0|100
0|2022-01-04|4868.0|0|4868.0|0|163.0|0|0.0|100
0|2022-01-05|4892.0|0|4892.0|0|163.0|0|0.0|100
0|2022-01-06|4933.0|0|4933.0|0|163.0|0|0.0|100
0|2022-01-07|4971.0|0|4971.0|0|163.0|0|0.0|100
0|2022-01-08|4996.0|0|4996.0|0|163.0|0|0.0|100
0|2022-01-09|5016.0|0|5016.0|0|163.0|0|0.0|100
0|2022-01-10|5055.0|0|5055.0|0|163.0|0|0.0|100
0|2022-01-11|5080.0|0|5080.0|0|163.0|0|0.0|100
0|2022-01-12|5135.0|0|5135.0|0|163.0|0|0.0|100
0|2022-01-13|5135.0|0|5207.0|0|163.0|0|0.0|100
0|2022-01-14|5207.0|0|5275.0|0|163.0|0|0.0|100
0|2022-01-15|5359.0|0|5359.0|0|165.0|0|0.0|100
0|2022-01-16|5395.0|0|5395.0|0|165.0|0|0.0|100
0|2022-01-17|5436.0|0|0.0|100|165.0|0|0.0|100
