|dates|Cass_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cass_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cass_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Cass_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Cass_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4131.0|0|4131.0|0|42.0|0|0.0|100
0|2021-10-18|4159.0|0|4159.0|0|42.0|0|0.0|100
0|2021-10-19|4207.0|0|4207.0|0|42.0|0|0.0|100
0|2021-10-20|4223.0|0|4223.0|0|43.0|0|0.0|100
0|2021-10-21|4231.0|0|4231.0|0|44.0|0|0.0|100
0|2021-10-22|4257.0|0|4257.0|0|45.0|0|0.0|100
0|2021-10-23|4257.0|0|4257.0|0|45.0|0|0.0|100
0|2021-10-24|4257.0|0|4257.0|0|45.0|0|0.0|100
0|2021-10-25|4264.0|0|4264.0|0|46.0|0|0.0|100
0|2021-10-26|4322.0|0|4322.0|0|46.0|0|0.0|100
0|2021-10-27|4338.0|0|4338.0|0|46.0|0|0.0|100
0|2021-10-28|4352.0|0|4352.0|0|47.0|0|0.0|100
0|2021-10-29|4364.0|0|4364.0|0|47.0|0|0.0|100
0|2021-10-30|4364.0|0|4364.0|0|47.0|0|0.0|100
0|2021-10-31|4364.0|0|4364.0|0|47.0|0|0.0|100
0|2021-11-01|4426.0|0|4426.0|0|47.0|0|0.0|100
0|2021-11-02|4473.0|0|4473.0|0|47.0|0|0.0|100
0|2021-11-03|4491.0|0|4491.0|0|47.0|0|0.0|100
0|2021-11-04|4514.0|0|4514.0|0|47.0|0|0.0|100
0|2021-11-05|4535.0|0|4535.0|0|47.0|0|0.0|100
0|2021-11-06|4535.0|0|4535.0|0|47.0|0|0.0|100
0|2021-11-07|4535.0|0|4535.0|0|47.0|0|0.0|100
0|2021-11-08|4550.0|0|4550.0|0|47.0|0|0.0|100
0|2021-11-09|4581.0|0|4581.0|0|47.0|0|0.0|100
0|2021-11-10|4581.0|0|4606.0|0|47.0|0|0.0|100
0|2021-11-11|4629.0|0|4629.0|0|49.0|0|0.0|100
0|2021-11-12|4662.0|0|4662.0|0|50.0|0|0.0|100
0|2021-11-13|4662.0|0|4662.0|0|50.0|0|0.0|100
0|2021-11-14|4662.0|0|4662.0|0|50.0|0|0.0|100
0|2021-11-15|4677.0|0|4677.0|0|50.0|0|0.0|100
0|2021-11-16|4736.0|0|4736.0|0|50.0|0|0.0|100
0|2021-11-17|4753.0|0|4753.0|0|50.0|0|0.0|100
0|2021-11-18|4782.0|0|4782.0|0|50.0|0|0.0|100
0|2021-11-19|4811.0|0|4811.0|0|50.0|0|0.0|100
0|2021-11-20|4811.0|0|4811.0|0|50.0|0|0.0|100
0|2021-11-21|4811.0|0|4811.0|0|50.0|0|0.0|100
0|2021-11-22|4834.0|0|4834.0|0|51.0|0|0.0|100
0|2021-11-23|4899.0|0|4899.0|0|51.0|0|0.0|100
0|2021-11-24|4902.0|0|4902.0|0|52.0|0|0.0|100
0|2021-11-25|4902.0|0|4902.0|0|52.0|0|0.0|100
0|2021-11-26|4912.0|0|4912.0|0|52.0|0|0.0|100
0|2021-11-27|4912.0|0|4912.0|0|52.0|0|0.0|100
0|2021-11-28|4912.0|0|4912.0|0|52.0|0|0.0|100
0|2021-11-29|4945.0|0|4945.0|0|53.0|0|0.0|100
0|2021-11-30|5005.0|0|5005.0|0|53.0|0|0.0|100
0|2021-12-01|5012.0|0|5012.0|0|53.0|0|0.0|100
0|2021-12-02|5012.0|0|5032.0|0|53.0|0|0.0|100
0|2021-12-03|5052.0|0|5052.0|0|55.0|0|0.0|100
0|2021-12-04|5052.0|0|5052.0|0|55.0|0|0.0|100
0|2021-12-05|5052.0|0|5052.0|0|55.0|0|0.0|100
0|2021-12-06|5076.0|0|5076.0|0|56.0|0|0.0|100
0|2021-12-07|5122.0|0|5122.0|0|56.0|0|0.0|100
0|2021-12-08|5132.0|0|5132.0|0|56.0|0|0.0|100
0|2021-12-09|5149.0|0|5149.0|0|57.0|0|0.0|100
0|2021-12-10|5174.0|0|5174.0|0|57.0|0|0.0|100
0|2021-12-11|5174.0|0|5174.0|0|57.0|0|0.0|100
0|2021-12-12|5174.0|0|5174.0|0|57.0|0|0.0|100
0|2021-12-13|5175.0|0|5175.0|0|59.0|0|0.0|100
0|2021-12-14|5175.0|0|5211.0|0|59.0|0|0.0|100
0|2021-12-15|5218.0|0|5218.0|0|59.0|0|0.0|100
0|2021-12-16|5231.0|0|5231.0|0|59.0|0|0.0|100
0|2021-12-17|5256.0|0|5256.0|0|59.0|0|0.0|100
0|2021-12-18|5256.0|0|5256.0|0|59.0|0|0.0|100
0|2021-12-19|5256.0|0|5256.0|0|59.0|0|0.0|100
0|2021-12-20|5266.0|0|5266.0|0|59.0|0|0.0|100
0|2021-12-21|5295.0|0|5295.0|0|60.0|0|0.0|100
0|2021-12-22|5303.0|0|5303.0|0|60.0|0|0.0|100
0|2021-12-23|5312.0|0|5312.0|0|61.0|0|0.0|100
0|2021-12-24|5312.0|0|5312.0|0|61.0|0|0.0|100
0|2021-12-25|5312.0|0|5312.0|0|61.0|0|0.0|100
0|2021-12-26|5312.0|0|5312.0|0|61.0|0|0.0|100
0|2021-12-27|5329.0|0|5329.0|0|63.0|0|0.0|100
0|2021-12-28|5372.0|0|5372.0|0|63.0|0|0.0|100
0|2021-12-29|5380.0|0|5380.0|0|64.0|0|0.0|100
0|2021-12-30|5391.0|0|5391.0|0|64.0|0|0.0|100
0|2021-12-31|5391.0|0|5391.0|0|64.0|0|0.0|100
0|2022-01-01|5391.0|0|5391.0|0|64.0|0|0.0|100
0|2022-01-02|5391.0|0|5391.0|0|64.0|0|0.0|100
0|2022-01-03|5394.0|0|5394.0|0|64.0|0|0.0|100
0|2022-01-04|5402.0|0|5402.0|0|64.0|0|0.0|100
0|2022-01-05|5415.0|0|5415.0|0|65.0|0|0.0|100
0|2022-01-06|5433.0|0|5433.0|0|65.0|0|0.0|100
0|2022-01-07|5458.0|0|5458.0|0|66.0|0|0.0|100
0|2022-01-08|5458.0|0|5458.0|0|66.0|0|0.0|100
0|2022-01-09|5458.0|0|5458.0|0|66.0|0|0.0|100
0|2022-01-10|5463.0|0|5463.0|0|66.0|0|0.0|100
0|2022-01-11|5550.0|0|5550.0|0|66.0|0|0.0|100
0|2022-01-12|5563.0|0|5563.0|0|66.0|0|0.0|100
0|2022-01-13|5563.0|0|5589.0|0|66.0|0|0.0|100
0|2022-01-14|5618.0|0|5618.0|0|66.0|0|0.0|100
0|2022-01-15|5618.0|0|5618.0|0|66.0|0|0.0|100
0|2022-01-16|5618.0|0|5618.0|0|66.0|0|0.0|100
0|2022-01-17|5618.0|0|0.0|100|66.0|0|0.0|100
