|dates|McCormick_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|McCormick_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|McCormick_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|McCormick_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|McCormick_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|McCormick_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|McCormick_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|McCormick_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-18|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-19|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-20|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-21|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-22|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-23|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-24|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-25|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-26|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-27|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-28|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-29|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-30|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-10-31|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-01|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-02|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-03|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-04|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-05|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-06|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-07|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-08|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-09|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-10|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-11|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-12|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-13|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-14|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-15|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-16|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-17|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-18|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-19|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-20|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-21|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-22|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-23|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-24|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-25|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-26|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
0|2021-11-27|3212.0|0|140.0|0|4.176610978520286|0|3352.0|0
