|dates|Adams_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Adams_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Adams_Colorado_UnitedStates.Male_Total_Population.data|Adams_Colorado_UnitedStates.Male_Total_Population.missing|Adams_Colorado_UnitedStates.Female_Total_Population.data|Adams_Colorado_UnitedStates.Female_Total_Population.missing|Adams_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Adams_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-13|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-14|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-15|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-16|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-17|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-18|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-19|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-20|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-21|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-22|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-23|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-24|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-25|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-26|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-27|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-28|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-29|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-11-30|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-01|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-02|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-03|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-04|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-05|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-06|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-07|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-08|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-09|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-10|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-11|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-12|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-13|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-14|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-15|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-16|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-17|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-18|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-19|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-20|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-21|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-22|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-23|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-24|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-25|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-26|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-27|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-28|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-29|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-30|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2021-12-31|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-01|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-02|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-03|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-04|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-05|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-06|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-07|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-08|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-09|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-10|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-11|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-12|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-13|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-14|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-15|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-16|53587.0|0|258470.0|0|253398.0|0|135776.0|0
0|2022-01-17|53587.0|0|258470.0|0|253398.0|0|135776.0|0
