|dates|Cass_Indiana_UnitedStates.JHU_ConfirmedCases.data|Cass_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Cass_Indiana_UnitedStates.NYT_ConfirmedCases.data|Cass_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Cass_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7462.0|0|7470.0|0|119.0|0|0.0|100
0|2021-10-18|7499.0|0|7507.0|0|119.0|0|0.0|100
0|2021-10-19|7510.0|0|7518.0|0|120.0|0|0.0|100
0|2021-10-20|7519.0|0|7527.0|0|121.0|0|0.0|100
0|2021-10-21|7528.0|0|7536.0|0|121.0|0|0.0|100
0|2021-10-22|7546.0|0|7554.0|0|121.0|0|0.0|100
0|2021-10-23|7546.0|0|7554.0|0|121.0|0|0.0|100
0|2021-10-24|7546.0|0|7554.0|0|121.0|0|0.0|100
0|2021-10-25|7556.0|0|7564.0|0|123.0|0|0.0|100
0|2021-10-26|7569.0|0|7577.0|0|123.0|0|0.0|100
0|2021-10-27|7584.0|0|7592.0|0|123.0|0|0.0|100
0|2021-10-28|7594.0|0|7602.0|0|123.0|0|0.0|100
0|2021-10-29|7603.0|0|7611.0|0|124.0|0|0.0|100
0|2021-10-30|7603.0|0|7611.0|0|124.0|0|0.0|100
0|2021-10-31|7603.0|0|7611.0|0|124.0|0|0.0|100
0|2021-11-01|7616.0|0|7624.0|0|124.0|0|0.0|100
0|2021-11-02|7623.0|0|7631.0|0|124.0|0|0.0|100
0|2021-11-03|7629.0|0|7637.0|0|124.0|0|0.0|100
0|2021-11-04|7638.0|0|7646.0|0|125.0|0|0.0|100
0|2021-11-05|7644.0|0|7652.0|0|125.0|0|0.0|100
0|2021-11-06|7644.0|0|7652.0|0|125.0|0|0.0|100
0|2021-11-07|7644.0|0|7652.0|0|125.0|0|0.0|100
0|2021-11-08|7658.0|0|7666.0|0|125.0|0|0.0|100
0|2021-11-09|7670.0|0|7678.0|0|125.0|0|0.0|100
0|2021-11-10|7670.0|0|7688.0|0|125.0|0|0.0|100
0|2021-11-11|7723.0|0|7731.0|0|125.0|0|0.0|100
0|2021-11-12|7735.0|0|7743.0|0|125.0|0|0.0|100
0|2021-11-13|7735.0|0|7743.0|0|125.0|0|0.0|100
0|2021-11-14|7735.0|0|7743.0|0|125.0|0|0.0|100
0|2021-11-15|7754.0|0|7762.0|0|125.0|0|0.0|100
0|2021-11-16|7768.0|0|7776.0|0|125.0|0|0.0|100
0|2021-11-17|7798.0|0|7806.0|0|126.0|0|0.0|100
0|2021-11-18|7810.0|0|7818.0|0|126.0|0|0.0|100
0|2021-11-19|7814.0|0|7822.0|0|126.0|0|0.0|100
0|2021-11-20|7814.0|0|7822.0|0|126.0|0|0.0|100
0|2021-11-21|7814.0|0|7822.0|0|126.0|0|0.0|100
0|2021-11-22|7864.0|0|7872.0|0|126.0|0|0.0|100
0|2021-11-23|7885.0|0|7893.0|0|126.0|0|0.0|100
0|2021-11-24|7907.0|0|7915.0|0|126.0|0|0.0|100
0|2021-11-25|7907.0|0|7915.0|0|126.0|0|0.0|100
0|2021-11-26|7907.0|0|7915.0|0|126.0|0|0.0|100
0|2021-11-27|7907.0|0|7915.0|0|126.0|0|0.0|100
0|2021-11-28|7907.0|0|7915.0|0|126.0|0|0.0|100
0|2021-11-29|8014.0|0|8022.0|0|127.0|0|0.0|100
0|2021-11-30|8055.0|0|8063.0|0|127.0|0|0.0|100
0|2021-12-01|8099.0|0|8107.0|0|127.0|0|0.0|100
0|2021-12-02|8099.0|0|8142.0|0|127.0|0|0.0|100
0|2021-12-03|8167.0|0|8175.0|0|128.0|0|0.0|100
0|2021-12-04|8167.0|0|8175.0|0|128.0|0|0.0|100
0|2021-12-05|8167.0|0|8175.0|0|128.0|0|0.0|100
0|2021-12-06|8241.0|0|8249.0|0|128.0|0|0.0|100
0|2021-12-07|8280.0|0|8288.0|0|128.0|0|0.0|100
0|2021-12-08|8308.0|0|8316.0|0|128.0|0|0.0|100
0|2021-12-09|8339.0|0|8347.0|0|128.0|0|0.0|100
0|2021-12-10|8378.0|0|8387.0|0|130.0|0|0.0|100
0|2021-12-11|8378.0|0|8387.0|0|130.0|0|0.0|100
0|2021-12-12|8378.0|0|8387.0|0|130.0|0|0.0|100
0|2021-12-13|8446.0|0|8455.0|0|131.0|0|0.0|100
0|2021-12-14|8446.0|0|8477.0|0|131.0|0|0.0|100
0|2021-12-15|8526.0|0|8535.0|0|134.0|0|0.0|100
0|2021-12-16|8546.0|0|8555.0|0|134.0|0|0.0|100
0|2021-12-17|8570.0|0|8579.0|0|135.0|0|0.0|100
0|2021-12-18|8570.0|0|8579.0|0|135.0|0|0.0|100
0|2021-12-19|8570.0|0|8579.0|0|135.0|0|0.0|100
0|2021-12-20|8625.0|0|8634.0|0|135.0|0|0.0|100
0|2021-12-21|8660.0|0|8669.0|0|136.0|0|0.0|100
0|2021-12-22|8690.0|0|8699.0|0|136.0|0|0.0|100
0|2021-12-23|8690.0|0|8699.0|0|136.0|0|0.0|100
0|2021-12-24|8690.0|0|8699.0|0|136.0|0|0.0|100
0|2021-12-25|8690.0|0|8699.0|0|136.0|0|0.0|100
0|2021-12-26|8690.0|0|8699.0|0|136.0|0|0.0|100
0|2021-12-27|8768.0|0|8777.0|0|136.0|0|0.0|100
0|2021-12-28|8807.0|0|8816.0|0|137.0|0|0.0|100
0|2021-12-29|8830.0|0|8839.0|0|138.0|0|0.0|100
0|2021-12-30|8885.0|0|8894.0|0|138.0|0|0.0|100
0|2021-12-31|8885.0|0|8894.0|0|138.0|0|0.0|100
0|2022-01-01|8885.0|0|8894.0|0|138.0|0|0.0|100
0|2022-01-02|8885.0|0|8894.0|0|138.0|0|0.0|100
0|2022-01-03|8998.0|0|9007.0|0|138.0|0|0.0|100
0|2022-01-04|9026.0|0|9035.0|0|138.0|0|0.0|100
0|2022-01-05|9051.0|0|9060.0|0|138.0|0|0.0|100
0|2022-01-06|9081.0|0|9090.0|0|138.0|0|0.0|100
0|2022-01-07|9128.0|0|9137.0|0|140.0|0|0.0|100
0|2022-01-08|9128.0|0|9137.0|0|140.0|0|0.0|100
0|2022-01-09|9128.0|0|9137.0|0|140.0|0|0.0|100
0|2022-01-10|9230.0|0|9241.0|0|141.0|0|0.0|100
0|2022-01-11|9368.0|0|9379.0|0|141.0|0|0.0|100
0|2022-01-12|9429.0|0|9440.0|0|141.0|0|0.0|100
0|2022-01-13|9429.0|0|9516.0|0|141.0|0|0.0|100
0|2022-01-14|9575.0|0|9586.0|0|142.0|0|0.0|100
0|2022-01-15|9575.0|0|9586.0|0|142.0|0|0.0|100
0|2022-01-16|9575.0|0|9586.0|0|142.0|0|0.0|100
0|2022-01-17|9942.0|0|0.0|100|142.0|0|0.0|100
