|dates|Harper_Kansas_UnitedStates.JHU_ConfirmedCases.data|Harper_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Harper_Kansas_UnitedStates.NYT_ConfirmedCases.data|Harper_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Harper_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Harper_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Harper_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Harper_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|895.0|0|895.0|0|19.0|0|0.0|100
0|2021-10-18|896.0|0|896.0|0|19.0|0|0.0|100
0|2021-10-19|896.0|0|904.0|0|19.0|0|0.0|100
0|2021-10-20|904.0|0|911.0|0|19.0|0|0.0|100
0|2021-10-21|904.0|0|911.0|0|19.0|0|0.0|100
0|2021-10-22|908.0|0|915.0|0|19.0|0|0.0|100
0|2021-10-23|908.0|0|915.0|0|19.0|0|0.0|100
0|2021-10-24|908.0|0|915.0|0|19.0|0|0.0|100
0|2021-10-25|911.0|0|919.0|0|19.0|0|0.0|100
0|2021-10-26|911.0|0|919.0|0|19.0|0|0.0|100
0|2021-10-27|914.0|0|920.0|0|20.0|0|0.0|100
0|2021-10-28|914.0|0|920.0|0|20.0|0|0.0|100
0|2021-10-29|918.0|0|926.0|0|21.0|0|0.0|100
0|2021-10-30|918.0|0|926.0|0|21.0|0|0.0|100
0|2021-10-31|918.0|0|926.0|0|21.0|0|0.0|100
0|2021-11-01|920.0|0|927.0|0|22.0|0|0.0|100
0|2021-11-02|920.0|0|927.0|0|22.0|0|0.0|100
0|2021-11-03|923.0|0|930.0|0|22.0|0|0.0|100
0|2021-11-04|923.0|0|930.0|0|22.0|0|0.0|100
0|2021-11-05|924.0|0|932.0|0|22.0|0|0.0|100
0|2021-11-06|924.0|0|932.0|0|22.0|0|0.0|100
0|2021-11-07|924.0|0|932.0|0|22.0|0|0.0|100
0|2021-11-08|929.0|0|936.0|0|22.0|0|0.0|100
0|2021-11-09|929.0|0|936.0|0|22.0|0|0.0|100
0|2021-11-10|934.0|0|940.0|0|22.0|0|0.0|100
0|2021-11-11|934.0|0|940.0|0|22.0|0|0.0|100
0|2021-11-12|940.0|0|943.0|0|23.0|0|0.0|100
0|2021-11-13|940.0|0|943.0|0|23.0|0|0.0|100
0|2021-11-14|940.0|0|943.0|0|23.0|0|0.0|100
0|2021-11-15|943.0|0|948.0|0|23.0|0|0.0|100
0|2021-11-16|943.0|0|948.0|0|23.0|0|0.0|100
0|2021-11-17|950.0|0|955.0|0|23.0|0|0.0|100
0|2021-11-18|950.0|0|955.0|0|23.0|0|0.0|100
0|2021-11-19|961.0|0|969.0|0|23.0|0|0.0|100
0|2021-11-20|961.0|0|969.0|0|23.0|0|0.0|100
0|2021-11-21|961.0|0|969.0|0|23.0|0|0.0|100
0|2021-11-22|972.0|0|989.0|0|23.0|0|0.0|100
0|2021-11-23|972.0|0|989.0|0|23.0|0|0.0|100
0|2021-11-24|972.0|0|1012.0|0|23.0|0|0.0|100
0|2021-11-25|998.0|0|1012.0|0|24.0|0|0.0|100
0|2021-11-26|998.0|0|1012.0|0|24.0|0|0.0|100
0|2021-11-27|998.0|0|1012.0|0|24.0|0|0.0|100
0|2021-11-28|998.0|0|1012.0|0|24.0|0|0.0|100
0|2021-11-29|1027.0|0|1052.0|0|24.0|0|0.0|100
0|2021-11-30|1027.0|0|1052.0|0|24.0|0|0.0|100
0|2021-12-01|1063.0|0|1077.0|0|24.0|0|0.0|100
0|2021-12-02|1063.0|0|1077.0|0|24.0|0|0.0|100
0|2021-12-03|1063.0|0|1096.0|0|24.0|0|0.0|100
0|2021-12-04|1087.0|0|1096.0|0|24.0|0|0.0|100
0|2021-12-05|1087.0|0|1096.0|0|24.0|0|0.0|100
0|2021-12-06|1098.0|0|1116.0|0|24.0|0|0.0|100
0|2021-12-07|1098.0|0|1116.0|0|24.0|0|0.0|100
0|2021-12-08|1127.0|0|1137.0|0|24.0|0|0.0|100
0|2021-12-09|1127.0|0|1137.0|0|24.0|0|0.0|100
0|2021-12-10|1140.0|0|1150.0|0|24.0|0|0.0|100
0|2021-12-11|1140.0|0|1150.0|0|24.0|0|0.0|100
0|2021-12-12|1140.0|0|1150.0|0|24.0|0|0.0|100
0|2021-12-13|1147.0|0|1170.0|0|24.0|0|0.0|100
0|2021-12-14|1147.0|0|1170.0|0|24.0|0|0.0|100
0|2021-12-15|1183.0|0|1198.0|0|24.0|0|0.0|100
0|2021-12-16|1183.0|0|1198.0|0|24.0|0|0.0|100
0|2021-12-17|1200.0|0|1211.0|0|24.0|0|0.0|100
0|2021-12-18|1200.0|0|1211.0|0|24.0|0|0.0|100
0|2021-12-19|1200.0|0|1211.0|0|24.0|0|0.0|100
0|2021-12-20|1212.0|0|1232.0|0|24.0|0|0.0|100
0|2021-12-21|1212.0|0|1232.0|0|24.0|0|0.0|100
0|2021-12-22|1234.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-23|1234.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-24|1234.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-25|1234.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-26|1234.0|0|1253.0|0|24.0|0|0.0|100
0|2021-12-27|1267.0|0|1283.0|0|24.0|0|0.0|100
0|2021-12-28|1267.0|0|1283.0|0|24.0|0|0.0|100
0|2021-12-29|1281.0|0|1292.0|0|24.0|0|0.0|100
0|2021-12-30|1281.0|0|1292.0|0|24.0|0|0.0|100
0|2021-12-31|1281.0|0|1292.0|0|24.0|0|0.0|100
0|2022-01-01|1281.0|0|1292.0|0|24.0|0|0.0|100
0|2022-01-02|1281.0|0|1292.0|0|24.0|0|0.0|100
0|2022-01-03|1294.0|0|1316.0|0|24.0|0|0.0|100
0|2022-01-04|1294.0|0|1316.0|0|24.0|0|0.0|100
0|2022-01-05|1326.0|0|1351.0|0|24.0|0|0.0|100
0|2022-01-06|1326.0|0|1351.0|0|24.0|0|0.0|100
0|2022-01-07|1369.0|0|1379.0|0|24.0|0|0.0|100
0|2022-01-08|1369.0|0|1379.0|0|24.0|0|0.0|100
0|2022-01-09|1369.0|0|1379.0|0|24.0|0|0.0|100
0|2022-01-10|1374.0|0|1399.0|0|24.0|0|0.0|100
0|2022-01-11|1374.0|0|1399.0|0|24.0|0|0.0|100
0|2022-01-12|1374.0|0|1434.0|0|24.0|0|0.0|100
0|2022-01-13|1374.0|0|1434.0|0|24.0|0|0.0|100
0|2022-01-14|1441.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-15|1441.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-16|1441.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-17|1441.0|0|0.0|100|24.0|0|0.0|100
