|dates|Sanilac_Michigan_UnitedStates.JHU_ConfirmedCases.data|Sanilac_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Sanilac_Michigan_UnitedStates.NYT_ConfirmedCases.data|Sanilac_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Sanilac_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Sanilac_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Sanilac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Sanilac_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4831.0|0|4831.0|0|132.0|0|0.0|100
0|2021-10-18|4866.0|0|4866.0|0|132.0|0|0.0|100
0|2021-10-19|4866.0|0|4866.0|0|132.0|0|0.0|100
0|2021-10-20|4882.0|0|4882.0|0|134.0|0|0.0|100
0|2021-10-21|4882.0|0|4882.0|0|134.0|0|0.0|100
0|2021-10-22|4925.0|0|4925.0|0|135.0|0|0.0|100
0|2021-10-23|4925.0|0|4925.0|0|135.0|0|0.0|100
0|2021-10-24|4925.0|0|4925.0|0|135.0|0|0.0|100
0|2021-10-25|4962.0|0|4962.0|0|134.0|0|0.0|100
0|2021-10-26|4962.0|0|4962.0|0|134.0|0|0.0|100
0|2021-10-27|4996.0|0|4996.0|0|135.0|0|0.0|100
0|2021-10-28|4996.0|0|4996.0|0|135.0|0|0.0|100
0|2021-10-29|5039.0|0|5039.0|0|136.0|0|0.0|100
0|2021-10-30|5039.0|0|5039.0|0|136.0|0|0.0|100
0|2021-10-31|5039.0|0|5039.0|0|136.0|0|0.0|100
0|2021-11-01|5074.0|0|5074.0|0|136.0|0|0.0|100
0|2021-11-02|5074.0|0|5074.0|0|136.0|0|0.0|100
0|2021-11-03|5120.0|0|5120.0|0|137.0|0|0.0|100
0|2021-11-04|5120.0|0|5120.0|0|137.0|0|0.0|100
0|2021-11-05|5167.0|0|5167.0|0|139.0|0|0.0|100
0|2021-11-06|5167.0|0|5167.0|0|139.0|0|0.0|100
0|2021-11-07|5167.0|0|5167.0|0|139.0|0|0.0|100
0|2021-11-08|5225.0|0|5225.0|0|139.0|0|0.0|100
0|2021-11-09|5225.0|0|5225.0|0|139.0|0|0.0|100
0|2021-11-10|5260.0|0|5260.0|0|139.0|0|0.0|100
0|2021-11-11|5260.0|0|5260.0|0|139.0|0|0.0|100
0|2021-11-12|5336.0|0|5336.0|0|139.0|0|0.0|100
0|2021-11-13|5336.0|0|5336.0|0|139.0|0|0.0|100
0|2021-11-14|5336.0|0|5336.0|0|139.0|0|0.0|100
0|2021-11-15|5446.0|0|5446.0|0|139.0|0|0.0|100
0|2021-11-16|5446.0|0|5446.0|0|139.0|0|0.0|100
0|2021-11-17|5533.0|0|5533.0|0|143.0|0|0.0|100
0|2021-11-18|5533.0|0|5533.0|0|143.0|0|0.0|100
0|2021-11-19|5676.0|0|5676.0|0|145.0|0|0.0|100
0|2021-11-20|5676.0|0|5676.0|0|145.0|0|0.0|100
0|2021-11-21|5676.0|0|5676.0|0|145.0|0|0.0|100
0|2021-11-22|5751.0|0|5751.0|0|146.0|0|0.0|100
0|2021-11-23|5751.0|0|5751.0|0|146.0|0|0.0|100
0|2021-11-24|5854.0|0|5854.0|0|148.0|0|0.0|100
0|2021-11-25|5854.0|0|5854.0|0|148.0|0|0.0|100
0|2021-11-26|5854.0|0|5854.0|0|148.0|0|0.0|100
0|2021-11-27|5854.0|0|5854.0|0|148.0|0|0.0|100
0|2021-11-28|5854.0|0|5854.0|0|148.0|0|0.0|100
0|2021-11-29|5996.0|0|5996.0|0|148.0|0|0.0|100
0|2021-11-30|5996.0|0|5996.0|0|148.0|0|0.0|100
0|2021-12-01|6087.0|0|6087.0|0|151.0|0|0.0|100
0|2021-12-02|6087.0|0|6087.0|0|151.0|0|0.0|100
0|2021-12-03|6182.0|0|6182.0|0|153.0|0|0.0|100
0|2021-12-04|6182.0|0|6182.0|0|153.0|0|0.0|100
0|2021-12-05|6182.0|0|6182.0|0|153.0|0|0.0|100
0|2021-12-06|6240.0|0|6240.0|0|153.0|0|0.0|100
0|2021-12-07|6240.0|0|6240.0|0|153.0|0|0.0|100
0|2021-12-08|6343.0|0|6343.0|0|154.0|0|0.0|100
0|2021-12-09|6343.0|0|6343.0|0|154.0|0|0.0|100
0|2021-12-10|6382.0|0|6382.0|0|157.0|0|0.0|100
0|2021-12-11|6382.0|0|6382.0|0|157.0|0|0.0|100
0|2021-12-12|6382.0|0|6382.0|0|157.0|0|0.0|100
0|2021-12-13|6475.0|0|6475.0|0|157.0|0|0.0|100
0|2021-12-14|6475.0|0|6475.0|0|157.0|0|0.0|100
0|2021-12-15|6524.0|0|6524.0|0|158.0|0|0.0|100
0|2021-12-16|6524.0|0|6524.0|0|158.0|0|0.0|100
0|2021-12-17|6572.0|0|6572.0|0|159.0|0|0.0|100
0|2021-12-18|6572.0|0|6572.0|0|159.0|0|0.0|100
0|2021-12-19|6572.0|0|6572.0|0|159.0|0|0.0|100
0|2021-12-20|6625.0|0|6625.0|0|160.0|0|0.0|100
0|2021-12-21|6625.0|0|6625.0|0|160.0|0|0.0|100
0|2021-12-22|6678.0|0|6678.0|0|163.0|0|0.0|100
0|2021-12-23|6678.0|0|6678.0|0|163.0|0|0.0|100
0|2021-12-24|6678.0|0|6678.0|0|163.0|0|0.0|100
0|2021-12-25|6678.0|0|6678.0|0|163.0|0|0.0|100
0|2021-12-26|6678.0|0|6678.0|0|163.0|0|0.0|100
0|2021-12-27|6759.0|0|6759.0|0|164.0|0|0.0|100
0|2021-12-28|6759.0|0|6759.0|0|164.0|0|0.0|100
0|2021-12-29|6819.0|0|6819.0|0|167.0|0|0.0|100
0|2021-12-30|6819.0|0|6819.0|0|167.0|0|0.0|100
0|2021-12-31|6819.0|0|6819.0|0|167.0|0|0.0|100
0|2022-01-01|6819.0|0|6819.0|0|167.0|0|0.0|100
0|2022-01-02|6819.0|0|6819.0|0|167.0|0|0.0|100
0|2022-01-03|6969.0|0|6969.0|0|167.0|0|0.0|100
0|2022-01-04|6969.0|0|6969.0|0|167.0|0|0.0|100
0|2022-01-05|7021.0|0|7021.0|0|168.0|0|0.0|100
0|2022-01-06|7021.0|0|7021.0|0|168.0|0|0.0|100
0|2022-01-07|7141.0|0|7141.0|0|168.0|0|0.0|100
0|2022-01-08|7141.0|0|7141.0|0|168.0|0|0.0|100
0|2022-01-09|7141.0|0|7141.0|0|168.0|0|0.0|100
0|2022-01-10|7241.0|0|7241.0|0|168.0|0|0.0|100
0|2022-01-11|7241.0|0|7241.0|0|168.0|0|0.0|100
0|2022-01-12|7309.0|0|7309.0|0|168.0|0|0.0|100
0|2022-01-13|7309.0|0|7309.0|0|168.0|0|0.0|100
0|2022-01-14|7409.0|0|7409.0|0|170.0|0|0.0|100
0|2022-01-15|7409.0|0|7409.0|0|170.0|0|0.0|100
0|2022-01-16|7409.0|0|7409.0|0|170.0|0|0.0|100
0|2022-01-17|7409.0|0|0.0|100|170.0|0|0.0|100
