|dates|Burke_Georgia_UnitedStates.AveragePrecipitationTotal.data|Burke_Georgia_UnitedStates.AveragePrecipitationTotal.missing|Burke_Georgia_UnitedStates.AveragePrecipitation.data|Burke_Georgia_UnitedStates.AveragePrecipitation.missing|Burke_Georgia_UnitedStates.AverageWindDirection.data|Burke_Georgia_UnitedStates.AverageWindDirection.missing|Burke_Georgia_UnitedStates.AverageWindSpeed.data|Burke_Georgia_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|170.0|0|4.833333333333333|0
0|2021-10-18|0.0|0|0.0|0|38.75|0|1.6666666666666667|0
0|2021-10-19|0.0|0|0.0|0|27.5|0|1.0833333333333333|0
0|2021-10-20|0.0|0|0.0|0|27.083333333333332|0|1.4791666666666667|0
0|2021-10-21|0.0|0|0.0|0|111.25|0|3.75|0
0|2021-10-22|0.0|0|0.0|0|181.875|0|5.354166666666667|0
0|2021-10-23|0.0|0|0.0|0|76.66666666666667|0|2.25|0
0|2021-10-24|0.0|0|0.0|0|11.023809523809524|0|0.6261904761904762|0
0|2021-10-25|0.0|0|0.0|0|131.66666666666666|0|3.8125|0
0|2021-10-26|0.0|0|0.0|0|266.6666666666667|0|8.583333333333334|0
0|2021-10-27|0.0|0|0.0|0|114.58333333333333|0|2.2083333333333335|0
0|2021-10-28|0.0|0|0.018750000000000003|0|91.66666666666667|0|3.179166666666667|0
0|2021-10-29|0.027083333333333334|0|0.002916666666666667|0|194.58333333333334|0|6.520833333333333|0
0|2021-10-30|0.0|0|0.0|0|246.25|0|7.604166666666667|0
0|2021-10-31|0.0|0|0.0|0|231.25|0|6.125|0
0|2021-11-01|0.0|0|0.0|0|54.30555555555555|0|1.5555555555555556|0
0|2021-11-02|0.0|0|0.0|0|57.5|0|0.9166666666666666|0
0|2021-11-03|0.0|0|0.0|0|51.145833333333336|0|7.260416666666667|0
0|2021-11-04|0.0|0|0.0|0|63.125|0|8.208333333333334|0
0|2021-11-05|0.0|0|0.0|0|36.25|0|8.6875|0
0|2021-11-06|0.0004166666666666667|0|0.0004166666666666667|0|145.0|0|13.125|0
0|2021-11-07|0.0|0|0.0|0|262.5|0|8.0625|0
0|2021-11-08|0.0|0|0.0|0|75.0|0|1.7916666666666667|0
0|2021-11-09|0.0|0|0.0|0|59.854166666666664|0|0.8541666666666666|0
0|2021-11-10|0.0|0|0.0|0|63.541666666666664|0|1.8541666666666667|0
0|2021-11-11|0.0|0|0.0010416666666666667|0|87.625|0|3.029166666666667|0
0|2021-11-12|0.006666666666666667|0|0.0033333333333333327|0|172.77777777777774|0|4.222222222222222|0
0|2021-11-13|0.0|0|0.0|0|145.0|0|4.1190476190476195|0
0|2021-11-14|0.0|0|0.0|0|141.25|0|3.75|0
0|2021-11-15|0.0|0|0.0|0|209.16666666666666|0|6.458333333333333|0
0|2021-11-16|0.0|0|0.0|0|60.625|0|1.6875|0
0|2021-11-17|0.0|0|0.0|0|59.642857142857146|0|2.1011904761904763|0
0|2021-11-18|0.0|0|0.0|0|68.75|0|2.5833333333333335|0
0|2021-11-19|0.0|0|0.0|0|121.875|0|7.229166666666667|0
0|2021-11-20|0.0|0|0.0|0|61.25|0|5.541666666666667|0
0|2021-11-21|0.0|0|0.0|0|151.25|0|2.9583333333333335|0
0|2021-11-22|0.0006944444444444445|0|0.0036111111111111114|0|179.875|0|5.608333333333333|0
0|2021-11-23|0.0016666666666666668|0|0.0|0|148.75|0|4.916666666666667|0
0|2021-11-24|0.0|0|0.0|0|15.416666666666666|0|0.875|0
0|2021-11-25|0.0|0|0.0|0|75.0|0|3.125|0
0|2021-11-26|0.00020833333333333335|0|0.0004166666666666667|0|220.9375|0|7.458333333333333|0
0|2021-11-27|0.0|0|0.0|0|35.416666666666664|0|1.125|0
0|2021-11-28|0.0|0|0.0|0|120.0|0|3.5|0
0|2021-11-29|0.0|0|0.0|0|96.66666666666667|0|3.1875|0
0|2021-11-30|0.0|0|0.0|0|73.33333333333333|0|3.125|0
0|2021-12-01|0.0|0|0.0|0|59.166666666666664|0|2.6041666666666665|0
0|2021-12-02|0.0|0|0.0|0|119.16666666666667|0|4.125|0
0|2021-12-03|0.0|0|0.0|0|70.41666666666667|0|1.6666666666666667|0
0|2021-12-04|0.0|0|0.0|0|101.94444444444444|0|2.0833333333333335|0
0|2021-12-05|0.0|0|0.0|0|12.777777777777779|0|1.0833333333333333|0
0|2021-12-06|0.0|0|0.0|0|145.90277777777777|0|5.0|0
0|2021-12-07|0.0|0|0.0|0|135.27777777777777|0|5.590277777777779|0
0|2021-12-08|0.0033333333333333335|0|0.0284375|0|179.96527777777774|0|4.822916666666667|0
0|2021-12-09|0.0275|0|0.0|0|56.979166666666664|0|2.40625|0
0|2021-12-10|0.0|0|0.014732142857142859|0|48.54662698412698|0|0.8645833333333334|0
0|2021-12-11|0.008958333333333334|0|0.016944444444444446|0|186.25|0|6.708333333333333|0
0|2021-12-12|0.023333333333333334|0|0.0|0|103.75|0|5.875|0
0|2021-12-13|0.0|0|0.0|0|50.833333333333336|0|0.9166666666666666|0
0|2021-12-14|0.0|0|0.0|0|83.75|0|1.75|0
0|2021-12-15|0.0|0|0.0|0|112.5|0|2.6666666666666665|0
0|2021-12-16|0.0|0|0.002916666666666667|0|57.40277777777778|0|1.0083333333333333|0
0|2021-12-17|0.00125|0|0.0|0|27.083333333333332|0|0.375|0
0|2021-12-18|0.0|0|0.03934722222222222|0|111.97916666666667|0|3.9895833333333335|0
0|2021-12-19|0.04416666666666667|0|0.020166666666666666|0|139.07638888888889|0|7.51875|0
0|2021-12-20|0.0004166666666666667|0|0.0|0|44.166666666666664|0|7.875|0
0|2021-12-21|0.0|0|0.009375|0|132.91666666666666|0|7.729166666666667|0
0|2021-12-22|0.012499999999999999|0|0.0016666666666666668|0|165.41666666666666|0|4.25|0
0|2021-12-23|0.0|0|0.0|0|35.0|0|1.3333333333333333|0
0|2021-12-24|0.0|0|0.0|0|76.35416666666667|0|2.2083333333333335|0
0|2021-12-25|0.0|0|0.0|0|158.75|0|6.322916666666667|0
0|2021-12-26|0.0|0|0.0|0|200.41666666666666|0|5.125|0
0|2021-12-27|0.0|0|0.0|0|125.0|0|4.375|0
0|2021-12-28|0.0|0|0.0|0|216.59722222222226|0|8.729166666666666|0
0|2021-12-29|0.0|0|0.0004166666666666667|0|197.7777777777778|0|8.26388888888889|0
0|2021-12-30|0.00025|0|0.023458333333333335|0|161.73611111111111|0|5.935416666666666|0
0|2021-12-31|0.006130952380952382|0|0.0|0|155.94246031746033|0|4.123015873015873|0
0|2022-01-01|0.0|0|0.0|0|206.875|0|11.701388888888891|0
0|2022-01-02|0.0|0|0.04911111111111111|0|158.1875|0|9.004861111111111|0
0|2022-01-03|0.065|0|0.0031250000000000006|0|247.36111111111111|0|13.715277777777779|0
0|2022-01-04|0.0|0|0.0|0|49.166666666666664|0|3.4166666666666665|0
0|2022-01-05|0.0|0|0.0|0|162.56944444444446|0|4.118055555555556|0
0|2022-01-06|0.0|0|0.0|0|115.32341269841271|0|5.23452380952381|0
0|2022-01-07|0.0|0|0.0|0|213.125|0|7.041666666666667|0
0|2022-01-08|0.0|0|0.0|0|54.513888888888886|0|5.6944444444444455|0
0|2022-01-09|0.0|0|0.018541666666666668|0|137.56944444444446|0|5.760416666666667|0
0|2022-01-10|0.025833333333333333|0|0.0022083333333333334|0|153.20833333333334|0|6.045833333333333|0
0|2022-01-11|0.0|0|0.0|0|29.583333333333332|0|2.7083333333333335|0
0|2022-01-12|0.0|0|0.0|0|35.416666666666664|0|0.9166666666666666|0
0|2022-01-13|0.0|0|0.0|0|132.08333333333334|0|4.125|0
0|2022-01-14|0.0|0|0.0|0|185.0|0|5.0|0
0|2022-01-15|0.0|0|0.0016666666666666668|0|70.625|0|5.1875|0
0|2022-01-16|0.017916666666666668|0|0.037638888888888895|0|123.88888888888887|0|11.229166666666666|0
0|2022-01-17|0.024999999999999998|0|0.0|0|279.1666666666667|0|15.020833333333334|0
