|dates|SantaIsabel_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|SantaIsabel_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|SantaIsabel_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|SantaIsabel_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|SantaIsabel_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|SantaIsabel_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|SantaIsabel_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|SantaIsabel_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-02|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-03|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-04|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-05|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-06|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-07|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-08|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-09|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-10|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-11|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-12|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-13|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-14|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-15|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-16|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-17|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-18|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-19|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-20|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-21|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-22|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-23|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-24|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-25|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-26|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-27|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-28|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-29|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-30|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-01-31|8763.0|0|971.0|0|9.975344154509965|0|9734.0|0
0|2020-02-01|8280.0|0|757.5|0|8.381742738589212|0|9037.5|0
