|dates|Smith_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Smith_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Smith_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Smith_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4139.0|0|4139.0|0|50.0|0|0.0|100
0|2021-10-18|4142.0|0|4142.0|0|50.0|0|0.0|100
0|2021-10-19|4144.0|0|4144.0|0|52.0|0|0.0|100
0|2021-10-20|4148.0|0|4148.0|0|52.0|0|0.0|100
0|2021-10-21|4154.0|0|4154.0|0|52.0|0|0.0|100
0|2021-10-22|4156.0|0|4156.0|0|52.0|0|0.0|100
0|2021-10-23|4156.0|0|4156.0|0|52.0|0|0.0|100
0|2021-10-24|4156.0|0|4156.0|0|52.0|0|0.0|100
0|2021-10-25|4156.0|0|4156.0|0|52.0|0|0.0|100
0|2021-10-26|4161.0|0|4161.0|0|52.0|0|0.0|100
0|2021-10-27|4166.0|0|4166.0|0|52.0|0|0.0|100
0|2021-10-28|4174.0|0|4174.0|0|52.0|0|0.0|100
0|2021-10-29|4175.0|0|4175.0|0|52.0|0|0.0|100
0|2021-10-30|4175.0|0|4175.0|0|52.0|0|0.0|100
0|2021-10-31|4175.0|0|4175.0|0|52.0|0|0.0|100
0|2021-11-01|4175.0|0|4175.0|0|52.0|0|0.0|100
0|2021-11-02|4176.0|0|4176.0|0|52.0|0|0.0|100
0|2021-11-03|4180.0|0|4180.0|0|52.0|0|0.0|100
0|2021-11-04|4182.0|0|4182.0|0|53.0|0|0.0|100
0|2021-11-05|4182.0|0|4182.0|0|53.0|0|0.0|100
0|2021-11-06|4182.0|0|4182.0|0|53.0|0|0.0|100
0|2021-11-07|4182.0|0|4182.0|0|53.0|0|0.0|100
0|2021-11-08|4182.0|0|4182.0|0|53.0|0|0.0|100
0|2021-11-09|4187.0|0|4187.0|0|53.0|0|0.0|100
0|2021-11-10|4195.0|0|4195.0|0|53.0|0|0.0|100
0|2021-11-11|4195.0|0|4195.0|0|53.0|0|0.0|100
0|2021-11-12|4199.0|0|4199.0|0|53.0|0|0.0|100
0|2021-11-13|4199.0|0|4199.0|0|53.0|0|0.0|100
0|2021-11-14|4199.0|0|4199.0|0|53.0|0|0.0|100
0|2021-11-15|4200.0|0|4200.0|0|53.0|0|0.0|100
0|2021-11-16|4211.0|0|4211.0|0|53.0|0|0.0|100
0|2021-11-17|4217.0|0|4217.0|0|53.0|0|0.0|100
0|2021-11-18|4224.0|0|4224.0|0|53.0|0|0.0|100
0|2021-11-19|4230.0|0|4230.0|0|53.0|0|0.0|100
0|2021-11-20|4230.0|0|4230.0|0|53.0|0|0.0|100
0|2021-11-21|4230.0|0|4230.0|0|53.0|0|0.0|100
0|2021-11-22|4240.0|0|4240.0|0|53.0|0|0.0|100
0|2021-11-23|4240.0|0|4240.0|0|53.0|0|0.0|100
0|2021-11-24|4243.0|0|4243.0|0|53.0|0|0.0|100
0|2021-11-25|4243.0|0|4243.0|0|53.0|0|0.0|100
0|2021-11-26|4243.0|0|4243.0|0|53.0|0|0.0|100
0|2021-11-27|4243.0|0|4243.0|0|53.0|0|0.0|100
0|2021-11-28|4243.0|0|4243.0|0|53.0|0|0.0|100
0|2021-11-29|4250.0|0|4250.0|0|53.0|0|0.0|100
0|2021-11-30|4251.0|0|4251.0|0|53.0|0|0.0|100
0|2021-12-01|4254.0|0|4254.0|0|53.0|0|0.0|100
0|2021-12-02|4257.0|0|4257.0|0|53.0|0|0.0|100
0|2021-12-03|4270.0|0|4270.0|0|53.0|0|0.0|100
0|2021-12-04|4270.0|0|4270.0|0|53.0|0|0.0|100
0|2021-12-05|4270.0|0|4270.0|0|53.0|0|0.0|100
0|2021-12-06|4282.0|0|4282.0|0|53.0|0|0.0|100
0|2021-12-07|4287.0|0|4287.0|0|55.0|0|0.0|100
0|2021-12-08|4288.0|0|4288.0|0|55.0|0|0.0|100
0|2021-12-09|4288.0|0|4288.0|0|55.0|0|0.0|100
0|2021-12-10|4293.0|0|4293.0|0|55.0|0|0.0|100
0|2021-12-11|4293.0|0|4293.0|0|55.0|0|0.0|100
0|2021-12-12|4293.0|0|4293.0|0|55.0|0|0.0|100
0|2021-12-13|4299.0|0|4299.0|0|55.0|0|0.0|100
0|2021-12-14|4299.0|0|4301.0|0|55.0|0|0.0|100
0|2021-12-15|4314.0|0|4314.0|0|55.0|0|0.0|100
0|2021-12-16|4315.0|0|4315.0|0|55.0|0|0.0|100
0|2021-12-17|4321.0|0|4321.0|0|55.0|0|0.0|100
0|2021-12-18|4321.0|0|4321.0|0|55.0|0|0.0|100
0|2021-12-19|4321.0|0|4321.0|0|55.0|0|0.0|100
0|2021-12-20|4333.0|0|4333.0|0|55.0|0|0.0|100
0|2021-12-21|4341.0|0|4341.0|0|55.0|0|0.0|100
0|2021-12-22|4349.0|0|4349.0|0|55.0|0|0.0|100
0|2021-12-23|4356.0|0|4356.0|0|63.0|0|0.0|100
0|2021-12-24|4356.0|0|4356.0|0|63.0|0|0.0|100
0|2021-12-25|4356.0|0|4356.0|0|63.0|0|0.0|100
0|2021-12-26|4356.0|0|4356.0|0|63.0|0|0.0|100
0|2021-12-27|4375.0|0|4375.0|0|64.0|0|0.0|100
0|2021-12-28|4386.0|0|4386.0|0|64.0|0|0.0|100
0|2021-12-29|4413.0|0|4413.0|0|64.0|0|0.0|100
0|2021-12-30|4431.0|0|4431.0|0|64.0|0|0.0|100
0|2021-12-31|4431.0|0|4431.0|0|64.0|0|0.0|100
0|2022-01-01|4431.0|0|4431.0|0|64.0|0|0.0|100
0|2022-01-02|4431.0|0|4431.0|0|64.0|0|0.0|100
0|2022-01-03|4500.0|0|4500.0|0|65.0|0|0.0|100
0|2022-01-04|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-05|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-06|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-07|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-08|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-09|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-10|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-11|4512.0|0|4512.0|0|65.0|0|0.0|100
0|2022-01-12|4686.0|0|4686.0|0|66.0|0|0.0|100
0|2022-01-13|4686.0|0|4686.0|0|66.0|0|0.0|100
0|2022-01-14|4686.0|0|4686.0|0|66.0|0|0.0|100
0|2022-01-15|4686.0|0|4686.0|0|66.0|0|0.0|100
0|2022-01-16|4686.0|0|4686.0|0|66.0|0|0.0|100
0|2022-01-17|4686.0|0|0.0|100|66.0|0|0.0|100
