|dates|Sacramento_California_UnitedStates.AveragePrecipitationTotal.data|Sacramento_California_UnitedStates.AveragePrecipitationTotal.missing|Sacramento_California_UnitedStates.AveragePrecipitation.data|Sacramento_California_UnitedStates.AveragePrecipitation.missing|Sacramento_California_UnitedStates.AverageWindDirection.data|Sacramento_California_UnitedStates.AverageWindDirection.missing|Sacramento_California_UnitedStates.AverageWindSpeed.data|Sacramento_California_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0002777777777777778|0|136.78125|0|8.583333333333332|0
0|2021-10-18|0.0|0|0.0|0|128.92361111111111|0|5.3680555555555545|0
0|2021-10-19|0.0|0|0.0|0|106.91666666666667|0|4.996527777777778|0
0|2021-10-20|0.0|0|0.0|0|156.94444444444443|0|5.614583333333333|0
0|2021-10-21|0.0|0|0.003472222222222222|0|155.0347222222222|0|5.493055555555556|0
0|2021-10-22|0.0|0|0.007083333333333334|0|168.2152777777778|0|7.608333333333332|0
0|2021-10-23|0.0|0|0.00125|0|113.40277777777777|0|5.319444444444445|0
0|2021-10-24|0.0|0|0.05704861111111112|0|162.11805555555554|0|18.468749999999996|0
0|2021-10-25|0.0|0|0.008194444444444445|0|184.86111111111111|0|8.902777777777779|0
0|2021-10-26|0.0|0|0.0|0|116.94444444444444|0|5.715277777777778|0
0|2021-10-27|0.0|0|0.0|0|190.4513888888889|0|6.0694444444444455|0
0|2021-10-28|0.0|0|0.0|0|94.44444444444446|0|3.673611111111111|0
0|2021-10-29|0.0|0|0.0|0|63.125|0|1.6805555555555556|0
0|2021-10-30|0.0|0|0.0|0|187.74305555555554|0|8.170138888888891|0
0|2021-10-31|0.0|0|0.0|0|97.39583333333333|0|3.4270833333333335|0
0|2021-11-01|0.0|0|0.0001388888888888889|0|119.89583333333333|0|5.267361111111112|0
0|2021-11-02|0.0|0|0.0|0|127.43055555555554|0|3.3125|0
0|2021-11-03|0.0|0|0.0|0|66.90972222222221|0|2.090277777777778|0
0|2021-11-04|0.0|0|0.0011111111111111111|0|155.24305555555554|0|5.472222222222221|0
0|2021-11-05|0.0|0|0.0|0|82.22222222222223|0|2.625|0
0|2021-11-06|0.0|0|0.0|0|148.78472222222223|0|3.9270833333333335|0
0|2021-11-07|0.0|0|0.0|0|246.3715277777778|0|5.902777777777778|0
0|2021-11-08|0.0|0|0.0019444444444444446|0|82.22222222222223|0|5.027777777777778|0
0|2021-11-09|0.0|0|0.004270833333333332|0|125.27777777777777|0|14.34722222222222|0
