|dates|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vanderburgh_Indiana_UnitedStates.NYT_ConfirmedCases.data|Vanderburgh_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vanderburgh_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|33348.0|0|33367.0|0|493.0|0|0.0|100
0|2021-11-17|33407.0|0|33426.0|0|493.0|0|0.0|100
0|2021-11-18|33471.0|0|33490.0|0|493.0|0|0.0|100
0|2021-11-19|33544.0|0|33563.0|0|494.0|0|0.0|100
0|2021-11-20|33544.0|0|33563.0|0|494.0|0|0.0|100
0|2021-11-21|33544.0|0|33563.0|0|494.0|0|0.0|100
0|2021-11-22|33728.0|0|33747.0|0|494.0|0|0.0|100
0|2021-11-23|33801.0|0|33820.0|0|494.0|0|0.0|100
0|2021-11-24|33874.0|0|33893.0|0|494.0|0|0.0|100
0|2021-11-25|33874.0|0|33893.0|0|494.0|0|0.0|100
0|2021-11-26|33874.0|0|33893.0|0|494.0|0|0.0|100
0|2021-11-27|33874.0|0|33893.0|0|494.0|0|0.0|100
0|2021-11-28|33874.0|0|33893.0|0|494.0|0|0.0|100
0|2021-11-29|34221.0|0|34240.0|0|495.0|0|0.0|100
0|2021-11-30|34317.0|0|34336.0|0|495.0|0|0.0|100
0|2021-12-01|34458.0|0|34477.0|0|496.0|0|0.0|100
0|2021-12-02|34553.0|0|34573.0|0|496.0|0|0.0|100
0|2021-12-03|34714.0|0|34735.0|0|497.0|0|0.0|100
0|2021-12-04|34714.0|0|34735.0|0|497.0|0|0.0|100
0|2021-12-05|34714.0|0|34735.0|0|497.0|0|0.0|100
0|2021-12-06|34963.0|0|34984.0|0|497.0|0|0.0|100
0|2021-12-07|35026.0|0|35047.0|0|498.0|0|0.0|100
0|2021-12-08|35153.0|0|35173.0|0|500.0|0|0.0|100
0|2021-12-09|35264.0|0|35284.0|0|500.0|0|0.0|100
0|2021-12-10|35390.0|0|35410.0|0|500.0|0|0.0|100
0|2021-12-11|35390.0|0|35410.0|0|500.0|0|0.0|100
0|2021-12-12|35390.0|0|35410.0|0|500.0|0|0.0|100
0|2021-12-13|35742.0|0|35762.0|0|502.0|0|0.0|100
0|2021-12-14|35742.0|0|35902.0|0|502.0|0|0.0|100
0|2021-12-15|36001.0|0|36021.0|0|503.0|0|0.0|100
0|2021-12-16|36099.0|0|36119.0|0|503.0|0|0.0|100
0|2021-12-17|36203.0|0|36223.0|0|503.0|0|0.0|100
0|2021-12-18|36203.0|0|36223.0|0|503.0|0|0.0|100
0|2021-12-19|36203.0|0|36223.0|0|503.0|0|0.0|100
0|2021-12-20|36435.0|0|36456.0|0|505.0|0|0.0|100
0|2021-12-21|36519.0|0|36540.0|0|505.0|0|0.0|100
0|2021-12-22|36654.0|0|36675.0|0|505.0|0|0.0|100
0|2021-12-23|36654.0|0|36675.0|0|505.0|0|0.0|100
0|2021-12-24|36654.0|0|36675.0|0|505.0|0|0.0|100
0|2021-12-25|36654.0|0|36675.0|0|505.0|0|0.0|100
0|2021-12-26|36654.0|0|36675.0|0|505.0|0|0.0|100
0|2021-12-27|37142.0|0|37163.0|0|507.0|0|0.0|100
0|2021-12-28|37273.0|0|37294.0|0|509.0|0|0.0|100
0|2021-12-29|37544.0|0|37565.0|0|509.0|0|0.0|100
0|2021-12-30|37825.0|0|37846.0|0|511.0|0|0.0|100
0|2021-12-31|37825.0|0|37846.0|0|511.0|0|0.0|100
0|2022-01-01|37825.0|0|37846.0|0|511.0|0|0.0|100
0|2022-01-02|37825.0|0|37846.0|0|511.0|0|0.0|100
0|2022-01-03|38656.0|0|38677.0|0|511.0|0|0.0|100
0|2022-01-04|38884.0|0|38905.0|0|515.0|0|0.0|100
0|2022-01-05|39424.0|0|39445.0|0|515.0|0|0.0|100
0|2022-01-06|39936.0|0|39957.0|0|516.0|0|0.0|100
0|2022-01-07|40402.0|0|40423.0|0|518.0|0|0.0|100
0|2022-01-08|40402.0|0|40423.0|0|518.0|0|0.0|100
0|2022-01-09|40402.0|0|40423.0|0|518.0|0|0.0|100
0|2022-01-10|41826.0|0|41847.0|0|520.0|0|0.0|100
0|2022-01-11|42294.0|0|42315.0|0|521.0|0|0.0|100
0|2022-01-12|42948.0|0|42969.0|0|521.0|0|0.0|100
0|2022-01-13|42948.0|0|43638.0|0|521.0|0|0.0|100
0|2022-01-14|44322.0|0|44343.0|0|523.0|0|0.0|100
0|2022-01-15|44322.0|0|44343.0|0|523.0|0|0.0|100
0|2022-01-16|44322.0|0|44343.0|0|523.0|0|0.0|100
0|2022-01-17|46217.0|0|0.0|100|523.0|0|0.0|100
