|dates|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1790.0|0|1790.0|0|56.0|0|0.0|100
0|2021-10-18|1793.0|0|1793.0|0|56.0|0|0.0|100
0|2021-10-19|1794.0|0|1794.0|0|56.0|0|0.0|100
0|2021-10-20|1794.0|0|1794.0|0|56.0|0|0.0|100
0|2021-10-21|1796.0|0|1796.0|0|56.0|0|0.0|100
0|2021-10-22|1796.0|0|1796.0|0|56.0|0|0.0|100
0|2021-10-23|1796.0|0|1796.0|0|56.0|0|0.0|100
0|2021-10-24|1796.0|0|1796.0|0|56.0|0|0.0|100
0|2021-10-25|1796.0|0|1796.0|0|57.0|0|0.0|100
0|2021-10-26|1797.0|0|1797.0|0|57.0|0|0.0|100
0|2021-10-27|1801.0|0|1801.0|0|57.0|0|0.0|100
0|2021-10-28|1801.0|0|1801.0|0|57.0|0|0.0|100
0|2021-10-29|1802.0|0|1802.0|0|57.0|0|0.0|100
0|2021-10-30|1802.0|0|1802.0|0|57.0|0|0.0|100
0|2021-10-31|1802.0|0|1802.0|0|57.0|0|0.0|100
0|2021-11-01|1802.0|0|1802.0|0|57.0|0|0.0|100
0|2021-11-02|1802.0|0|1802.0|0|57.0|0|0.0|100
0|2021-11-03|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-04|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-05|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-06|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-07|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-08|1804.0|0|1804.0|0|57.0|0|0.0|100
0|2021-11-09|1805.0|0|1805.0|0|57.0|0|0.0|100
0|2021-11-10|1805.0|0|1806.0|0|57.0|0|0.0|100
0|2021-11-11|1806.0|0|1806.0|0|57.0|0|0.0|100
0|2021-11-12|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-13|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-14|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-15|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-16|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-17|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-18|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-19|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-20|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-21|1810.0|0|1810.0|0|57.0|0|0.0|100
0|2021-11-22|1812.0|0|1812.0|0|57.0|0|0.0|100
0|2021-11-23|1814.0|0|1814.0|0|57.0|0|0.0|100
0|2021-11-24|1815.0|0|1815.0|0|57.0|0|0.0|100
0|2021-11-25|1815.0|0|1815.0|0|57.0|0|0.0|100
0|2021-11-26|1815.0|0|1815.0|0|57.0|0|0.0|100
0|2021-11-27|1815.0|0|1815.0|0|57.0|0|0.0|100
0|2021-11-28|1815.0|0|1815.0|0|57.0|0|0.0|100
0|2021-11-29|1816.0|0|1816.0|0|57.0|0|0.0|100
0|2021-11-30|1818.0|0|1818.0|0|57.0|0|0.0|100
0|2021-12-01|1821.0|0|1821.0|0|57.0|0|0.0|100
0|2021-12-02|1821.0|0|1821.0|0|57.0|0|0.0|100
0|2021-12-03|1821.0|0|1821.0|0|57.0|0|0.0|100
0|2021-12-04|1821.0|0|1821.0|0|57.0|0|0.0|100
0|2021-12-05|1821.0|0|1821.0|0|57.0|0|0.0|100
0|2021-12-06|1827.0|0|1827.0|0|57.0|0|0.0|100
0|2021-12-07|1828.0|0|1828.0|0|57.0|0|0.0|100
0|2021-12-08|1829.0|0|1829.0|0|57.0|0|0.0|100
0|2021-12-09|1829.0|0|1829.0|0|57.0|0|0.0|100
0|2021-12-10|1829.0|0|1829.0|0|57.0|0|0.0|100
0|2021-12-11|1829.0|0|1829.0|0|57.0|0|0.0|100
0|2021-12-12|1829.0|0|1829.0|0|57.0|0|0.0|100
0|2021-12-13|1832.0|0|1832.0|0|57.0|0|0.0|100
0|2021-12-14|1832.0|0|1836.0|0|57.0|0|0.0|100
0|2021-12-15|1840.0|0|1840.0|0|57.0|0|0.0|100
0|2021-12-16|1846.0|0|1846.0|0|57.0|0|0.0|100
0|2021-12-17|1852.0|0|1852.0|0|57.0|0|0.0|100
0|2021-12-18|1852.0|0|1852.0|0|57.0|0|0.0|100
0|2021-12-19|1852.0|0|1852.0|0|57.0|0|0.0|100
0|2021-12-20|1856.0|0|1856.0|0|57.0|0|0.0|100
0|2021-12-21|1860.0|0|1860.0|0|57.0|0|0.0|100
0|2021-12-22|1862.0|0|1862.0|0|57.0|0|0.0|100
0|2021-12-23|1862.0|0|1862.0|0|57.0|0|0.0|100
0|2021-12-24|1862.0|0|1862.0|0|57.0|0|0.0|100
0|2021-12-25|1862.0|0|1862.0|0|57.0|0|0.0|100
0|2021-12-26|1862.0|0|1862.0|0|57.0|0|0.0|100
0|2021-12-27|1878.0|0|1878.0|0|57.0|0|0.0|100
0|2021-12-28|1893.0|0|1893.0|0|57.0|0|0.0|100
0|2021-12-29|1913.0|0|1913.0|0|57.0|0|0.0|100
0|2021-12-30|1939.0|0|1939.0|0|58.0|0|0.0|100
0|2021-12-31|1939.0|0|1939.0|0|58.0|0|0.0|100
0|2022-01-01|1939.0|0|1939.0|0|58.0|0|0.0|100
0|2022-01-02|1939.0|0|1939.0|0|58.0|0|0.0|100
0|2022-01-03|2018.0|0|2018.0|0|58.0|0|0.0|100
0|2022-01-04|2056.0|0|2056.0|0|58.0|0|0.0|100
0|2022-01-05|2104.0|0|2104.0|0|58.0|0|0.0|100
0|2022-01-06|2150.0|0|2150.0|0|58.0|0|0.0|100
0|2022-01-07|2196.0|0|2196.0|0|58.0|0|0.0|100
0|2022-01-08|2196.0|0|2196.0|0|58.0|0|0.0|100
0|2022-01-09|2196.0|0|2196.0|0|58.0|0|0.0|100
0|2022-01-10|2196.0|0|2231.0|0|58.0|0|0.0|100
0|2022-01-11|2306.0|0|2306.0|0|58.0|0|0.0|100
0|2022-01-12|2306.0|0|2335.0|0|58.0|0|0.0|100
0|2022-01-13|2306.0|0|2401.0|0|58.0|0|0.0|100
0|2022-01-14|2473.0|0|2473.0|0|59.0|0|0.0|100
0|2022-01-15|2473.0|0|2473.0|0|59.0|0|0.0|100
0|2022-01-16|2473.0|0|2473.0|0|59.0|0|0.0|100
0|2022-01-17|2473.0|0|0.0|100|59.0|0|0.0|100
