|dates|Hinds_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Hinds_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Hinds_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Hinds_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Hinds_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Hinds_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Hinds_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Hinds_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-05|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-06|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-07|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-08|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-09|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-10|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-11|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-12|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-13|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-14|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-15|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-16|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-17|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-18|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-19|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-20|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-21|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-22|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-23|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-24|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-25|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-26|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-27|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-28|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-29|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-30|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-31|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-01|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-02|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-03|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-04|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-05|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-06|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-07|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-08|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-09|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-10|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-11|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-12|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-13|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-14|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-15|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-16|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2022-01-17|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
