|dates|Hinds_Mississippi_UnitedStates.BLS_EmployedPopulation.data|Hinds_Mississippi_UnitedStates.BLS_EmployedPopulation.missing|Hinds_Mississippi_UnitedStates.BLS_UnemployedPopulation.data|Hinds_Mississippi_UnitedStates.BLS_UnemployedPopulation.missing|Hinds_Mississippi_UnitedStates.BLS_UnemploymentRate.data|Hinds_Mississippi_UnitedStates.BLS_UnemploymentRate.missing|Hinds_Mississippi_UnitedStates.BLS_LaborForcePopulation.data|Hinds_Mississippi_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-18|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-19|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-20|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-21|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-22|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-23|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-24|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-25|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-26|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-27|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-28|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-29|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-30|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-10-31|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-01|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-02|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-03|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-04|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-05|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-06|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-07|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-08|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-09|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-10|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-11|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-12|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-13|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-14|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-15|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-16|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-17|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-18|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-19|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-20|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-21|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-22|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-23|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-24|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-25|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-26|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-27|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-28|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-29|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-11-30|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-01|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-02|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-03|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
0|2021-12-04|97175.0|0|7103.0|0|6.811599762174188|0|104278.0|0
